N	3gram	Bakhtin_Pr_3	Hudozhes
1	о том что	2	9
2	и т п	6	8
3	то же время	12	8
4	по отношению к	5	8
5	в то же	12	8
6	в том что	1	6
7	в самом деле	3	4
8	к тому что	1	4
9	с точки зрения	4	3
10	в этом отношении	1	3
11	но в то	3	3
12	друг для друга	1	3
13	и в самом	3	3
14	тем не менее	2	3
15	как и в	1	3
16	и т д	2	3
17	к себе самому	14	2
18	что же касается	1	2
19	что он не	1	2
20	до сих пор	1	2
21	в значительной степени	1	2
22	в такой же	2	2
23	не может быть	6	2
24	на то что	1	2
25	самому и к	4	1
26	но именно поэтому	1	1
27	а между тем	3	1
28	одних и тех	1	1
29	в чем не	2	1
30	то что я	2	1
31	от него на	1	1
32	прежде всего в	1	1
33	на самом деле	10	1
34	как нам кажется	1	1
35	но при этом	1	1
36	а не о	1	1
37	в этом смысле	4	1
38	сих пор еще	1	1
39	потому что не	1	1
40	и в этом	2	1
41	самом деле не	1	1
42	для себя и	1	1
43	ни в ком	1	1
44	и в то	5	1
45	с самого начала	8	1
46	для него в	1	1
47	же время не	2	1
48	которой он сам	1	1
49	и себе самому	1	1
50	на самом же	1	1
51	того и другого	1	1
52	в отличие от	2	1
53	себе самому и	5	1
54	это не я	1	1
55	к тому чтобы	2	1
56	заключает в себе	1	1
57	как и все	2	1
58	в другом и	1	1
59	как она есть	1	1
60	себя за голову	1	1
61	я могу теперь	1	1
62	несмотря на то	1	1
63	каждый из них	2	1
64	и тех же	1	1
65	и лицо у	1	1
66	в узком смысле	1	1
67	не чем иным	1	1
68	и к другому	3	1
69	и по отношению	1	1
70	что в центре	1	1
71	а они все	1	1
72	в высшей степени	3	1
73	это в высшей	1	1
74	в конце концов	3	1
75	так и в	2	1
76	не о нем	1	1
77	не только для	1	1
78	к одному из	1	1
79	в этот момент	1	1
80	отношению к другому	1	1
81	диалог в сущности	1	1
82	перед его глазами	2	1
83	в нем не	1	1
84	мы уже говорили	3	1
85	как впрочем и	1	1
86	в том и	1	1
87	во всяком случае	5	1
88	с оглядкой и	1	1
89	как бы в	1	1
90	самом же деле	1	1
91	на вопрос что	1	1
92	в данном случае	1	1
93	между этими двумя	1	1
94	ни в чем	2	1
95	т е все	1	1
96	как будто бы	1	1
97	чем иным как	1	1
98	в центре художественного	1	1
99	в свою очередь	1	1
100	в сущности в	1	1
101	но и для	1	1
102	никогда не бывает	2	1
103	не только не	1	1
104	заключенную в ней	1	1
105	но в этом	1	1
106	задает себе сам	1	1
107	о нем но	1	1
108	но все же	1	1
109	которая может быть	1	1
110	к другому как	1	1
111	за то что	1	1
112	с другим и	3	1
113	того что он	2	1
114	друг с другом	2	1
115	и как будто	1	1
