N	2gram	Bakhtin_sl_1	Istorich
1	и в	41	28
2	и т	28	25
3	может быть	14	25
4	т д	5	22
5	а не	15	15
6	не может	14	15
7	никогда не	3	14
8	мы имеем	1	13
9	для нас	2	13
10	то же	14	12
11	не только	16	12
12	мы видим	2	11
13	только в	6	11
14	мы не	2	10
15	все же	7	10
16	и что	1	10
17	но и	16	10
18	прежде всего	8	10
19	не в	7	9
20	так и	11	9
21	о том	3	9
22	видим что	1	9
23	в том	3	9
24	и не	16	9
25	в этом	12	8
26	но в	8	8
27	таким образом	9	8
28	если бы	1	8
29	в ней	4	7
30	это не	6	7
31	еще не	4	7
32	и здесь	3	7
33	и др	14	7
34	что мы	1	7
35	так же	2	7
36	том что	2	7
37	было бы	3	7
38	в этих	2	7
39	а в	6	7
40	в этой	1	6
41	его в	3	6
42	тем не	1	6
43	не менее	1	6
44	к тому	3	6
45	что и	1	6
46	так как	3	6
47	с другой	5	6
48	вместе с	1	6
49	например в	2	5
50	что они	2	5
51	в своем	3	5
52	более или	3	5
53	что она	1	5
54	по существу	3	5
55	или менее	3	5
56	дело не	2	5
57	можно было	2	5
58	в его	13	5
59	но не	2	5
60	в качестве	3	5
61	в одном	2	5
62	до сих	2	5
63	сих пор	2	5
64	или в	8	5
65	не знает	1	5
66	сказать что	2	5
67	другой стороны	4	5
68	и даже	6	4
69	и для	4	4
70	и на	14	4
71	между собой	2	4
72	одним словом	2	4
73	не все	1	4
74	с этим	3	4
75	все эти	9	4
76	на то	1	4
77	и с	4	4
78	как и	4	4
79	даже в	2	4
80	в основе	5	4
81	находится в	1	4
82	связи с	2	4
83	здесь не	2	4
84	в пределах	14	4
85	так в	2	4
86	того что	3	4
87	с одной	4	4
88	потому что	2	4
89	так что	2	4
90	в большинстве	10	4
91	большинстве случаев	6	4
92	к ним	1	4
93	один из	4	4
94	социальной жизни	1	4
95	не скажешь	1	4
96	связь с	2	4
97	одной стороны	4	4
98	могут быть	19	4
99	там где	4	4
100	друг с	2	4
101	все это	5	4
102	хотя бы	3	4
103	но это	1	4
104	обстоит дело	2	4
105	но оно	3	4
106	и другие	1	4
107	они не	1	4
108	также и	3	3
109	чтобы не	1	3
110	время как	2	3
111	и он	1	3
112	там и	1	3
113	не просто	1	3
114	перед нами	4	3
115	могли бы	1	3
116	точку зрения	3	3
117	при этом	6	3
118	не как	4	3
119	и по	2	3
120	на этом	2	3
121	же не	1	3
122	в другом	2	3
123	из них	3	3
124	не с	2	3
125	в котором	2	3
126	в их	4	3
127	и эти	2	3
128	бы быть	1	3
129	в то	14	3
130	на котором	1	3
131	дело в	1	3
132	с другом	2	3
133	очень часто	1	3
134	есть только	1	3
135	должен быть	1	3
136	как мы	8	3
137	для этого	1	3
138	или на	1	3
139	ли он	4	3
140	в какой	1	3
141	во всем	1	3
142	в стороне	1	3
143	и его	14	3
144	уже не	2	3
145	если мы	2	3
146	в начале	1	3
147	или даже	2	3
148	и их	1	3
149	то время	2	3
150	в форме	1	3
151	эти формы	1	3
152	именно в	3	3
153	на эту	1	3
154	одним из	4	2
155	же как	2	2
156	и потому	4	2
157	оно может	2	2
158	в зависимости	3	2
159	из всех	1	2
160	тридевять земель	1	2
161	в некотором	1	2
162	зависимости от	3	2
163	к своему	6	2
164	столь же	2	2
165	бы то	1	2
166	во всех	17	2
167	а только	1	2
168	точка зрения	8	2
169	отличие от	1	2
170	связи и	1	2
171	как в	8	2
172	без другого	2	2
173	в действительности	1	2
174	от этого	2	2
175	в целом	2	2
176	он в	5	2
177	которые в	3	2
178	в очень	1	2
179	и тот	1	2
180	в себе	3	2
181	его но	3	2
182	вследствие этого	1	2
183	и если	1	2
184	как оно	3	2
185	в нем	30	2
186	связанные с	3	2
187	он не	3	2
188	за тридевять	1	2
189	всех этих	4	2
190	различные формы	2	2
191	он должен	1	2
192	то ни	1	2
193	а затем	1	2
194	и тем	2	2
195	смерть и	1	2
196	но уже	1	2
197	ни одной	1	2
198	мы видели	1	2
199	должно быть	2	2
200	для него	3	2
201	но если	1	2
202	в отличие	1	2
203	бы мы	1	2
204	есть еще	1	2
205	однако в	1	2
206	где нет	2	2
207	а иногда	3	2
208	эти две	1	2
209	самого начала	1	2
210	одна из	2	2
211	по своей	1	2
212	только с	1	2
213	именно это	1	2
214	возникает из	2	2
215	не могут	3	2
216	всего в	1	2
217	не есть	2	2
218	на это	1	2
219	в ее	2	2
220	и этим	3	2
221	с самого	1	2
222	приводит к	1	2
223	с ним	7	2
224	ничего не	4	2
225	о нем	4	2
226	не выходит	3	2
227	нас в	2	2
228	между тем	2	2
229	и только	1	2
230	непосредственно в	1	2
231	здесь в	4	2
232	и она	1	2
233	большей или	4	2
234	сделать это	1	2
235	тот же	1	2
236	одной из	3	2
237	дело с	1	2
238	через которую	1	2
239	но этим	1	2
240	именно на	1	2
241	себя в	9	2
242	то и	1	2
243	ни было	2	2
244	его и	3	2
245	был бы	2	2
246	вовсе не	7	2
247	как раз	2	2
248	в особенности	8	2
249	со стороны	1	2
250	в меньшей	1	2
251	с ней	2	2
252	а с	2	2
253	один и	1	2
254	что не	1	2
255	на этот	1	2
256	не на	5	2
257	его как	2	2
258	вступает в	1	2
259	конечно не	3	2
260	как бы	12	2
261	хотя он	1	2
262	в основном	3	2
263	на смерть	1	2
264	не знаем	1	2
265	нисколько не	2	2
266	и часто	4	2
267	и от	4	2
268	бы в	1	2
269	или меньшей	4	2
270	не дает	1	2
271	между ними	2	2
272	из этого	3	2
273	в виде	2	2
274	в частности	2	2
275	это было	1	2
276	к этому	2	2
277	не должны	2	1
278	с конкретными	1	1
279	отношении они	1	1
280	рассматривается как	1	1
281	художественного произведения	1	1
282	связана с	2	1
283	не остается	1	1
284	и то	2	1
285	на самом	2	1
286	он может	2	1
287	тех же	1	1
288	никаких новых	1	1
289	к своей	2	1
290	и исторические	1	1
291	и есть	1	1
292	в первом	3	1
293	ту же	4	1
294	из его	1	1
295	те же	2	1
296	противном случае	1	1
297	ведь и	1	1
298	мы уже	2	1
299	его не	1	1
300	а как	2	1
301	есть не	1	1
302	данной работы	1	1
303	себе как	1	1
304	ряд явлений	1	1
305	та же	1	1
306	например у	1	1
307	что уже	1	1
308	приводят к	1	1
309	силы силы	1	1
310	но даже	1	1
311	меньшей степени	4	1
312	на другом	1	1
313	которые он	1	1
314	стоят на	1	1
315	он был	1	1
316	знает такого	1	1
317	мы читаем	1	1
318	этот пример	1	1
319	время в	1	1
320	некоторые другие	1	1
321	иногда происходит	1	1
322	но как	1	1
323	в сторону	1	1
324	перед необходимостью	1	1
325	иногда и	1	1
326	друга и	1	1
327	или иное	1	1
328	между словом	2	1
329	из комнаты	1	1
330	в истории	3	1
331	с процессами	1	1
332	изучения и	1	1
333	из уст	1	1
334	стороны и	1	1
335	что как	1	1
336	очень трудно	1	1
337	словом в	4	1
338	он часто	1	1
339	в противном	1	1
340	нем он	1	1
341	целый ряд	1	1
342	и к	5	1
343	смерти в	1	1
344	в этот	1	1
345	то в	2	1
346	них как	2	1
347	еще на	1	1
348	в которой	4	1
349	и у	2	1
350	у наиболее	1	1
351	эти типы	1	1
352	бы не	1	1
353	из этих	3	1
354	но он	2	1
355	от необходимости	1	1
356	так сказать	5	1
357	от которого	1	1
358	они в	2	1
359	он пользуется	3	1
360	какой бы	1	1
361	мы говорили	1	1
362	или иных	1	1
363	целиком во	1	1
364	с такими	1	1
365	в основу	1	1
366	значительной степени	1	1
367	пытается их	1	1
368	могла бы	1	1
369	на всю	3	1
370	связанных с	4	1
371	них не	1	1
372	и определить	1	1
373	на ту	2	1
374	того или	2	1
375	подходит к	1	1
376	ответственность за	2	1
377	действительности в	1	1
378	но их	1	1
379	чаще всего	1	1
380	в жизни	1	1
381	вводит в	1	1
382	в них	6	1
383	исходили из	1	1
384	этого не	1	1
385	и вся	1	1
386	и уже	1	1
387	никаких других	1	1
388	другие жанры	1	1
389	чем в	1	1
390	и некоторые	1	1
391	образом может	1	1
392	не значит	1	1
393	в эту	2	1
394	в понимании	3	1
395	в своей	7	1
396	о социальном	1	1
397	наших дней	1	1
398	автор говорит	1	1
399	в которых	1	1
400	не исчерпывается	2	1
401	от его	3	1
402	для всякого	1	1
403	быта и	1	1
404	одном из	1	1
405	из области	1	1
406	свет на	1	1
407	друг другу	2	1
408	войти в	2	1
409	быть не	1	1
410	ничего нового	2	1
411	условия и	1	1
412	тому что	2	1
413	себя от	2	1
414	в отношении	6	1
415	и развивается	1	1
416	она не	3	1
417	с теми	1	1
418	эта форма	3	1
419	ее с	1	1
420	в самых	2	1
421	того чтобы	1	1
422	и культурной	1	1
423	при всем	3	1
424	вне его	2	1
425	с одним	1	1
426	явление в	2	1
427	глава ii	1	1
428	к концу	1	1
429	на себе	1	1
430	все явления	1	1
431	можно рассматривать	1	1
432	кроме того	4	1
433	входят в	1	1
434	здесь возможны	1	1
435	в каком	1	1
436	ему не	2	1
437	у нас	2	1
438	известной степени	4	1
439	такая точка	1	1
440	взглянуть на	1	1
441	оно не	6	1
442	речи эта	1	1
443	др а	1	1
444	и это	1	1
445	но по	2	1
446	этого целого	1	1
447	в виду	1	1
448	велика в	1	1
449	исследования и	1	1
450	можно дать	1	1
451	нет никакой	1	1
452	в себя	1	1
453	зрения не	2	1
454	словом и	3	1
455	на том	2	1
456	поэтому мы	1	1
457	здесь как	1	1
458	оно все	1	1
459	иногда в	2	1
460	этим в	1	1
461	стороне от	1	1
462	образом в	3	1
463	но здесь	3	1
464	именно эти	1	1
465	все дело	1	1
466	дальнейшего развития	1	1
467	сводится к	1	1
468	именно потому	1	1
469	своей книге	1	1
470	а также	2	1
471	так оно	1	1
472	в самой	1	1
473	явления уже	1	1
474	может не	8	1
475	в значительной	1	1
476	на данном	1	1
477	однако с	1	1
478	в языке	5	1
479	строится на	1	1
480	в другой	2	1
481	с силами	1	1
482	из видов	1	1
483	уходит в	1	1
484	как из	1	1
485	но с	1	1
486	такая же	2	1
487	и так	1	1
488	в самое	1	1
489	или же	1	1
490	и ее	3	1
491	не мешает	1	1
492	какой степени	1	1
493	на своем	5	1
494	пользуется этой	1	1
495	до наших	1	1
496	же и	2	1
497	с живыми	1	1
498	он их	2	1
499	не пытается	2	1
500	только на	2	1
501	и они	1	1
502	поэтому его	1	1
503	от других	2	1
504	не из	2	1
505	слова может	1	1
506	мышления и	1	1
507	примеров из	1	1
508	быть заменены	1	1
509	слова в	8	1
510	и со	1	1
511	здесь перед	1	1
512	т п	23	1
513	у нее	1	1
514	с этими	2	1
515	друг друга	3	1
516	как его	5	1
517	но что	1	1
518	у него	3	1
519	каждый из	1	1
520	этом отношении	1	1
521	мы берем	1	1
522	для того	2	1
523	но она	1	1
524	момент в	1	1
525	другие более	1	1
526	же деле	1	1
527	глава i	1	1
528	исходят из	1	1
529	их от	1	1
530	он непосредственно	1	1
531	которых мы	1	1
532	до известной	2	1
533	чем он	2	1
534	же о	1	1
535	что для	1	1
536	точке зрения	2	1
537	только по	1	1
538	самом же	1	1
539	не было	3	1
540	быть только	2	1
541	ничем не	1	1
542	нем и	3	1
543	жанры на	1	1
544	состоит из	1	1
545	его по	1	1
546	и требования	1	1
547	основные типы	1	1
548	может иметь	1	1
549	и становятся	1	1
550	на который	1	1
551	своей социальной	1	1
552	наталкивается на	1	1
553	как одно	1	1
554	в иных	1	1
555	книге о	1	1
556	ничего нет	1	1
557	и беспрестанно	1	1
558	не существенно	1	1
559	такого рода	2	1
560	в особый	2	1
561	или иного	2	1
562	когда она	1	1
563	да и	1	1
564	где не	1	1
565	бы его	2	1
566	иногда даже	1	1
567	и более	1	1
568	в изучении	1	1
569	в это	1	1
570	этого слова	1	1
571	на пути	1	1
572	этом случае	2	1
573	принципиально иначе	1	1
574	нет ничего	1	1
575	одно без	2	1
576	в один	1	1
577	очень велика	1	1
578	тому или	1	1
579	с большой	1	1
580	на одной	1	1
581	в более	1	1
582	ни с	1	1
583	словом мы	1	1
584	и другими	1	1
585	в результате	3	1
586	формах и	3	1
587	которая в	1	1
588	хотя и	2	1
589	совершенно иное	1	1
590	и все	4	1
591	это может	1	1
592	у них	2	1
593	как явление	1	1
594	в большей	3	1
595	пришлось бы	1	1
596	тех или	1	1
597	лежит в	4	1
598	в системе	1	1
599	всегда есть	1	1
600	он видит	1	1
601	несмотря на	1	1
602	только как	1	1
603	совершенно не	2	1
604	равно как	1	1
605	первом случае	2	1
606	формы его	1	1
607	эти слова	2	1
608	таким же	1	1
609	и строит	1	1
610	во всяком	7	1
611	этого и	1	1
