N	3gram	Ircho_Kome_2	Psycholo
1	в том что	5	17
2	для того чтобы	4	13
3	в самом деле	1	11
4	с точки зрения	1	10
5	и т п	2	8
6	не может быть	1	8
7	до сих пор	2	5
8	том случае если	1	4
9	можно было бы	2	4
10	в том случае	1	4
11	тем не менее	1	4
12	о том что	4	4
13	и в самом	1	4
14	только в том	1	4
15	точно так же	1	3
16	в то время	3	3
17	само по себе	1	3
18	таким образом и	1	3
19	что и в	2	3
20	представление о том	1	2
21	что он не	1	2
22	то время как	2	2
23	действующих лиц и	1	2
24	по сравнению с	1	2
25	бы то ни	2	2
26	во всяком случае	2	2
27	в этой области	1	2
28	и в том	1	2
29	то же время	3	2
30	в свою очередь	1	2
31	того или иного	1	2
32	с другой стороны	1	2
33	в то же	3	2
34	к тому что	2	2
35	только потому что	2	2
36	не в состоянии	1	1
37	тех пор пока	1	1
38	само собой разумеется	1	1
39	в чем же	1	1
40	потому что в	1	1
41	тому что и	1	1
42	в этом смысле	2	1
43	никак не может	1	1
44	имеет в виду	1	1
45	не менее важно	1	1
46	в отличие от	2	1
47	но и в	1	1
48	и та же	1	1
49	не было бы	1	1
50	мы находим в	1	1
51	представление о его	1	1
52	и во всех	1	1
53	основе его лежит	1	1
54	за то что	4	1
55	может быть даже	1	1
56	согласии с этим	1	1
57	вместе с тем	4	1
58	но в их	1	1
59	же что и	1	1
60	то ни было	2	1
61	едва ли не	5	1
62	того чтобы дать	1	1
63	в основе его	1	1
64	с одной стороны	2	1
65	должна была бы	1	1
66	не более чем	2	1
67	как будто бы	1	1
68	имеем дело с	1	1
69	благодаря тому что	1	1
70	в связи с	3	1
71	одна и та	1	1
72	с этой целью	2	1
73	вместо того чтобы	1	1
74	друг с другом	2	1
75	в достаточной степени	1	1
76	более или менее	1	1
77	мы убеждаемся в	1	1
78	то обстоятельство что	1	1
79	мы имели бы	1	1
80	связи с этим	1	1
81	они и в	1	1
82	до самого конца	1	1
83	к выводу что	1	1
84	с самого начала	1	1
85	до тех пор	3	1
86	друг от друга	1	1
87	с другом и	1	1
88	после того как	2	1
89	и не имеет	1	1
90	в первом случае	1	1
91	служит средством для	1	1
92	у того же	2	1
93	ясно что это	1	1
94	так как он	1	1
95	их образы в	1	1
