N	3gram	Bakhtin_Fr_7	DiskursI
1	в том что	3	13
2	по отношению к	2	9
3	тогда как в	1	5
4	о том что	1	5
5	то же время	9	4
6	к тому же	1	4
7	это прежде всего	2	3
8	в свою очередь	3	3
9	в то же	9	3
10	по своей природе	1	2
11	можно определить как	1	2
12	в том числе	4	2
13	то же самое	1	2
14	том числе и	2	2
15	в значительной степени	2	2
16	в данном случае	1	2
17	не только в	1	2
18	хотя и в	1	2
19	более или менее	2	2
20	то есть в	4	2
21	в силу своей	1	2
22	здесь как и	1	1
23	и может быть	1	1
24	прежде всего в	4	1
25	дело в том	2	1
26	на самом деле	1	1
27	в этом смысле	1	1
28	свидетельствует о том	1	1
29	приходит на смену	1	1
30	о том как	2	1
31	с точки зрения	3	1
32	из них в	1	1
33	как и все	1	1
34	в едином но	1	1
35	сам по себе	1	1
36	людей своего времени	1	1
37	том или ином	1	1
38	же время они	1	1
39	как мы видели	4	1
40	литературы нового времени	1	1
41	содержит в себе	1	1
42	дело не с	1	1
43	и в том	1	1
44	и в литературу	1	1
45	еще не было	1	1
46	картина мира в	1	1
47	в связи с	1	1
48	во всяком случае	1	1
49	в свое время	2	1
50	до наших дней	1	1
51	его точка зрения	1	1
52	в этом отношении	2	1
53	так например в	1	1
54	так и в	3	1
55	это и есть	1	1
56	с самого начала	1	1
57	же время и	1	1
58	и иерархическое место	1	1
59	по аналогии с	1	1
60	в другом случае	1	1
61	в том и	1	1
62	и прежде всего	1	1
63	том и в	1	1
64	в большинстве случаев	2	1
65	как и в	2	1
66	в том или	1	1
67	и по своему	1	1
68	и в другом	1	1
