N	3gram	Losev_Dial_2	Problema
1	и т д	15	13
2	тем не менее	2	10
3	в том что	6	9
4	вовсе не есть	2	8
5	сама по себе	7	8
6	той или иной	1	8
7	то же самое	2	7
8	и то что	1	7
9	в связи с	4	7
10	в данном случае	2	7
11	сам по себе	3	6
12	сами по себе	3	6
13	во всяком случае	2	6
14	и в этом	1	6
15	по крайней мере	9	5
16	с другой стороны	4	5
17	не может быть	3	5
18	что иное как	3	4
19	потому что он	2	4
20	но даже и	1	4
21	т д и	2	4
22	имеется в виду	2	4
23	в таком случае	3	4
24	есть не что	2	4
25	ни в каком	3	4
26	бы то ни	1	4
27	на самом же	1	4
28	или по крайней	2	4
29	в то же	3	4
30	это вовсе не	2	4
31	то время как	3	4
32	и то же	4	4
33	самом же деле	1	4
34	той или другой	3	4
35	д и т	2	4
36	не что иное	3	4
37	в то время	3	4
38	он не есть	1	4
39	взятые сами по	1	4
40	того или другого	1	3
41	того или иного	1	3
42	точно так же	1	3
43	может быть даже	1	3
44	может быть и	3	3
45	одно и то	4	3
46	что это за	2	3
47	содержит в себе	3	3
48	в конце концов	1	3
49	как будто бы	3	3
50	не есть ни	6	3
51	с первого взгляда	2	3
52	когда мы говорим	1	3
53	том смысле что	3	3
54	заключается в том	1	3
55	само по себе	2	3
56	та или иная	2	3
57	это и не	1	3
58	мы должны сказать	1	3
59	а не просто	1	3
60	о том что	4	3
61	в том смысле	4	3
62	что и в	1	3
63	по себе а	1	3
64	что он есть	1	2
65	в той или	2	2
66	только потому что	1	2
67	то это значит	1	2
68	о том как	1	2
69	да и то	1	2
70	же как и	1	2
71	с точки зрения	8	2
72	мы находим в	1	2
73	до сих пор	2	2
74	дело вовсе не	1	2
75	совершенно нет никакого	1	2
76	но и в	1	2
77	мы говорим о	1	2
78	бы она ни	1	2
79	то или иное	4	2
80	и в частности	2	2
81	не только в	2	2
82	на первый взгляд	1	2
83	по сравнению с	1	2
84	и как бы	1	2
85	все же есть	1	2
86	в каком случае	2	2
87	потому что они	2	2
88	то же и	1	2
89	только то что	4	2
90	по себе как	1	2
91	вовсе не в	3	2
92	на самом деле	1	2
93	это значит что	8	2
94	можно сказать что	3	2
95	не значит что	3	2
96	дело не в	1	2
97	не есть просто	1	2
98	и может быть	3	1
99	но это конечно	1	1
100	крайней мере в	2	1
101	и говорить о	2	1
102	нет ничего странного	1	1
103	то это вовсе	1	1
104	по себе не	3	1
105	от всего прочего	1	1
106	ничем не отличаются	1	1
107	если мы говорим	1	1
108	по одному тому	1	1
109	в виду не	1	1
110	то ни стало	1	1
111	иметь в виду	2	1
112	с чем не	1	1
113	только аллегория но	1	1
114	мы начинаем говорить	1	1
115	это было бы	1	1
116	более или менее	2	1
117	как мы это	2	1
118	во что бы	1	1
119	тут не может	1	1
120	и не делать	1	1
121	следовательно в каком-то	1	1
122	есть прежде всего	1	1
123	в том и	1	1
124	том что он	1	1
125	уже не в	1	1
126	есть уже миф	1	1
127	не как-нибудь иначе	1	1
128	и не только	5	1
129	гуще исторического процесса	1	1
130	принять во внимание	3	1
131	в старое время	1	1
132	и то и	1	1
133	они вовсе не	1	1
134	говорить о том	1	1
135	жизни и только	1	1
136	по себе и	1	1
137	вовсе не значит	1	1
138	всякому ясно что	1	1
139	того и другого	1	1
140	что не только	1	1
141	из них и	1	1
142	миф не есть	19	1
143	но это не	2	1
144	одному тому что	1	1
145	не просто в	1	1
146	находим например у	1	1
147	то и другое	1	1
148	не есть только	3	1
149	же в таком	1	1
150	что бы то	1	1
151	и после этого	1	1
152	мы только и	1	1
153	и отличается от	1	1
154	сих пор мы	1	1
155	и не очень	1	1
156	с одной стороны	1	1
157	если принять во	2	1
158	и все его	1	1
159	образ может быть	1	1
160	как раз только	1	1
161	так как они	1	1
162	мы находим например	1	1
163	в определенном направлении	1	1
164	но при этом	1	1
165	содержащий в себе	1	1
166	и в этой	1	1
167	как и вообще	1	1
168	так или иначе	2	1
169	все же не	1	1
170	в один образ	1	1
171	это не значит	2	1
172	в нем не	1	1
173	него же самого	1	1
174	так же и	1	1
175	только в очень	1	1
176	тех или других	2	1
177	так же как	1	1
178	потому что здесь	1	1
179	бросается в глаза	1	1
180	сливаются в одно	1	1
181	есть не просто	2	1
182	нет никакой возможности	1	1
183	т д все	1	1
184	нельзя сказать что	2	1
185	крайней мере не	1	1
186	от того что	2	1
187	же и в	1	1
188	то что мы	1	1
189	и что такое	1	1
190	сказать и о	1	1
191	это и есть	1	1
192	об этом мы	1	1
193	к выводу что	1	1
194	равно как и	1	1
195	так что оно	1	1
196	во внимание их	1	1
197	и поэтический образ	2	1
198	что в нем	2	1
199	ни с чем	1	1
200	как бы ни	2	1
201	сказать что здесь	1	1
202	и когда мы	1	1
203	а потому что	1	1
204	в самом деле	3	1
205	речь идет о	1	1
206	не менее в	1	1
207	ту или иную	1	1
208	в широчайшем смысле	1	1
209	но что же	1	1
210	уже сама по	1	1
211	которые могут быть	1	1
212	и в литературе	1	1
213	это не мешает	1	1
214	каком случае не	1	1
215	мы только что	1	1
216	то в чем	1	1
217	к тому что	1	1
218	лиц и событий	1	1
219	ни на какие	1	1
220	начинаем говорить о	1	1
221	нечего и говорить	1	1
222	может быть в	3	1
223	т д в	1	1
224	к тому же	1	1
225	не содержащий в	1	1
226	не нуждается в	3	1
227	как и та	1	1
228	только тогда когда	4	1
229	д все это	1	1
