N	2gram	Nazirov_Tv_2	Problemy
1	и не	9	31
2	и в	20	29
3	в его	10	24
4	может быть	8	24
5	в этом	8	22
6	а не	6	22
7	в нем	3	19
8	как бы	11	19
9	для него	3	18
10	у достоевского	30	16
11	не только	13	15
12	то что	3	15
13	то же	7	14
14	и его	9	14
15	рядом с	2	14
16	но и	8	14
17	в пределах	1	13
18	уже не	3	13
19	достоевского в	9	12
20	роман достоевского	3	12
21	точка зрения	2	12
22	мир достоевского	1	12
23	достоевского не	8	12
24	таким образом	10	12
25	как и	6	12
26	романа достоевского	5	12
27	не может	7	12
28	в самом	3	10
29	из подполья	6	10
30	в то	10	10
31	только в	2	10
32	в одном	2	10
33	героя и	2	10
34	все эти	4	9
35	с его	1	9
36	все же	5	9
37	достоевского как	8	9
38	это не	7	9
39	если бы	4	9
40	себе самом	1	9
41	же время	7	9
42	о нем	1	9
43	идеи в	2	9
44	но не	5	9
45	в романе	15	9
46	по отношению	3	8
47	что в	7	8
48	по себе	1	8
49	в каждом	1	8
50	творчества достоевского	1	8
51	в том	8	8
52	что он	6	8
53	потому что	7	8
54	романов достоевского	5	8
55	в своей	6	8
56	отношению к	3	8
57	и на	5	7
58	и как	1	7
59	но в	4	7
60	в себе	3	7
61	входит в	1	7
62	с другими	2	7
63	достоевского и	2	7
64	том что	4	7
65	не в	4	7
66	вовсе не	2	7
67	она не	1	7
68	так и	6	7
69	мире достоевского	3	7
70	романе достоевского	6	7
71	прежде всего	8	7
72	в романах	13	7
73	о достоевском	2	7
74	а в	4	7
75	одним из	3	6
76	самом деле	2	6
77	изображения и	1	6
78	так же	5	6
79	менее всего	1	6
80	произведений достоевского	1	6
81	в одной	3	6
82	как в	4	6
83	сливается с	1	6
84	в целом	6	6
85	что она	4	6
86	в мире	5	6
87	его в	3	6
88	несмотря на	1	6
89	достоевского но	3	6
90	точку зрения	2	6
91	могут быть	2	6
92	его героев	1	6
93	самого достоевского	2	6
94	на мир	1	6
95	достоевский в	7	6
96	был бы	1	6
97	в конце	6	6
98	так как	3	6
99	как раз	1	6
100	и потому	4	6
101	не могут	1	6
102	все это	6	6
103	это и	1	5
104	той же	1	5
105	же что	1	5
106	у него	6	5
107	с их	1	5
108	романах достоевского	13	5
109	перед нами	1	5
110	творчество достоевского	4	5
111	он не	3	5
112	в плане	3	5
113	сознаний в	1	5
114	было бы	1	5
115	авторского сознания	2	5
116	автора и	1	5
117	построения романа	1	5
118	мысли и	1	5
119	героя а	1	5
120	и это	3	5
121	и о	1	5
122	сочетается с	1	5
123	еще не	5	5
124	с ним	3	5
125	ничего не	4	5
126	между тем	3	5
