N	3gram	Bakhtin_Pr_2	OGranits
1	с точки зрения	8	5
2	не может быть	4	4
3	по отношению к	5	3
4	есть прежде всего	1	3
5	вполне понятно что	1	3
6	одно и то	2	3
7	представим себе что	1	2
8	и наконец в	1	2
9	в самом деле	4	2
10	с одной стороны	1	2
11	и то же	2	2
12	с другой стороны	3	2
13	то же слово	1	2
14	в двух разных	1	2
15	в том что	1	2
16	мы чувствуем что	2	1
17	точки зрения и	1	1
18	тот же самый	1	1
19	эта интонация в	1	1
20	в каждом слове	2	1
21	этой точки зрения	1	1
22	иметь в виду	1	1
23	а вовсе не	1	1
24	в виду что	1	1
25	более или менее	3	1
26	на самом деле	1	1
27	почему же не	2	1
28	него не может	1	1
29	то же самое	1	1
30	нам кажется что	2	1
31	и не может	4	1
32	от него не	1	1
33	в сознании и	1	1
34	в отличие от	4	1
35	одна из существеннейших	1	1
36	между тем как	1	1
37	в собственном смысле	1	1
38	можно было бы	3	1
39	почти никогда не	1	1
40	может быть и	2	1
41	в выборе и	1	1
42	слово но при	1	1
43	в узком смысле	2	1
44	данной социальной группы	1	1
45	ничего общего не	1	1
46	проблем связанных с	1	1
47	не входит в	1	1
48	между собою и	1	1
49	тем не менее	2	1
50	отношение к слову	1	1
51	и в их	1	1
52	в связи с	1	1
53	а не как	1	1
54	само по себе	1	1
55	в пределах того	1	1
56	прежде всего в	1	1
57	собственном смысле слова	1	1
58	сюда относятся все	1	1
59	не мог бы	1	1
60	смысле слова и	1	1
61	ну что же	2	1
62	в данную эпоху	1	1
63	то же время	5	1
64	но тем не	1	1
65	в каждом элементе	1	1
66	но в то	3	1
67	и эта интонация	1	1
68	на то что	2	1
69	точки зрения своего	2	1
70	в то же	5	1
71	в себя как	1	1
72	социальных оценок в	1	1
73	человека и его	2	1
74	как и в	3	1
75	общего не имеет	1	1
