N	2gram	Bakhtin_Pr_3	Analitik
1	в этом	16	18
2	не только	10	16
3	и в	34	16
4	так и	6	15
5	как и	18	14
6	своего рода	2	12
7	но и	12	12
8	и не	29	12
9	том что	3	12
10	в том	3	12
11	при этом	4	10
12	а не	9	10
13	как бы	27	10
14	в этой	1	9
15	лишь в	5	9
16	ничего не	4	9
17	в пределах	6	9
18	и даже	7	9
19	то есть	1	9
20	в целом	5	8
21	в данном	1	8
22	не случайно	1	8
23	отнюдь не	2	8
24	особенно в	2	7
25	к тому	5	7
26	о том	2	7
27	в себе	6	7
28	то что	11	7
29	в самом	8	6
30	и на	6	6
31	но в	16	6
32	в мире	4	6
33	говорить о	3	6
34	может быть	19	6
35	с другой	4	6
36	на себя	1	5
37	в сторону	2	5
38	и к	12	5
39	данном случае	1	5
40	с одной	1	5
41	говорит о	2	5
42	того же	2	4
43	между двумя	2	4
44	по преимуществу	1	4
45	в сущности	11	4
46	совпадает с	2	4
47	столь же	2	4
48	уж так	1	4
49	но не	4	4
50	по отношению	5	4
51	за пределы	2	4
52	как в	4	4
53	в своем	2	4
54	хотя и	3	4
55	в себя	1	4
56	он в	4	4
57	тому же	2	4
58	внутренней речи	4	4
59	на этом	4	4
60	то же	14	4
61	не с	2	4
62	для него	13	4
63	точки зрения	8	4
64	не в	9	4
65	в конце	5	4
66	же его	1	4
67	только не	1	4
68	него на	2	4
69	не менее	3	4
70	можно сказать	1	4
71	во всех	2	4
72	только в	6	4
73	и его	16	4
74	уже не	2	4
75	не так	1	4
76	у него	4	4
77	как раз	4	4
78	не может	19	4
79	этом случае	2	4
80	все это	16	4
81	в аспекте	1	4
82	в один	1	4
83	отношению к	6	4
84	я и	2	3
85	и то	3	3
86	в их	1	3
87	проявляется в	1	3
88	ответ на	1	3
89	в центре	1	3
90	что касается	1	3
91	на его	4	3
92	и если	2	3
93	и сам	5	3
94	подобно тому	2	3
95	главного героя	1	3
96	несмотря на	1	3
97	не мог	5	3
98	в эту	1	3
99	не столько	1	3
100	на фоне	1	3
101	тем не	2	3
102	по крайней	3	3
103	случае в	1	3
104	никогда не	8	3
105	со своим	1	3
106	сводится к	3	3
107	тем что	4	3
108	как будто	7	3
109	этом отношении	1	3
110	что на	1	3
111	ни о	1	3
112	той или	2	3
113	как мы	7	3
114	приводит к	1	3
115	можно было	1	3
116	если бы	4	3
117	того или	2	3
118	что и	5	3
119	крайней мере	3	3
120	и все	19	3
121	одной из	1	3
122	с ними	6	3
123	так что	5	3
124	я в	4	3
125	из них	5	3
126	обращает на	2	3
127	при всей	2	3
128	только на	4	3
129	или иной	2	3
130	было бы	2	3
131	с интонацией	1	3
132	тому как	2	3
133	этого слова	7	3
134	сюжета и	1	3
135	или в	1	3
136	бы в	3	3
137	прежде всего	15	3
138	а в	5	3
139	не знает	6	3
140	с самим	14	3
141	я его	1	2
142	отношения к	1	2
143	и до	1	2
144	из его	4	2
145	ведь и	3	2
146	той же	2	2
147	а как	2	2
148	я как	2	2
149	и он	2	2
150	собой в	1	2
151	еще не	4	2
152	он был	1	2
153	на основе	1	2
154	в общем	4	2
155	отличие от	2	2
156	в значительной	1	2
157	встречи с	1	2
158	знаю что	2	2
159	себе не	1	2
160	художественного мира	1	2
161	не дано	1	2
162	с их	1	2
163	диалог в	2	2
164	на то	1	2
165	вследствие этого	2	2
166	вообще не	2	2
167	он не	15	2
168	в диалоге	5	2
169	таким образом	5	2
170	значительной степени	1	2
171	а затем	1	2
172	что все	4	2
173	же не	2	2
174	и второй	1	2
175	них не	1	2
176	это было	3	2
177	на протяжении	5	2
178	этом смысле	4	2
179	по себе	3	2
180	он и	5	2
181	еще в	3	2
182	в этих	1	2
183	в своей	3	2
184	в котором	3	2
185	с точки	4	2
186	в отличие	2	2
187	стало быть	1	2
188	о себе	18	2
189	но эта	1	2
190	теми же	1	2
191	речи в	2	2
192	в устах	1	2
193	для нее	1	2
194	даже в	5	2
195	она не	1	2
196	что с	3	2
197	в то	12	2
198	на котором	1	2
199	на него	7	2
200	появляется в	2	2
201	же время	12	2
202	это именно	1	2
203	так например	1	2
204	всего в	1	2
205	роль в	1	2
206	с ее	3	2
207	обращаясь к	2	2
208	голосов в	3	2
209	что меня	1	2
210	те же	2	2
211	того и	1	2
212	другого и	1	2
213	нас к	1	2
214	с ним	8	2
215	что в	7	2
216	в произведении	1	2
217	о своей	2	2
218	никак не	1	2
219	его в	4	2
220	и во	3	2
221	между тем	3	2
222	в его	22	2
223	или напротив	1	2
224	не знаю	2	2
225	того что	5	2
226	один из	2	2
227	себя в	1	2
228	для всех	1	2
229	а то	1	2
230	и их	1	2
231	ведь это	1	2
232	в одном	5	2
233	вовсе не	11	2
234	не о	4	2
235	не оказывается	1	2
236	своего собственного	3	2
237	может ли	1	2
238	на этот	1	2
239	одну из	1	2
240	о чем	2	2
241	и слово	8	2
242	должна была	2	2
243	вступает в	2	2
244	один голос	1	2
245	вместе с	4	2
246	так же	8	2
247	к его	1	2
248	к своему	5	2
249	в столь	1	2
250	в ответ	1	2
251	ты не	1	2
252	и для	8	2
253	еще одна	1	2
254	внимание на	1	2
255	еще более	2	2
256	и мне	1	2
257	сказать что	2	2
258	другой стороны	3	2
259	и внутренне	2	2
260	т е	12	2
261	об этих	1	2
262	а между	3	1
263	ко всем	1	1
264	и т	8	1
265	также и	1	1
266	зависимость от	2	1
267	самом деле	13	1
268	идет о	1	1
269	а непосредственно	1	1
270	здесь и	2	1
271	в первом	1	1
272	к другому	20	1
273	можно лишь	2	1
274	и больше	1	1
275	по его	1	1
276	мы уже	6	1
277	со всех	1	1
278	бы уже	3	1
279	говорит сам	1	1
280	на первом	1	1
281	что никто	1	1
282	почти все	2	1
283	в каждый	1	1
284	своему герою	1	1
285	я не	7	1
286	диалога в	2	1
287	слова о	4	1
288	в интонации	1	1
289	они были	1	1
290	событий и	1	1
291	но даже	1	1
292	над самим	1	1
293	всех сторон	1	1
294	и самого	1	1
295	этот голос	3	1
296	собой он	1	1
297	нам представляется	1	1
298	в чем	5	1
299	на своих	1	1
300	слово представляется	1	1
301	тем как	1	1
302	во внешнем	1	1
303	сказать и	1	1
304	совсем не	3	1
305	он вообще	1	1
306	то он	1	1
307	тех же	1	1
308	не все	1	1
309	а и	1	1
310	тут же	1	1
311	на речь	1	1
312	речи всех	1	1
313	диалоге с	2	1
314	сама по	2	1
315	один и	1	1
316	не принимает	4	1
317	нож и	1	1
318	независимо от	1	1
319	из уст	1	1
320	во вне	1	1
321	за голову	1	1
322	в полном	1	1
323	когда он	2	1
324	и наконец	5	1
325	и тот	1	1
326	его к	3	1
327	а со	1	1
328	мертвых душ	1	1
329	себе как	2	1
330	в которой	2	1
331	разве я	1	1
332	бы и	4	1
333	мне не	2	1
334	всего романа	2	1
335	бы с	2	1
336	другого как	4	1
337	все эти	4	1
338	бы не	2	1
339	чужих слов	1	1
340	которые в	2	1
341	в главе	1	1
342	раз в	2	1
343	да может	1	1
344	что даже	2	1
345	говорит не	1	1
346	и резко	1	1
347	но ведь	1	1
348	не приводит	1	1
349	как он	3	1
350	полный и	1	1
351	но на	4	1
352	так сказать	2	1
353	бы от	1	1
354	в нем	19	1
355	в статье	1	1
356	наш анализ	1	1
357	что же?	1	1
358	речи то	1	1
359	оно в	1	1
360	всех этих	2	1
361	анализа является	1	1
362	идеи и	1	1
363	к одному	3	1
364	не как	3	1
365	из виду	1	1
366	характер в	1	1
367	на жизнь	1	1
368	чтобы в	1	1
369	и по	1	1
370	его можно	1	1
371	себя чтобы	1	1
372	речь его	1	1
373	о таком	1	1
374	человека в	1	1
375	я вам	5	1
376	тут не	3	1
377	в каждом	3	1
378	что такой	1	1
379	голос но	1	1
380	об этом	1	1
381	в глубине	1	1
382	самим собой	6	1
383	времени и	1	1
384	в несколько	1	1
385	входит в	2	1
386	это не	5	1
387	ко второму	1	1
388	то все	2	1
389	каждого из	1	1
390	без внутренней	1	1
391	в жизни	2	1
392	только одно	1	1
393	душевных и	1	1
394	ни в	4	1
395	в них	2	1
396	все равно	4	1
397	далеко не	3	1
398	но лишь	1	1
399	этого не	3	1
400	со своими	1	1
401	которой он	2	1
402	такой же	3	1
403	сознанию и	1	1
404	нисколько не	2	1
405	но я	2	1
406	и при	1	1
407	почти нет	1	1
408	таким же	1	1
409	рассказа о	1	1
410	в такой	3	1
411	жизнь и	2	1
412	самого героя	3	1
413	от себя	6	1
414	что я	15	1
415	я один	1	1
416	особое место	1	1
417	ото всех	1	1
418	и эти	1	1
419	и более	1	1
420	однако в	2	1
421	том же	1	1
422	что этот	1	1
423	реплики и	2	1
424	тому что	2	1
425	раз и	3	1
426	точно и	1	1
427	взглянула на	1	1
428	даже выражение	1	1
429	меня не	4	1
430	тогда когда	1	1
431	одна из	1	1
432	которого он	3	1
433	но только	2	1
434	для всего	1	1
435	он с	4	1
436	каждый из	2	1
437	волю в	2	1
438	от чужого	3	1
439	в разных	1	1
440	именно с	1	1
441	слова как	2	1
442	его речи	1	1
443	этих двух	1	1
444	весь последующий	1	1
445	от голоса	1	1
446	как она	2	1
447	по своей	1	1
448	к диалогическому	1	1
449	это слово	5	1
450	потому что	12	1
451	связи с	1	1
452	же слова	2	1
453	внутренней жизни	2	1
454	возвращает нас	1	1
455	только с	3	1
456	и речь	2	1
457	конечно и	1	1
458	с другом	2	1
459	и несколько	1	1
460	одно и	1	1
461	которых он	2	1
462	его внутренней	4	1
463	прямо говорит	1	1
464	и заключается	1	1
465	таков же	1	1
466	которого никогда	2	1
467	его за	3	1
468	отличается от	2	1
469	бы он	4	1
470	меня тогда	1	1
471	героя из	3	1
472	он оказывается	1	1
473	отказаться от	2	1
474	его художественной	1	1
475	о них	2	1
476	в применении	1	1
477	для себя	6	1
478	образы и	1	1
479	и о	1	1
480	в виду	3	1
481	свою очередь	1	1
482	но при	1	1
483	в ее	3	1
484	самим собою	9	1
485	характер и	3	1
486	или еще	1	1
487	рассудка и	1	1
488	что может	1	1
489	с собой	1	1
490	внутреннюю речь	4	1
491	в отношении	9	1
492	здесь он	1	1
493	связан с	2	1
494	хотя как	1	1
495	речи как	1	1
496	она была	1	1
497	в диалог	2	1
498	поэтому в	1	1
499	из одного	1	1
500	и оставляет	1	1
501	о нем	2	1
502	диалога с	4	1
503	мы могли	1	1
504	в другом	8	1
505	всем протяжении	1	1
506	на вопрос	4	1
507	и что	5	1
508	что его	3	1
509	все его	2	1
510	служит для	1	1
511	а напротив	1	1
512	к нему	14	1
513	с его	6	1
514	путь к	1	1
515	ноты выше	1	1
516	ибо и	2	1
517	героя он	1	1
518	частей романа	1	1
519	даже для	1	1
520	врывается в	2	1
521	что здесь	1	1
522	сразу же	1	1
523	тот же	2	1
524	в основном	1	1
525	одного сознания	1	1
526	нуждается в	3	1
527	лишь на	2	1
528	хотя бы	5	1
529	стороннего наблюдателя	1	1
530	мне показалось	1	1
531	реагирует на	1	1
532	внутренней речью	1	1
533	деле не	1	1
534	одних и	1	1
535	между этими	1	1
536	и ее	2	1
537	в уста	1	1
538	делает его	1	1
539	все они	1	1
540	человека с	3	1
541	голосом и	1	1
542	же и	2	1
543	на всем	1	1
544	собственный голос	3	1
545	уже в	3	1
546	героя с	1	1
547	же явления	1	1
548	в начале	4	1
549	этого процесса	1	1
550	его и	3	1
551	за ним	2	1
552	этот раз	1	1
553	сам не	3	1
554	проникает в	1	1
555	тона на	1	1
556	изображается в	1	1
557	слова в	7	1
558	его речь	1	1
559	так как	4	1
560	себе и	5	1
561	как его	2	1
562	на меня	4	1
563	его внутренний	3	1
564	не понимал	1	1
565	другой и	1	1
566	к самому	3	1
567	в голосе	5	1
568	и речи	1	1
569	самом его	1	1
570	мы это	1	1
571	и точно	1	1
572	и пошла	1	1
573	с другим	11	1
574	который не	1	1
575	пределы как	1	1
576	с оглядкой	3	1
577	в свою	1	1
578	еще и	1	1
579	другого что	1	1
580	другим он	1	1
581	себя и	8	1
582	обратиться к	1	1
583	его из	1	1
584	у меня	6	1
585	более того	2	1
586	в рассказе	1	1
587	есть лишь	1	1
588	же точно	1	1
589	было для	1	1
590	а так	2	1
591	возвращает его	1	1
592	или с	1	1
593	другой голос	1	1
594	если не	3	1
595	было в	2	1
596	материал для	1	1
597	но оно	1	1
598	эти слова	3	1
599	себя за	2	1
600	и потому	2	1
601	весь его	2	1
602	и тех	1	1
603	с каким-то	2	1
604	установкой на	3	1
605	власти над	1	1
606	самого себя	2	1
607	ко всему	1	1
608	да и	4	1
609	друг с	2	1
610	я с	1	1
611	принять и	1	1
612	и там	1	1
613	что же	8	1
614	с этой	2	1
615	слова и	10	1
616	еще раз	1	1
617	будет и	1	1
618	человека который	1	1
619	что сознание	1	1
620	на которой	1	1
621	только для	1	1
622	внимания на	1	1
623	что ли?	1	1
624	так ли	1	1
625	перед нами	1	1
626	остается в	2	1
627	к другим	2	1
628	другой как	2	1
629	не является	2	1
630	случаях когда	1	1
631	как на	2	1
632	своей собственной	1	1
633	человек и	2	1
634	себя самого	11	1
635	к чужому	4	1
636	от него	6	1
637	за исключением	1	1
638	и как	3	1
639	мы должны	5	1
640	будто бы	2	1
641	действительной жизни	1	1
642	но это	4	1
643	только что	3	1
644	своей внутренней	1	1
645	себя на	1	1
646	романа мы	1	1
647	мысли о	2	1
648	отношении к	7	1
649	е т	1	1
650	может и	1	1
651	слово в	2	1
652	в романе	1	1
653	героя и	9	1
654	с ней	1	1
655	из тех	1	1
656	обратим внимание	1	1
657	отношением к	4	1
658	раскрывается и	1	1
659	что ты	5	1
660	из этого	1	1
661	и жизнь	1	1
662	слышит и	1	1
663	чужому мнению	1	1
664	без исключения	3	1
665	героя как	1	1
666	это в	2	1
667	значение в	1	1
668	хотел застрелиться	1	1
