N	2gram	Medvedev_F_2	Psycholo
1	то что	6	44
2	и в	38	33
3	в этом	27	28
4	как бы	4	25
5	все время	6	24
6	потому что	2	24
7	для того	3	23
8	том что	2	22
9	того чтобы	3	22
10	может быть	23	22
11	что в	7	21
12	в том	11	21
13	о том	1	20
14	что он	5	20
15	и мы	1	15
16	как это	2	14
17	что это	3	13
18	таким образом	20	13
19	так же	1	13
20	и не	20	13
21	все это	3	13
22	сказать что	2	13
23	самом деле	8	12
24	в самом	16	12
25	было бы	6	12
26	к тому	4	12
27	и все	3	12
28	если мы	5	12
29	так как	4	12
30	он не	6	11
31	на то	1	10
32	если бы	5	10
33	в его	10	10
34	как она	2	10
35	не может	14	10
36	то же	6	9
37	в этой	6	9
38	по себе	7	9
39	как раз	6	9
40	в конце	2	8
41	как будто	1	8
42	для этого	2	8
43	вместе с	6	8
44	в каком	1	8
45	показать что	1	7
46	в своем	1	7
47	не только	9	7
48	в нем	13	7
49	так что	1	7
50	и только	5	7
51	до конца	2	7
52	для нас	1	7
53	и т	14	6
54	на самом	3	6
55	в сущности	4	6
56	в ней	6	6
57	что они	4	6
58	перед нами	2	6
59	все эти	6	6
60	в себе	1	6
61	точки зрения	8	6
62	но он	1	6
63	что эта	2	6
64	тому что	2	6
65	это не	2	6
66	а не	6	6
67	мы должны	1	6
68	как на	1	6
69	это и	5	5
70	полагает что	1	5
71	мы не	3	5
72	в целом	3	5
73	и на	3	5
74	с этим	5	5
75	все же	8	5
76	целый ряд	1	5
77	и как	3	5
78	как он	1	5
79	и может	3	5
80	ясно что	1	5
81	как и	9	5
82	самого начала	2	5
83	никогда не	2	5
84	и его	21	5
85	и это	2	5
86	с самого	2	5
87	и совершенно	2	5
88	мы будем	1	5
89	с ним	2	5
90	в какой	3	5
91	что для	2	5
92	вовсе не	11	5
93	связь с	1	5
94	из этого	2	5
95	и есть	1	4
96	той же	1	4
97	в которой	2	4
98	не то	3	4
99	говорит о	1	4
100	том чтобы	1	4
101	могла бы	1	4
102	не будет	2	4
103	это было	3	4
104	с тем	11	4
105	слова и	7	4
106	смысл и	2	4
107	в своей	7	4
108	знаем что	1	4
109	с точки	7	4
110	ее с	2	4
111	на него	1	4
112	а в	6	4
113	у нас	1	4
114	как мы	7	4
115	и о	2	4
116	можно было	1	4
117	о нем	1	4
118	в порядке	1	4
119	исследования и	1	4
120	не просто	2	4
121	того что	3	4
122	этот вопрос	2	4
123	только в	6	4
124	и так	1	4
125	при помощи	2	4
126	и других	2	4
127	но совершенно	2	4
128	из них	4	4
129	никто не	1	4
130	от этих	2	4
131	что не	4	4
132	смысла и	2	4
133	мы узнаем	1	4
134	рассказа как	1	4
135	совершенно не	4	4
136	жизни и	3	4
137	ее в	2	4
138	к этому	4	4
139	в таком	2	4
140	например в	3	3
141	же как	3	3
142	к своей	1	3
143	и сюжет	3	3
144	идет о	2	3
145	и до	3	3
146	и этот	1	3
147	что если	1	3
148	в первый	5	3
149	говорить о	5	3
150	то это	3	3
151	что его	1	3
152	события в	1	3
153	слова как	2	3
154	но не	2	3
155	в сторону	4	3
156	от действительности	1	3
157	сама по	1	3
158	конце концов	2	3
159	как в	4	3
160	что именно	2	3
161	вот как	4	3
162	увидим что	1	3
163	от этого	3	3
164	не можем	1	3
165	та же	2	3
166	какой бы	1	3
167	на этом	2	3
168	в основу	2	3
169	его в	3	3
170	должен был	2	3
171	ни в	2	3
172	этого слова	1	3
173	ни одной	1	3
174	далеко не	1	3
175	должно быть	2	3
176	обратимся к	1	3
177	всех этих	3	3
178	но если	1	3
179	мы в	2	3
180	т п	9	3
181	борьбу с	1	3
182	их в	2	3
183	тому чтобы	2	3
184	тем самым	2	3
185	она не	2	3
186	в то	5	3
187	в основе	5	3
188	материала в	1	3
189	и для	5	3
190	во все	1	3
191	в пределах	12	3
192	так и	8	3
193	и здесь	3	3
194	это то	1	3
195	что и	8	3
196	во всей	2	3
197	том как	1	3
198	с одной	1	3
199	конечно не	1	3
200	мы получим	1	3
201	в виде	1	3
202	был бы	1	3
203	всяком случае	5	3
204	сами по	2	3
205	не для	1	3
206	тем что	8	3
207	до сих	1	3
208	но и	13	3
209	на этот	1	3
210	здесь в	1	3
211	не было	6	3
212	одной стороны	1	3
213	в той	2	3
214	смысле этого	1	3
215	да и	1	3
216	сих пор	1	3
217	при таком	1	3
218	что оно	4	3
219	тот же	1	3
220	в своих	1	3
221	во всяком	5	3
222	сам по	3	2
223	все остальное	4	2
224	и то	2	2
225	силы и	1	2
226	между двумя	2	2
227	из его	1	2
228	все те	1	2
229	всей ее	1	2
230	только затем	1	2
231	а как	3	2
232	мы имеем	1	2
233	при анализе	2	2
234	нам в	1	2
235	так чтобы	1	2
236	и ее	6	2
237	это время	2	2
238	литературы и	4	2
239	художественный прием	1	2
240	столь же	2	2
241	заложены в	1	2
242	бы то	1	2
243	так если	1	2
244	с его	11	2
245	во всех	5	2
246	точка зрения	1	2
247	со стороны	2	2
248	оно является	1	2
249	в одной	2	2
250	в художественном	2	2
251	однако не	3	2
252	всей этой	1	2
253	нам кажется	1	2
254	в круг	1	2
255	и наконец	4	2
256	не в	15	2
257	и к	4	2
258	в действительности	1	2
259	но в	4	2
260	бы не	1	2
261	из этих	3	2
262	думать что	1	2
263	если он	1	2
264	при этом	9	2
265	т д	5	2
266	читателя в	1	2
267	тем и	2	2
268	едва ли	2	2
269	приходим к	2	2
270	он полагает	1	2
271	то чтобы	1	2
272	и чтобы	1	2
273	говорит эйхенбаум	3	2
274	в них	1	2
275	творческий акт	1	2
276	такой же	3	2
277	в такой	2	2
278	в котором	2	2
279	в их	6	2
280	место в	3	2
281	что говорит	1	2
282	вопрос о	1	2
283	бы сказать	1	2
284	даже в	2	2
285	же мы	1	2
286	надо было	1	2
287	и другое	2	2
288	не имеет	2	2
289	не по	2	2
290	и именно	1	2
291	взглянуть на	1	2
292	затем чтобы	1	2
293	же время	5	2
294	показывает нам	1	2
295	за которой	1	2
296	и является	1	2
297	во всем	1	2
298	бы по	1	2
299	только с	1	2
300	только одна	1	2
301	есть только	2	2
302	но все	3	2
303	чтобы сделать	2	2
304	лежит в	1	2
305	как только	1	2
306	перейти к	1	2
307	о них	1	2
308	к такому	1	2
309	без всякого	1	2
310	в ее	2	2
311	нет никакой	1	2
312	уже с	1	2
313	то как	1	2
314	те же	1	2
315	времени и	2	2
316	и с	9	2
317	в словах	1	2
318	ничего не	4	2
319	можно сказать	1	2
320	образом в	1	2
321	в виду	2	2
322	все дело	3	2
323	сводится к	5	2
324	понять как	1	2
325	материала и	4	2
326	что самая	1	2
327	и та	1	2
328	должно было	3	2
329	стоящей перед	1	2
330	и смысл	1	2
331	один из	2	2
332	мы увидим	1	2
333	никак нельзя	1	2
334	за ней	1	2
335	связи с	13	2
336	уже в	2	2
337	кажется что	1	2
338	мы знаем	3	2
339	этом рассказе	1	2
340	к самому	1	2
341	именно как	4	2
342	даже не	2	2
343	с другой	3	2
344	такое понимание	1	2
345	именно в	5	2
346	соединено с	1	2
347	в каких	2	2
348	фабула и	1	2
349	прежде всего	15	2
350	а на	1	2
351	ничем не	2	2
352	не на	1	2
353	в руках	1	2
354	была бы	3	2
355	материал и	3	2
356	ни на	2	2
357	совершенно в	1	2
358	в тех	2	2
359	по существу	7	2
360	для понимания	6	2
361	не является	3	2
362	сюжета и	3	2
363	и от	2	2
364	в результате	6	2
365	его не	2	2
366	показать как	1	2
367	ее и	2	2
368	этой точке	1	2
369	хотя бы	6	2
370	все они	1	2
371	слово в	2	2
372	и эта	1	2
373	другой стороны	4	2
374	в характере	2	2
375	какой мере	2	2
376	в искусстве	2	2
377	которых не	1	1
378	художественном произведении	1	1
379	от этой	1	1
380	ли можно	1	1
381	говоря о	1	1
382	еще можно	2	1
383	таком случае	1	1
384	художественного произведения	6	1
385	начинается с	1	1
386	связана с	1	1
387	то событие	1	1
388	того же	1	1
389	на деле	1	1
390	тем же	3	1
391	в первом	7	1
392	к другому	2	1
393	заключался в	1	1
394	сторону от	1	1
395	этому вопросу	1	1
396	когда это	1	1
397	к созданию	1	1
398	другим как	2	1
399	есть не	1	1
400	из всего	3	1
401	этого нет	1	1
402	и тут	1	1
403	превратилась в	1	1
404	не была	2	1
405	исследования в	2	1
406	разрешения этой	1	1
407	что иное	1	1
408	требует от	1	1
409	но даже	1	1
410	и со	1	1
411	которое в	1	1
412	и заставляет	1	1
413	себе что	1	1
414	следовательно в	1	1
415	именно эти	1	1
416	иное как	1	1
417	в сюжете	3	1
418	тристрам шенди	3	1
419	чем это	1	1
420	они должны	2	1
421	но как	2	1
422	значение и	3	1
423	если в	3	1
424	в общем	5	1
425	очевидно что	2	1
426	менее всего	3	1
427	органической связи	1	1
428	которая действительно	1	1
429	несмотря на	1	1
430	и речи	5	1
431	своих последних	1	1
432	за пределы	1	1
433	нашего сознания	1	1
434	в истории	6	1
435	что во	1	1
436	независимо от	4	1
437	общего с	1	1
438	дает нам	1	1
439	не изображает	1	1
440	как к	3	1
441	такого рода	1	1
442	нельзя было	1	1
443	и взглянуть	1	1
444	и всецело	1	1
445	критики но	1	1
446	нового и	1	1
447	к отрицанию	1	1
448	и хотя	1	1
449	в этот	1	1
450	со своей	2	1
451	так или	1	1
452	сюжет и	1	1
453	в нашем	1	1
454	или во	1	1
455	зрения композиционной	1	1
456	другим способом	1	1
457	этом фоне	1	1
458	ни одна	2	1
459	в использовании	1	1
460	мы обратимся	1	1
461	но ведь	3	1
462	не могла	1	1
463	так сказать	3	1
464	мы их	1	1
465	и положения	1	1
466	главным образом	3	1
467	в поэтике	2	1
468	своем развитии	2	1
469	исполнения и	1	1
470	он должен	1	1
471	мы везде	1	1
472	в корне	7	1
473	но спрашивается	1	1
474	и сам	1	1
475	не теряя	1	1
476	в плане	2	1
477	из него	2	1
478	его от	4	1
479	тон всему	1	1
480	эта основная	1	1
481	то ни	2	1
482	иллюстрировать в	1	1
483	как они	4	1
484	тем в	1	1
485	вывести из	1	1
486	в другом	1	1
487	что задача	1	1
488	о какой	2	1
489	тот материал	1	1
490	или просто	1	1
491	подходит к	1	1
492	от одного	2	1
493	романе главным	1	1
494	этом романе	1	1
495	этом смысле	2	1
496	уверенностью что	1	1
497	например с	1	1
498	это целое	1	1
499	это событие	1	1
500	исходили из	3	1
501	эта попытка	1	1
502	одинаково в	1	1
503	форма и	1	1
504	и некоторые	1	1
505	и еще	1	1
506	на первый	2	1
507	в эту	1	1
508	в этих	2	1
509	так поступает	1	1
510	для него	7	1
511	но что	1	1
512	и без	1	1
513	событие которое	1	1
514	не столько	4	1
515	не от	1	1
516	которые лежат	1	1
517	от его	2	1
518	является только	1	1
519	композиционной это	1	1
520	не раз	1	1
521	есть его	1	1
522	которые в	1	1
523	и более	2	1
524	не могли	2	1
525	в историко-литературных	2	1
