N	2gram	Vinokur_St_3	Myshleni
1	речи и	1	28
2	точки зрения	7	26
3	таким образом	10	26
4	в том	20	24
5	и в	25	23
6	том что	15	21
7	в целом	4	20
8	с точки	4	18
9	в этом	24	17
10	того чтобы	1	17
11	то что	12	17
12	не только	12	16
13	так же	1	16
14	того что	5	15
15	для того	2	15
16	как и	4	14
17	может быть	19	14
18	но и	9	14
19	в его	12	14
20	что в	19	14
21	с помощью	1	13
22	в развитии	2	12
23	не может	7	12
24	об отношении	1	12
25	представляет собой	1	11
26	сказать что	4	11
27	как бы	6	11
28	в отношении	2	10
29	с другой	5	10
30	прежде всего	10	10
31	и с	4	9
32	между тем	6	9
33	в качестве	4	9
34	одной стороны	3	9
35	другой стороны	5	9
36	вместе с	2	9
37	и не	10	9
38	не является	3	9
39	то же	5	8
40	заключается в	2	8
41	нас к	2	8
42	самого начала	2	8
43	с самого	2	8
44	и на	6	8
45	с одной	2	8
46	мы не	2	7
47	вопрос о	1	7
48	в самом	2	7
49	в этой	14	7
50	в другом	3	7
51	с тем	4	7
52	в то	7	7
53	и ее	2	7
54	так как	3	7
55	что он	19	7
56	в сущности	2	6
57	все это	8	6
58	к слову	2	6
59	независимо от	5	6
60	с этим	7	6
61	мышления с	1	6
62	лишь в	4	6
63	и тем	4	6
64	с этой	3	6
65	и его	3	6
66	о том	8	6
67	связь между	1	6
68	все время	2	6
69	только в	6	6
70	между этими	1	6
71	вопрос об	1	6
72	тем что	19	6
73	от того	2	6
74	именно в	1	6
75	потому что	5	6
76	собственном смысле	1	5
77	между собой	1	5
78	бы в	1	5
79	в собственном	1	5
80	и как	1	5
81	но в	5	5
82	то время	4	5
83	на то	5	5
84	он не	5	5
85	и более	3	5
86	а затем	1	5
87	если бы	4	5
88	для этого	2	5
89	по себе	1	5
90	тому что	3	5
91	по своей	1	5
92	как мы	2	5
93	связан с	3	5
94	и т.д	1	5
95	и что	3	5
96	можно сказать	4	5
97	мышления как	1	5
98	так и	5	5
99	что для	3	5
100	что мы	3	5
101	и все	1	5
102	тем более	3	5
103	из этого	4	5
104	в какой	3	5
105	в своих	8	5
106	в котором	5	4
107	время как	4	4
108	в чем	4	4
109	с его	3	4
110	но не	2	4
111	как в	6	4
112	целый ряд	1	4
113	говорит что	5	4
114	и к	4	4
115	все эти	3	4
116	что она	1	4
117	что все	3	4
118	было бы	7	4
119	ни в	5	4
120	в своей	4	4
121	не столько	2	4
122	не в	6	4
123	этом отношении	4	4
124	к тому	2	4
125	должен быть	2	4
126	для себя	1	4
127	приводит к	1	4
128	по мере	1	4
129	во всей	1	4
130	в свете	1	4
131	мы видим	4	4
132	только что	2	4
133	для всех	1	4
134	в одном	1	4
135	как раз	3	4
136	до сих	2	4
137	а с	2	4
138	этой основной	1	4
139	по существу	1	4
140	этого слова	2	4
141	сих пор	2	4
142	в результате	2	4
143	хотя бы	1	4
144	в свою	2	4
145	к этому	3	4
146	как на	6	4
147	смысле слова	1	3
148	отношения к	1	3
149	в такой	2	3
150	сам по	1	3
151	и то	1	3
152	самом деле	2	3
153	как известно	1	3
154	приходит к	1	3
155	мы и	1	3
156	из которых	4	3
157	в их	3	3
158	ответ на	5	3
159	в общем	4	3
160	в новом	2	3
161	что они	2	3
162	которые не	1	3
163	в одной	2	3
164	что именно	2	3
165	в своем	1	3
166	все же	4	3
167	еще на	1	3
168	в которой	4	3
169	что это	16	3
170	из этих	6	3
171	как он	1	3
172	всей его	1	3
