N	2gram	Potebnia_M_2	Istorich
1	и в	24	25
2	вместе с	11	22
3	что он	4	22
4	и т	6	20
5	т д	3	18
6	может быть	23	17
7	не только	15	13
8	но и	9	13
9	в его	2	12
10	так как	10	11
11	уже не	4	11
12	и не	19	11
13	в этом	8	10
14	тем что	7	10
15	все же	5	10
16	и его	2	9
17	его в	3	9
18	с другой	6	9
19	таким образом	11	9
20	еще не	4	8
21	и на	8	8
22	все эти	2	8
23	что в	16	8
24	на него	3	8
25	связи с	6	8
26	и что	4	8
27	мы видим	2	8
28	мы знаем	2	8
29	с тем	4	8
30	другой стороны	2	8
31	связь с	1	8
32	том что	8	8
33	в нем	9	7
34	как и	7	7
35	мы видели	1	7
36	во время	4	7
37	потому что	49	7
38	о том	5	7
39	и здесь	2	7
40	то что	20	7
41	только в	11	7
42	с одной	4	7
43	при помощи	1	7
44	превращается в	2	7
45	одной стороны	3	7
46	этом случае	1	7
47	но это	3	7
48	тот кто	1	7
49	знаем что	1	6
50	как в	10	6
51	в нее	4	6
52	это не	3	6
53	не может	12	6
54	в этих	3	6
55	не в	13	6
56	не совсем	3	6
57	что и	11	6
58	там где	4	6
59	прежде всего	7	6
60	могут быть	8	6
61	или в	2	6
62	в том	18	6
63	например в	3	5
64	и действительно	1	5
65	мы не	11	5
66	в ней	3	5
67	но не	12	5
68	с этим	7	5
69	что это	3	5
70	но все	2	5
71	входит в	1	5
72	не будем	1	5
73	как мы	1	5
74	связано с	2	5
75	так же	2	5
76	для нас	31	5
77	и это	2	4
78	то же	12	4
79	мы уже	1	4
80	в ее	1	4
81	от этого	1	4
82	в истории	1	4
83	его на	2	4
84	он видит	1	4
85	в которой	5	4
86	он не	1	4
87	не как	3	4
88	что все	2	4
89	с другими	5	4
90	и тем	3	4
91	не всегда	1	4
92	тем не	6	4
93	не менее	5	4
94	того как	7	4
95	в некоторых	4	4
96	что у	2	4
97	с ним	5	4
98	а именно	1	4
99	же можно	1	4
100	если не	4	4
101	все это	2	4
102	в связи	2	4
103	из себя	2	4
104	мы должны	2	4
105	также что	2	3
106	в которых	1	3
107	его не	3	3
108	или же	7	3
109	то это	3	3
110	что его	3	3
111	только после	2	3
112	если в	3	3
113	по которому	1	3
114	и как	6	3
115	его к	1	3
116	в целом	3	3
117	только один	4	3
118	их в	2	3
119	на этом	2	3
120	человека в	3	3
121	к заключению	1	3
122	с животным	1	3
123	в таких	1	3
124	в то	6	3
125	друг друга	2	3
126	но вместе	2	3
127	но эти	2	3
128	для того	5	3
129	что при	1	3
130	они стали	1	3
131	того чтобы	2	3
132	огонь и	1	3
133	в себя	2	3
134	примеров можно	1	3
135	на том	1	3
136	никогда не	4	3
137	и с	1	3
138	и вообще	3	3
139	после того	2	3
140	можно бы	2	3
141	но мы	3	3
142	к нему	1	3
143	в другой	1	3
144	что здесь	1	3
145	и др	1	3
146	никто не	1	3
147	в особенности	1	3
148	и все	3	3
149	в более	1	3
150	не знаем	2	3
151	но когда	1	3
152	а в	8	3
153	в свою	6	3
154	состоит из	1	3
155	они не	4	3
156	ту же	1	2
157	того же	14	2
158	самом деле	2	2
159	он может	1	2
160	тех же	1	2
161	по которым	1	2
162	одним из	1	2
163	а как	1	2
164	вопрос о	2	2
165	и способность	1	2
166	человека и	3	2
167	животное в	1	2
168	мы и	1	2
169	а еще	1	2
170	на них	1	2
171	во всех	7	2
172	видели что	1	2
173	только тогда	3	2
174	по отношению	2	2
175	очевидно что	3	2
176	некоторое время	2	2
177	перед нами	1	2
178	животных и	2	2
179	уже в	5	2
180	на то	5	2
181	опять не	1	2
182	связанные с	2	2
183	том чтобы	1	2
184	из него	1	2
185	и по	2	2
186	так например	3	2
187	когда уже	1	2
188	это было	2	2
189	и других	2	2
190	из нее	1	2
191	о которых	3	2
192	такой же	4	2
193	таким же	1	2
194	можно найти	1	2
195	ее в	1	2
196	прийти к	1	2
197	то его	1	2
198	от себя	2	2
199	в животном	2	2
200	выше мы	1	2
201	но он	2	2
202	по себе	15	2
203	некоторых случаях	2	2
204	по мере	5	2
205	таких случаях	1	2
206	а на	1	2
207	тогда когда	10	2
208	одна из	4	2
209	или как	1	2
210	не потому	1	2
211	наоборот в	1	2
212	должен быть	1	2
213	так в	4	2
214	и сам	1	2
215	на нее	1	2
216	здесь как	1	2
217	об этом	1	2
218	если бы	11	2
219	ничего не	1	2
220	находится в	3	2
221	приближается к	1	2
222	язык и	1	2
223	обратим внимание	1	2
224	образом в	4	2
225	можно сказать	1	2
226	все его	1	2
227	образом мы	2	2
228	от них	3	2
229	же в	5	2
230	того что	7	2
231	значит что	1	2
232	в формах	2	2
233	но так	1	2
234	том как	3	2
235	во всем	2	2
236	то в	1	2
237	именно на	1	2
238	так что	10	2
239	и они	2	2
240	на ней	3	2
241	из них	5	2
242	его и	1	2
243	превращаются в	1	2
244	на одном	1	2
245	вовсе не	9	2
246	мы можем	12	2
247	у него	2	2
248	уже и	1	2
249	и вместе	4	2
250	в других	4	2
251	со стороны	3	2
252	до сих	4	2
253	и быть	1	2
254	такое же	2	2
255	и затем	2	2
256	мы легко	2	2
257	а не	18	2
258	один из	2	2
259	что мы	11	2
260	под влиянием	8	2
261	в одно	8	2
262	что во	2	2
263	и потому	2	2
264	не знал	1	2
265	что за	2	2
266	а если	1	2
267	в течение	1	2
268	как бы	9	2
269	с этой	1	2
270	сих пор	4	2
271	но для	1	2
272	в наше	1	2
273	и для	3	2
274	формы и	1	2
275	это уже	1	2
276	сказать что	2	2
277	и при	3	2
278	находящихся в	1	2
279	к этому	2	2
280	им и	1	2
281	жизни и	1	2
282	указывают на	2	2
283	вряд ли	3	1
284	по отдельным	1	1
285	сам по	4	1
286	вне связи	1	1
287	переход от	1	1
288	которого никто	1	1
289	но тем	3	1
290	и есть	2	1
291	тем же	3	1
292	между двумя	6	1
293	нас на	2	1
294	имеем и	1	1
295	не имеют	2	1
296	должна быть	1	1
297	когда это	2	1
298	быть достигнуто	1	1
299	и могут	1	1
300	той же	3	1
301	что уже	1	1
302	на место	1	1
303	и совсем	1	1
304	место в	4	1
305	время как	4	1
306	и другая	1	1
307	из того	1	1
308	они были	1	1
309	но даже	3	1
310	для наших	1	1
311	которое в	1	1
312	и заставляет	1	1
313	же что	3	1
314	он встречается	1	1
315	быть в	1	1
316	мысль что	1	1
317	не без	1	1
318	то мы	2	1
319	его так	1	1
320	подобных случаев	1	1
321	одним словом	4	1
322	на самом	2	1
323	совсем не	2	1
324	в нос	1	1
325	но как	1	1
326	не то	2	1
327	потеряли свой	1	1
328	потом на	1	1
329	ответ на	1	1
330	должны были	1	1
331	отношение к	1	1
332	себе и	1	1
333	отличие от	1	1
334	что они	5	1
335	думать что	3	1
336	человек может	1	1
337	в одной	1	1
338	если на	2	1
339	дает нам	1	1
340	стороны и	1	1
341	как к	1	1
342	что как	1	1
343	что касается	1	1
344	а и	5	1
345	боли и	2	1
346	которые действуют	1	1
347	и наконец	1	1
348	себе не	4	1
349	но в	4	1
350	в противоположность	1	1
351	не меняются	1	1
352	так человек	1	1
353	на руку	1	1
354	сливается с	1	1
355	животных которые	1	1
356	случае они	1	1
357	вопрос почему	1	1
358	мы получаем	1	1
359	он в	1	1
360	одном случае	1	1
361	и и	1	1
362	одно время	4	1
363	что так	1	1
364	такую же	1	1
365	на нем	1	1
366	только на	1	1
367	остановиться на	1	1
368	нами в	1	1
369	и тот	2	1
370	в себе	10	1
371	этого образа	1	1
372	во многих	3	1
373	но на	2	1
374	и если	4	1
375	дальше и	1	1
376	что она	3	1
377	при этом	13	1
378	и легко	1	1
379	одно целое	4	1
380	всех этих	2	1
381	нужно не	1	1
