N	2gram	Bakhtin_sl_2	Tragedij
1	и в	39	18
2	в романе	46	10
3	в этом	16	9
4	не только	24	8
5	он сам	1	7
6	и с	9	7
7	и на	4	7
8	может быть	37	7
9	как бы	7	7
10	и не	22	7
11	но в	6	6
12	и его	33	6
13	же время	4	6
14	что он	2	6
15	у него	3	6
16	то же	4	5
17	все же	6	5
18	это не	5	5
19	как и	6	5
20	несмотря на	1	5
21	в то	4	5
22	в дальнейшем	2	5
23	так и	15	5
24	это очень	2	5
25	не может	20	5
26	еще не	7	4
27	в себе	2	4
28	в целом	1	4
29	в этой	1	4
30	в нем	19	4
31	об этом	1	4
32	том что	5	4
33	и что	1	4
34	но и	21	4
35	и даже	7	4
36	прежде всего	8	4
37	но это	3	4
38	все это	16	4
39	что в	3	4
40	и все	5	4
41	то что	2	4
42	но главное	1	3
43	в мире	1	3
44	отнюдь не	1	3
45	как в	13	3
46	в своем	6	3
47	и как	3	3
48	все эти	6	3
49	при этом	7	3
50	то есть	26	3
51	должно быть	1	3
52	с ее	2	3
53	и сам	1	3
54	мог бы	1	3
55	с ним	7	3
56	к нему	3	3
57	в его	7	3
58	один из	5	3
59	романа и	5	3
60	уже в	2	3
61	для него	7	3
62	в конце	1	3
63	как это	3	3
64	в основном	4	3
65	ивана карамазова	1	2
66	из самых	1	2
67	и до	1	2
68	и за	1	2
69	а как	1	2
70	по замыслу	2	2
71	никогда не	7	2
72	не был	2	2
73	и личность	1	2
74	с его	7	2
75	отношение к	4	2
76	отличие от	13	2
77	не просто	1	2
78	романах достоевского	1	2
79	перед нами	3	2
80	в самом	1	2
81	бы и	3	2
82	он не	2	2
83	что она	1	2
84	но все	5	2
85	его в	4	2
86	знает что	1	2
87	ни в	4	2
88	длинные и	1	2
89	в отличие	12	2
90	но эта	2	2
91	не в	9	2
92	этими двумя	1	2
93	одна из	4	2
94	в русском	1	2
95	не могут	5	2
96	и это	1	2
97	еще в	1	2
98	как у	1	2
99	ничего не	1	2
100	и здесь	2	2
101	о том	2	2
102	что и	3	2
103	даже на	3	2
104	в том	5	2
105	между этими	1	2
106	и ее	1	2
107	на всем	1	2
108	уже не	5	2
109	в виде	2	2
110	в известной	1	2
111	в одном	2	2
112	друг друга	1	2
113	тем что	1	2
114	отцах и	1	2
115	в самую	1	2
116	говорит о	1	2
117	до конца	17	2
118	в данном	2	2
119	очень важно	1	2
120	еще раз	3	2
121	в силах	1	2
122	в частности	1	2
123	только о	2	2
124	в таком	4	2
125	сохраняет свое	1	1
126	ту же	3	1
127	и т	35	1
128	одним из	2	1
129	например в	5	1
130	в сфере	2	1
131	человека и	3	1
132	и др	4	1
133	необходимо отметить	3	1
134	силы и	1	1
135	это и	2	1
136	и есть	1	1
137	проникает в	2	1
138	должна быть	3	1
139	и детях	1	1
140	и могут	1	1
141	той же	3	1
142	xvii века	2	1
143	что уже	1	1
144	роман в	3	1
145	в виду	1	1
146	подчеркнуть что	2	1
147	в ней	3	1
148	линия романа	2	1
149	литературы и	1	1
150	между собой	1	1
151	быть в	1	1
152	и служит	1	1
153	в чем	3	1
154	и немецкий	1	1
155	основном на	1	1
156	во всех	12	1
157	но не	6	1
158	добродетели в	1	1
159	но как	2	1
160	всем его	2	1
161	в быту	5	1
162	всегда стремится	1	1
163	в противовес	2	1
164	значение и	1	1
165	за пределы	2	1
166	к сожалению	1	1
167	чем же	1	1
168	в истории	11	1
169	материалом для	1	1
170	своей и	1	1
171	романа или	1	1
172	и наконец	5	1
173	для ее	1	1
174	этой идеи	1	1
175	сливается с	4	1
176	он в	1	1
177	же слова	1	1
178	как он	2	1
179	если он	1	1
180	человек не	1	1
181	вообще не	1	1
182	так сказать	6	1
183	этих романов	4	1
184	и еще	1	1
185	не значит	1	1
186	в отцах	1	1
187	и по	1	1
188	на этом	3	1
189	таким образом	8	1
190	факт что	2	1
191	в другом	2	1
192	конечно в	2	1
193	самого автора	2	1
194	на все	1	1
195	лишь в	3	1
196	это было	1	1
197	а это	1	1
198	но уже	1	1
199	в них	6	1
200	достоевского и	1	1
201	этого не	1	1
202	и вне	2	1
203	французской литературе	1	1
204	ведет к	1	1
205	на мечту	1	1
206	и прямо	2	1
207	есть такая	1	1
208	линии в	1	1
209	и при	2	1
210	в своей	1	1
211	в такой	1	1
212	наших дней	1	1
213	эта тема	1	1
214	у лермонтова	1	1
215	от силы	1	1
216	не столько	3	1
217	должны были	1	1
218	но он	2	1
219	тем не	1	1
220	речи в	1	1
221	борьбу с	2	1
222	по себе	5	1
223	она стремится	1	1
224	не менее	4	1
225	xviii века	1	1
226	она не	6	1
227	самого начала	1	1
228	на котором	2	1
229	того как	2	1
230	облекается в	1	1
231	значение этого	1	1
232	только не	1	1
233	или как	4	1
234	для постановки	1	1
235	и притом	1	1
236	к ней	2	1
237	по своей	1	1
238	для нас	5	1
239	связи с	3	1
240	но теперь	1	1
241	входят в	2	1
242	в области	2	1
243	xx века	1	1
244	к себе	1	1
245	могут быть	7	1
246	в недрах	1	1
247	и чужой	1	1
248	что оно	4	1
249	всего что	1	1
250	среди таких	1	1
251	что при	1	1
252	утверждать что	1	1
253	в применении	1	1
254	с образом	1	1
255	как мы	7	1
256	и о	1	1
257	жизни перед	1	1
258	того чтобы	2	1
259	и образ	2	1
260	людей в	1	1
261	всего этого	1	1
262	с каким	1	1
263	романе в	3	1
264	с самого	1	1
265	роль в	2	1
266	с собой	1	1
267	я слышал	1	1
268	передается и	1	1
269	дней на	1	1
270	в последней	1	1
271	на них	2	1
272	но может	1	1
273	входит и	1	1
274	и должно	1	1
275	другие и	1	1
276	но мы	2	1
277	процитированные слова	1	1
278	а также	3	1
279	мы понимаем	1	1
280	роман и	2	1
281	от него	5	1
282	второй линии	4	1
283	между тем	3	1
284	нуждается в	2	1
285	отметить что	3	1
286	в форме	2	1
287	ее содержание	1	1
288	романа в	5	1
289	нового романа	2	1
290	все время	1	1
291	развернута в	3	1
292	и она	1	1
293	х годов	2	1
294	в литературе	1	1
295	того что	1	1
296	с ними	5	1
297	только в	5	1
298	во всем	4	1
299	в обществе	1	1
300	этой линии	1	1
301	с одной	5	1
302	всегда с	1	1
303	именно на	2	1
304	первостепенное значение	1	1
305	характер ее	1	1
306	так можно	1	1
307	только на	1	1
308	дело с	4	1
309	и чисто	2	1
310	в больших	1	1
311	но самое	1	1
312	за счет	1	1
313	характерно что	1	1
314	него нет	3	1
315	одно из	1	1
316	и их	5	1
317	всяком случае	2	1
318	слова в	13	1
319	т п	33	1
320	не для	1	1
321	с этими	1	1
322	к ним	1	1
323	ту сторону	1	1
324	жизни на	1	1
325	характерны для	1	1
326	рядом с	3	1
327	как прямой	1	1
328	в особенности	3	1
329	чувствует себя	1	1
330	даже не	1	1
331	этого недостаточно	1	1
332	с другим	1	1
333	вопрос об	1	1
334	именно в	2	1
335	что не	1	1
336	не было	2	1
337	а на	1	1
338	оно сливается	1	1
339	в образах	1	1
340	а не	14	1
341	с которым	2	1
342	именно так	1	1
343	его как	2	1
344	на поиски	1	1
