N	2gram	Losev_Dial_2	Myshleni
1	то что	14	26
2	в этом	8	25
3	что он	6	25
4	потому что	14	21
5	таким образом	4	19
6	точки зрения	12	18
7	в том	14	18
8	не может	9	18
9	не только	19	16
10	и в	19	16
11	того что	6	16
12	так как	14	16
13	что в	7	16
14	том что	10	15
15	понятий и	1	15
16	так же	2	15
17	в сущности	2	13
18	сказать что	10	13
19	вопрос о	3	12
20	в области	2	12
21	и что	5	12
22	и не	30	12
23	в его	1	11
24	развития и	1	11
25	но не	6	10
26	в силу	5	10
27	было бы	3	10
28	как мы	3	10
29	только в	5	10
30	а не	16	10
31	с точки	8	9
32	может быть	20	9
33	то же	12	8
34	должно быть	7	8
35	как и	10	8
36	в основе	1	8
37	о том	5	8
38	он не	4	8
39	точка зрения	1	8
40	как это	7	8
41	мы должны	2	8
42	же как	3	7
43	того же	1	7
44	и есть	4	7
45	в нем	10	7
46	но он	4	7
47	по себе	18	7
48	приводит к	1	7
49	так и	10	7
50	если мы	2	7
51	с другом	1	7
52	друг с	1	7
53	и на	1	6
54	но в	2	6
55	в этой	3	6
56	как он	4	6
57	связанные с	1	6
58	в другом	4	6
59	но если	1	6
60	не в	8	6
61	что оно	4	6
62	своего развития	1	6
63	что все	1	6
64	и следовательно	5	6
65	мы можем	1	6
66	у него	1	6
67	но и	12	6
68	в той	3	6
69	в какой	2	6
70	к тому	2	6
71	в сфере	2	5
72	мере в	2	5
73	должна быть	5	5
74	мы и	1	5
75	что они	6	5
76	как в	2	5
77	в своем	4	5
78	в которой	2	5
79	на все	2	5
80	из нее	1	5
81	показывает что	1	5
82	тому что	2	5
83	с ним	4	5
84	что с	2	5
85	самого начала	2	5
86	в то	6	5
87	тогда когда	6	5
88	того как	2	5
89	никогда не	9	5
90	ничего не	3	5
91	этом отношении	1	5
92	с самого	2	5
93	по сравнению	1	5
94	но мы	2	5
95	можно сказать	5	5
96	заключается в	4	5
97	значит что	12	5
98	обе эти	1	5
99	тот же	1	5
100	хотя бы	4	5
101	тем что	2	5
102	сравнению с	1	5
103	как бы	14	5
104	это значит	8	5
105	только что	5	5
106	не знает	1	5
107	как известно	2	4
108	и то	7	4
109	уже по	1	4
110	что если	3	4
111	ответить на	1	4
112	время как	7	4
113	а только	3	4
114	не то	5	4
115	за пределы	4	4
116	сама по	7	4
117	в самом	5	4
118	все эти	2	4
119	с их	1	4
120	научных и	1	4
121	вообще не	1	4
122	при этом	4	4
123	подобно тому	1	4
124	и по	4	4
125	это не	10	4
126	тому чтобы	1	4
127	и другое	1	4
128	не имеет	1	4
129	в самых	1	4
130	могут быть	4	4
131	же самое	2	4
132	не есть	47	4
133	еще не	4	4
134	так что	7	4
135	и их	3	4
136	то время	4	4
137	не могут	4	4
138	с другой	5	4
139	именно в	2	4
140	к которому	1	4
141	зависит от	2	4
142	что мы	2	4
143	вместе с	2	4
144	в меру	4	4
145	тому как	1	4
146	это есть	8	4
147	в состоянии	2	4
148	с этой	1	4
149	в целом	1	4
150	мы видим	2	4
151	в результате	2	4
152	тем более	1	4
153	по самой	1	4
154	в системе	2	4
155	по одному	4	4
156	самом деле	4	3
157	это и	3	3
158	между двумя	1	3
159	мы не	1	3
160	говорить о	5	3
161	как я	2	3
162	по своему	5	3
163	он может	2	3
164	но как	5	3
165	если в	2	3
166	с этим	3	3
167	показать что	1	3
168	все же	4	3
169	и как	10	3
170	то в	1	3
171	он в	1	3
172	этого вопроса	1	3
173	на этом	2	3
174	как они	3	3
175	и может	6	3
176	влиять на	2	3
177	не умеет	2	3
178	и тем	1	3
179	с тем	2	3
180	представляет себе	1	3
181	в этих	3	3
182	в их	2	3
183	сих пор	2	3
184	и более	3	3
185	нас к	1	3
186	из которых	1	3
187	не менее	3	3
188	что эта	1	3
189	в смысле	5	3
190	но что	7	3
191	же самого	2	3
192	только не	2	3
193	больше чем	1	3
194	по своей	4	3
195	и его	5	3
196	связи с	4	3
197	то как	3	3
198	еще в	1	3
199	и с	5	3
200	из основных	1	3
201	вот почему	1	3
202	до сих	2	3
203	в чем	3	3
204	к нему	4	3
205	а потому	2	3
206	что и	5	3
207	своей природе	2	3
208	между тем	2	3
209	вопрос об	4	3
210	с одной	2	3
211	его и	1	3
212	мы знаем	1	3
213	в одном	4	3
214	а в	4	3
215	от того	4	3
216	еще и	1	3
217	говорит о	1	3
218	прежде всего	8	3
219	не на	2	3
220	в частности	2	3
221	к жизни	1	3
222	чем в	1	3
223	по существу	1	3
224	потому и	1	3
225	но это	7	3
226	одного и	1	3
227	одной стороны	1	3
228	к его	1	3
229	допустить что	1	3
230	как на	1	3
231	ее в	2	3
232	значение в	1	3
233	они не	3	3
234	не должны	1	2
235	же по	1	2
236	что эти	2	2
237	все дело	1	2
238	в зависимости	2	2
239	их и	1	2
240	совершенно в	1	2
241	есть не	7	2
242	которую мы	1	2
243	сущности это	1	2
244	я не	6	2
245	зависимости от	2	2
246	в ней	2	2
247	что оба	1	2
248	быть в	4	2
249	в различных	1	2
250	во всех	2	2
251	что я	2	2
252	мы будем	1	2
253	очевидно что	2	2
254	отличие от	1	2
255	которые не	2	2
256	его на	1	2
257	общего с	1	2
258	стороны и	1	2
259	когда он	1	2
260	и к	7	2
261	то и	1	2
262	только один	1	2
263	тому же	1	2
264	если он	1	2
265	на его	2	2
266	что она	14	2
267	свое время	1	2
268	их из	2	2
269	именно это	1	2
270	но все	2	2
271	те же	1	2
272	начала что	1	2
273	которая как	1	2
274	в жизни	2	2
275	в них	1	2
276	все равно	5	2
277	и потом	2	2
278	понятия и	1	2
279	в своей	8	2
280	в котором	1	2
281	друг другу	1	2
282	и эти	1	2
283	все это	4	2
284	их в	2	2
285	который мы	1	2
286	на всю	2	2
287	же мы	3	2
288	целиком и	1	2
289	но только	3	2
290	во всем	1	2
291	то это	2	2
292	больше того	1	2
293	и здесь	1	2
294	действуют в	1	2
295	должны быть	3	2
296	и другим	1	2
297	знает что	1	2
298	и можем	1	2
299	иной чем	1	2
300	в виду	5	2
301	но при	1	2
302	вывод что	1	2
303	в истории	2	2
304	что у	2	2
305	на нее	1	2
306	это мы	2	2
307	том как	2	2
308	начинается в	1	2
309	по мере	1	2
310	говорим о	1	2
311	и поэтому	1	2
312	и из	3	2
313	образом в	1	2
314	его в	3	2
315	тем или	2	2
316	может иметь	3	2
317	происходит в	1	2
318	к их	1	2
319	по типу	1	2
320	процессов в	1	2
321	со всеми	1	2
322	только на	1	2
323	ни одного	1	2
324	же в	2	2
325	но с	1	2
326	является не	1	2
327	из них	3	2
328	вовсе не	13	2
329	к ним	1	2
330	само по	2	2
331	как будто	7	2
332	это будет	1	2
333	и даже	14	2
334	себя и	1	2
335	только к	2	2
336	одинаковой мере	1	2
337	может ли	1	2
338	о чем	3	2
339	во внимание	3	2
340	на который	2	2
341	ни на	2	2
342	самой своей	1	2
343	и потому	5	2
344	мы говорим	3	2
345	только начинается	1	2
346	которые являются	1	2
347	и от	3	2
348	только для	1	2
349	форм и	2	2
350	об отношении	1	2
351	сознания и	5	2
352	или иным	2	2
353	совершенно иной	1	2
354	в одинаковой	1	2
355	или не	2	2
356	другой стороны	4	2
357	совершенно не	7	2
358	но этот	1	2
359	из этого	1	2
360	в свое	1	2
361	жизни и	6	2
362	без всяких	1	2
363	в своих	2	2
364	во всяком	2	2
365	все что	1	2
366	смысле слова	1	1
367	говоря о	1	1
368	также и	2	1
369	например в	2	1
370	для выяснения	1	1
371	связана с	2	1
372	в рассмотрение	1	1
373	должно стать	1	1
374	в тех	2	1
375	сам по	3	1
376	одного того	1	1
377	на самом	2	1
378	только потому	2	1
379	этого последнего	2	1
380	одной точке	1	1
381	понятие должно	1	1
382	не через	1	1
383	в какой-то	1	1
384	мы уже	8	1
385	возникающая в	1	1
386	еще на	2	1
387	для своего	1	1
388	мы имеем	3	1
389	и о	1	1
390	что уже	2	1
391	и новые	1	1
392	на эти	1	1
393	сходство что	1	1
394	но она	1	1
395	что иное	3	1
396	себе этот	1	1
397	но уже	1	1
398	и ее	1	1
399	и явлений	1	1
400	и этого	1	1
401	которые он	1	1
402	другом что	1	1
403	он был	1	1
404	по линии	2	1
405	он сам	1	1
406	иное как	3	1
407	знаем что	1	1
408	бы то	1	1
409	и значит	1	1
410	этом пункте	1	1
411	различия между	2	1
412	в ее	4	1
413	он употребляет	1	1
414	они имеют	1	1
415	в голове	2	1
416	а он	1	1
417	есть по	1	1
418	в общем	2	1
419	в наиболее	1	1
420	есть просто	3	1
421	процессов но	1	1
422	отличаются от	1	1
423	нашего сознания	1	1
424	в собственном	1	1
425	независимо от	4	1
426	это одно	1	1
427	что именно	1	1
428	чем мы	1	1
429	говорю из	1	1
430	на лбу	1	1
431	более и	2	1
432	к новому	1	1
433	все остальные	1	1
434	перед нами	2	1
435	кроме того	3	1
436	и понимания	1	1
437	более или	2	1
438	в себе	15	1
439	вопрос почему	1	1
440	что это	10	1
441	мы получаем	2	1
442	сказать о	1	1
443	чем больше	1	1
444	эти более	1	1
445	сущности и	1	1
446	другом случае	1	1
447	на то	1	1
448	но на	1	1
449	так сказать	1	1
450	к выводу	1	1
451	направлено на	1	1
452	уже сама	2	1
453	по самому	1	1
454	оно было	1	1
455	же эта	1	1
456	на примерах	1	1
457	даже чем	1	1
458	она объединяет	1	1
459	свою собственную	1	1
460	если скажем	1	1
461	не как	2	1
462	оно должно	2	1
463	можно даже	1	1
464	свою силу	1	1
465	смысле как	1	1
466	чтобы их	1	1
467	и независимо	1	1
468	одно и	4	1
469	и различия	1	1
470	сейчас только	1	1
471	на некоторых	1	1
472	от нее	1	1
473	в каждом	2	1
474	тем же	2	1
475	главным образом	1	1
476	есть все	1	1
477	об этом	3	1
478	принять во	3	1
479	разница между	2	1
480	и менее	1	1
481	обоих случаях	1	1
482	может стать	1	1
483	этом смысле	1	1
484	вопрос и	1	1
485	мог бы	1	1
486	ни в	10	1
487	и во-вторых	1	1
488	и уже	3	1
489	всегда и	1	1
490	несмотря на	2	1
491	нигде не	1	1
492	после этого	3	1
493	которые я	1	1
494	как таковой	4	1
495	нисколько не	4	1
496	же есть	2	1
497	на первый	1	1
498	этого говорят	1	1
499	как сама	2	1
500	сознания но	1	1
501	взгляд на	2	1
502	же это	4	1
503	она в	1	1
504	их значения	1	1
505	том смысле	4	1
506	или вернее	1	1
507	от его	1	1
508	в опыте	1	1
509	образом и	1	1
510	не считает	1	1
511	тем не	2	1
512	надо сказать	1	1
513	ним в	1	1
514	это вопрос	1	1
515	другие области	1	1
516	вернемся к	1	1
517	она не	8	1
518	есть нечто	8	1
519	с теми	1	1
520	в обоих	1	1
521	процессов и	1	1
522	что ему	1	1
523	дело не	2	1
524	отличается от	1	1
525	она существует	1	1
526	уже из	1	1
527	содержатся в	1	1
528	и притом	7	1
529	много общего	1	1
530	и сама	1	1
531	как его	1	1
532	в царство	2	1
533	когда они	2	1
534	иметь в	2	1
535	та которая	2	1
536	он мог	2	1
537	из него	1	1
538	присущей им	1	1
539	можно видеть	1	1
540	предполагать что	1	1
541	за время	1	1
542	уже говорили	1	1
543	и после	1	1
544	представление об	1	1
545	уже и	2	1
546	так то	1	1
547	и делает	2	1
548	что на	2	1
549	над ним	1	1
550	в каком	4	1
551	что никакое	1	1
552	мысли так	1	1
553	основе в	1	1
554	что можно	1	1
555	начиная с	1	1
556	есть только	4	1
557	слились в	1	1
558	как только	3	1
559	таков же	1	1
560	только еще	1	1
561	сейчас нас	1	1
562	раз навсегда	1	1
563	ли что	2	1
564	в одну	5	1
565	однако необходимо	1	1
566	вывод из	1	1
567	если же	1	1
568	и он	1	1
569	на тот	1	1
570	они вовсе	1	1
571	из всего	2	1
572	более не	1	1
573	с ее	2	1
574	не существует	1	1
575	следовательно в	2	1
576	не могу	6	1
577	без всякого	4	1
578	нами выше	2	1
579	мысль о	1	1
580	только то	4	1
581	всей своей	1	1
582	по способу	1	1
583	и совершенно	2	1
584	поэтому мы	1	1
585	ясно что	4	1
586	и которые	1	1
587	остается только	2	1
588	мы в	2	1
589	строго говоря	1	1
590	лежали в	1	1
591	результате всего	1	1
592	выводу что	1	1
593	есть миф	4	1
594	или только	1	1
595	к одной	1	1
596	ясным что	1	1
597	одного из	1	1
598	или на	2	1
599	на что	1	1
600	и просто	1	1
601	все его	3	1
602	может не	4	1
603	к освобождению	1	1
604	и во	1	1
605	различие в	1	1
606	нет у	1	1
607	на всех	1	1
608	общий принцип	1	1
609	в которую	1	1
610	но ничего	1	1
611	путь к	1	1
612	приводить никаких	1	1
613	являются в	1	1
614	если принять	2	1
615	здесь мыслится	1	1
616	нуждается в	3	1
617	бы она	1	1
618	и только	4	1
619	все время	3	1
620	в сферу	2	1
621	эти последние	1	1
622	известно что	1	1
623	с ними	2	1
624	нечто нейтральное	1	1
625	скажем что	1	1
626	эта общая	1	1
627	равно что	1	1
628	всяком случае	2	1
629	это слово	1	1
630	во времени	4	1
631	не происходит	1	1
632	их не	1	1
633	это же	1	1
634	один определенный	1	1
635	без этого	4	1
636	где они	1	1
637	есть в	2	1
638	уже в	4	1
639	он очень	1	1
640	себя в	2	1
641	и они	2	1
642	в расчет	1	1
643	оно в	1	1
644	в виде	2	1
645	что не	6	1
646	а это	1	1
647	этой новой	1	1
648	или даже	1	1
649	при помощи	1	1
650	только одно	2	1
651	теснейшим образом	1	1
652	представить себе	1	1
653	мы находим	3	1
654	много раз	3	1
655	в прошлом	1	1
656	в конце	2	1
657	в чем-нибудь	1	1
658	первого все	1	1
659	это было	3	1
660	как раз	5	1
661	и вместе	1	1
662	в других	1	1
663	можно прямо	1	1
664	даже то	1	1
665	были бы	1	1
666	разница в	1	1
667	чему же	1	1
668	из двух	1	1
669	не овладел	1	1
670	в максимально	1	1
671	себе а	1	1
672	что обе	1	1
673	или иной	1	1
674	даже не	1	1
675	мы это	2	1
676	с другим	1	1
677	столько сколько	2	1
678	или иначе	2	1
679	нельзя сказать	4	1
680	и тех	1	1
681	здесь в	1	1
682	мы никогда	1	1
683	не потому	6	1
684	и прежде	2	1
685	говорил что	2	1
686	как же	3	1
687	они действительно	1	1
688	одному тому	1	1
689	сознания как	1	1
690	только по	1	1
691	не было	3	1
692	или нет?	1	1
693	с которым	1	1
694	что обычно	1	1
695	там где	1	1
696	и непосредственно	1	1
697	медленно и	1	1
698	близка к	1	1
699	органа и	2	1
700	в связи	4	1
701	есть одно	1	1
702	же необходимо	1	1
703	нет никаких	1	1
704	все более	1	1
705	бы оно	1	1
706	уже о	2	1
707	а есть	1	1
708	нами как	2	1
709	в немногих	1	1
710	с первого	2	1
711	и последующие	1	1
712	в одной	4	1
713	только его	1	1
714	как центральная	1	1
715	в данном	3	1
716	что за	1	1
717	а если	1	1
718	она есть	9	1
719	но который	1	1
720	что же	2	1
721	зрения и	1	1
722	когда же	1	1
723	а потом	4	1
724	или менее	2	1
725	учения а	1	1
726	да и	6	1
727	сам не	2	1
728	эти вопросы	3	1
729	никто никогда	2	1
730	новые и	2	1
731	но для	1	1
732	или по	2	1
733	это последнее	1	1
734	чем та	1	1
735	тех или	2	1
736	только мы	1	1
737	тем и	1	1
738	наоборот в	1	1
739	боя и	1	1
740	это можно	1	1
741	мы только	2	1
742	но остается	1	1
743	это как	3	1
744	своей собственной	1	1
745	функциями но	1	1
746	и все	12	1
747	из себя	1	1
748	область где	1	1
749	или нет	3	1
750	той или	4	1
751	понятия чтобы	1	1
752	но зато	1	1
753	находим в	1	1
754	этой общей	1	1
755	хотя в	2	1
756	его значение	1	1
757	в целях	3	1
758	что этот	3	1
759	на другие	1	1
760	была бы	3	1
761	далее в	2	1
762	нам возможность	1	1
763	или иного	1	1
764	узнать что	1	1
765	оно может	1	1
766	не что	3	1
767	месте но	1	1
768	оно не	1	1
769	ли он	1	1
770	любой другой	1	1
771	с научной	1	1
772	не нуждается	4	1
773	понятия скорее	1	1
774	но эти	1	1
775	на ту	1	1
776	и это	5	1
777	того или	2	1
778	это в	1	1
779	по которому	1	1
780	вещам как	1	1
781	гораздо более	1	1
782	смысле что	3	1
