N	2gram	Bakhtin_Pr_1	StatiiOP
1	и в	38	25
2	в этом	15	24
3	в том	8	20
4	что он	2	19
5	может быть	26	19
6	тем что	2	19
7	что в	7	19
8	что это	2	16
9	том что	3	15
10	в этой	1	14
11	и пр	2	13
12	пушкина как	1	13
13	не только	9	12
14	в его	43	12
15	то что	8	12
16	в этих	2	11
17	таким образом	10	10
18	прежде всего	13	10
19	и не	42	10
20	но и	9	9
21	и т	14	8
22	все это	3	8
23	о том	4	8
24	как например	1	8
25	это было	1	8
26	в своих	2	8
27	из его	1	7
28	это не	5	7
29	было бы	8	7
30	в то	4	7
31	не может	27	7
32	точки зрения	8	7
33	место в	8	6
34	и на	3	6
35	как в	4	6
36	не в	7	6
37	между тем	7	6
38	только в	13	6
39	т п	13	6
40	в области	11	6
41	в россии	2	6
42	как бы	22	6
43	а в	6	6
44	то же	5	5
45	независимо от	13	5
46	но в	4	5
47	на то	2	5
48	он не	3	5
49	на почве	3	5
50	ни в	11	5
51	мы имеем	2	5
52	в котором	2	5
53	и это	3	5
54	так и	5	5
55	в них	5	5
56	отметить что	7	5
57	с другой	7	5
58	связано с	1	5
59	а не	5	5
60	того что	2	5
61	другой стороны	4	5
62	например в	3	4
63	в которой	1	4
64	время как	1	4
65	из которых	2	4
66	в чем	2	4
67	точка зрения	3	4
68	в общем	1	4
69	относится к	4	4
70	все же	6	4
71	не было	2	4
72	и к	3	4
73	то в	1	4
74	в целом	3	4
75	в каждом	2	4
76	лишь в	2	4
77	на протяжении	1	4
78	этом смысле	3	4
79	и тем	3	4
80	с тем	1	4
81	как и	7	4
82	а как	3	4
83	у нас	2	4
84	с точки	6	4
85	ничего не	6	4
86	этом отношении	2	4
87	отличается от	2	4
88	в ней	4	4
89	и с	17	4
90	если бы	3	4
91	можно сказать	2	4
92	а также	1	4
93	к нему	10	4
94	и др	8	4
95	в начале	2	4
96	отношение к	10	4
97	то время	1	4
98	в особенности	2	4
99	связь с	3	4
100	что здесь	1	4
101	в смысле	1	4
102	и для	11	4
103	но это	3	4
104	сказать что	4	4
105	была бы	2	4
106	в своей	7	4
107	из этого	1	4
108	это в	1	4
109	говорить о	3	3
110	подчеркнуть что	1	3
111	с его	2	3
112	в в	1	3
113	кроме того	3	3
114	в творчестве	1	3
115	что по	1	3
116	и наконец	6	3
117	все эти	5	3
118	и если	1	3
119	всех этих	1	3
120	на этом	2	3
121	от нее	1	3
122	в другом	2	3
123	нет в	1	3
124	о которых	2	3
125	несмотря на	3	3
126	в их	10	3
127	но он	1	3
128	и более	2	3
129	тому что	1	3
130	же время	3	3
131	связи с	2	3
132	и здесь	2	3
133	что все	2	3
134	и что	2	3
135	и его	16	3
136	уже не	1	3
137	для него	1	3
138	в некоторых	2	3
139	не является	3	3
140	связан с	1	3
141	к которому	4	3
142	одной стороны	3	3
143	до конца	1	3
144	с которым	1	3
145	что мы	1	3
146	его как	3	3
147	в связи	2	3
148	находит свое	2	3
149	все они	5	3
150	к этому	2	3
151	в виде	2	3
152	в какой	2	3
153	которой я	1	3
154	того времени	1	3
155	к материалу	11	2
156	самом деле	6	2
157	он может	2	2
158	такое же	1	2
159	в чисто	1	2
160	и за	1	2
161	в каждой	1	2
162	его отношение	1	2
163	во всех	11	2
164	тем как	5	2
165	то он	1	2
166	но как	2	2
167	если в	1	2
168	к слову	1	2
169	вступают в	1	2
170	не просто	1	2
171	нет и	3	2
172	большое значение	1	2
173	более и	1	2
174	им в	1	2
175	в самом	7	2
176	формы в	1	2
177	т д	1	2
178	не как	1	2
179	в плане	7	2
180	и может	1	2
181	то есть	46	2
182	которую он	1	2
183	можно найти	1	2
184	в которых	1	2
185	которые в	1	2
186	тем не	3	2
