N	2gram	Losev_Dial_2	Vladivir
1	и в	19	40
2	то что	14	28
3	не только	19	25
4	и не	30	25
5	у него	1	24
6	том что	10	18
7	в том	14	18
8	но и	12	18
9	еще и	1	18
10	также и	2	17
11	что в	7	17
12	в этом	8	16
13	в его	1	14
14	так что	7	14
15	не может	9	14
16	в виде	2	13
17	точки зрения	12	13
18	вовсе не	13	13
19	только в	5	13
20	в конце	2	12
21	даже и	1	12
22	а именно	5	12
23	сказать что	10	12
24	никогда не	9	11
25	потому что	14	11
26	таким образом	4	11
27	о том	5	11
28	не просто	12	10
29	ни в	10	10
30	тем не	2	10
31	и его	5	10
32	то это	2	10
33	не есть	47	10
34	прежде всего	8	10
35	как раз	5	10
36	и потому	5	10
37	это есть	8	10
38	и то	7	9
39	уже не	3	9
40	что это	10	9
41	в себе	15	9
42	и с	5	9
43	в своей	8	9
44	не менее	3	9
45	есть только	4	9
46	что же	2	9
47	как мы	3	8
48	в своем	4	8
49	в этой	3	8
50	он не	4	8
51	не был	1	8
52	и что	5	8
53	может быть	20	8
54	а не	16	8
55	так же	2	8
56	а только	3	7
57	и как	10	7
58	и если	4	7
59	что все	1	7
60	с тем	2	7
61	как и	10	7
62	несмотря на	2	7
63	в то	6	7
64	что и	5	7
65	того что	6	7
66	так как	14	7
67	вместе с	2	7
68	к тому	2	7
69	а в	4	7
70	в своих	2	7
71	смысле слова	1	6
72	оно есть	3	6
73	и на	1	6
74	кроме того	3	6
75	то в	1	6
76	не будет	2	6
77	с точки	8	6
78	по себе	18	6
79	иной раз	5	6
80	в смысле	5	6
81	во всем	1	6
82	и это	5	6
83	и от	3	6
84	так и	10	6
85	об этом	3	6
86	и здесь	1	6
87	почему же	1	6
88	значит что	12	6
89	и даже	14	6
90	в боге	1	6
91	да и	6	6
92	это значит	8	6
93	но это	7	6
94	хотя бы	4	6
95	мы уже	8	5
96	в ней	2	5
97	совсем не	1	5
98	тут же	4	5
99	отнюдь не	6	5
100	в истории	2	5
101	более или	2	5
102	все эти	2	5
103	тому же	1	5
104	содержит в	4	5
105	должно быть	7	5
