N	3gram	Voloshinov_1	Myslijsy
1	по отношению к	11	13
2	в том что	4	13
3	не может быть	7	9
4	тем не менее	3	6
5	и в этом	1	6
6	с другой стороны	2	5
7	но и в	1	4
8	в свою очередь	1	4
9	в этом смысле	1	4
10	а между тем	1	3
11	подобно тому как	1	3
12	что не может	2	3
13	с точки зрения	2	3
14	в противном случае	1	3
15	с одной стороны	2	3
16	сама по себе	1	3
17	то же время	1	3
18	но тем не	2	3
19	с самого начала	1	3
20	в то же	1	3
21	мы увидим что	1	3
22	все более и	1	2
23	зависит от того	2	2
24	дело в том	4	2
25	так как в	1	2
26	в том и	1	2
27	бы то ни	3	2
28	что не только	1	2
29	могут быть только	1	2
30	по крайней мере	1	2
31	более и более	1	2
32	бы они ни	1	2
33	они ни были	1	2
34	если бы не	1	2
35	как и в	1	2
36	в нашем же	1	1
37	имеет дело с	1	1
38	на самом деле	2	1
39	только там где	1	1
40	одной стороны и	2	1
41	бы даже и	1	1
42	сам по себе	1	1
43	сами по себе	1	1
44	не имеют общего	1	1
45	так относится к	1	1
46	сказать что и	1	1
47	же время не	1	1
48	не совпадает с	1	1
49	только то что	1	1
50	в этом отношении	1	1
51	до сих пор	3	1
52	связь слова с	1	1
53	можно было бы	1	1
54	и в истории	1	1
55	может быть только	1	1
56	как если бы	4	1
57	как в жизни	1	1
58	более или менее	1	1
59	то ни было	3	1
60	чтобы убедиться в	1	1
61	так же как	1	1
62	что мы имеем	1	1
63	это не так	2	1
64	и потому не	1	1
65	только в нем	1	1
66	во всяком случае	1	1
67	как одно из	1	1
68	и независимо от	1	1
69	между тем как	1	1
70	и грамматических форм	1	1
71	по себе не	1	1
72	и таким образом	1	1
73	в словах и	1	1
74	убедиться в этом	1	1
75	и степень его	1	1
76	таким образом мы	1	1
77	в то время	1	1
78	то что мы	1	1
79	вместе со словом	2	1
80	во всех языках	1	1
81	на этом основании	1	1
82	о том что	1	1
83	в нем находит	1	1
84	этой точки зрения	3	1
85	не может стать	1	1
86	но все же	1	1
87	с этой стороны	2	1
88	том что все	1	1
89	не может получить	1	1
90	для нас не	1	1
91	она не может	1	1
92	но в них	1	1
