N	3gram	Vygotskiy__3	Problemy
1	с самого начала	6	8
2	не может быть	2	6
3	по отношению к	2	5
4	во всяком случае	4	5
5	с которым он	1	5
6	в этом смысле	2	4
7	с точки зрения	1	4
8	бы то ни	1	4
9	то ни было	1	4
10	слова и его	1	3
11	в высшей степени	6	3
12	в конце концов	1	3
13	мы уже говорили	5	3
14	и в самом	1	3
15	с другой стороны	3	3
16	и к другому	1	3
17	смысле этого слова	4	2
18	подобно тому как	1	2
19	в этом случае	1	2
20	хотя бы и	1	2
21	вместе с тем	10	2
22	сама по себе	1	2
23	в отличие от	6	2
24	к тому чтобы	1	2
25	которого никогда не	1	2
26	как и все	1	2
27	уже говорили что	2	2
28	что он в	1	2
29	и в этом	2	2
30	о том что	3	2
31	так и в	2	2
32	этого слова и	1	2
33	выходит за пределы	1	2
34	той или иной	2	2
35	тем не менее	5	2
36	друг с другом	5	2
37	мы увидим что	1	2
38	как мы видели	3	2
39	самого начала все	1	1
40	и слово с	1	1
41	не в плане	1	1
42	точки зрения на	2	1
43	и другого в	1	1
44	он не мог	1	1
45	даже там где	1	1
46	на котором мы	1	1
47	и в отношении	2	1
48	какого бы то	1	1
49	самого начала в	1	1
50	до сих пор	1	1
51	отношении друг к	1	1
52	мы могли бы	7	1
53	это мы и	1	1
54	в этом отношении	3	1
55	то что в	2	1
56	того и другого	2	1
57	за то что	1	1
58	заключает в себе	2	1
59	как мы уже	2	1
60	что дело идет	1	1
61	были бы невозможны	1	1
62	благодаря этому его	1	1
63	как если бы	1	1
64	и то что	2	1
65	к тому что	1	1
66	в значительной степени	1	1
67	в данном случае	1	1
68	общения с ним	1	1
69	на этот раз	1	1
70	и все его	1	1
71	всяком случае в	1	1
72	и как бы	1	1
73	всяком случае не	1	1
74	его к тому	1	1
75	то что они	1	1
76	все более и	1	1
77	к той же	1	1
78	друг к другу	1	1
79	и в том	1	1
80	мы видели что	3	1
81	и во всяком	2	1
82	а вместе с	1	1
83	по себе как	1	1
84	раз и навсегда	1	1
85	из которых каждый	2	1
86	но тем не	1	1
87	но только в	1	1
88	с внутренней речью	1	1
89	и вместе с	2	1
90	как и в	2	1
91	в свою очередь	2	1
92	и того же	4	1
93	но все эти	1	1
94	более и более	1	1
95	и остается в	1	1
96	но и по	1	1
97	на то что	3	1
98	одного и того	4	1
99	но ни один	1	1
100	по сравнению со	1	1
101	могли бы сказать	3	1
102	для того чтобы	7	1
103	в том что	17	1
104	и у человека	1	1
105	того же слова	1	1
106	определения и все	1	1
107	что и в	5	1
108	с первого же	1	1
