N	3gram	Bakhtin_Pr_3	StatiiOP
1	в том что	3	11
2	не может быть	1	5
3	в этом смысле	1	4
4	по крайней мере	1	4
5	с точки зрения	2	4
6	в этом отношении	1	4
7	во всяком случае	1	4
8	с другой стороны	1	4
9	о том что	2	4
10	состоит в том	1	3
11	прежде всего в	1	3
12	в конце концов	1	3
13	в связи с	1	3
14	то же время	5	3
15	в то же	5	3
16	то что я	1	2
17	в эту эпоху	1	2
18	но и в	1	2
19	до сих пор	5	2
20	все более и	1	2
21	с самого начала	3	2
22	более и более	1	2
23	в предисловии к	1	2
24	тем не менее	2	2
25	можно сказать что	4	1
26	и в конце	1	1
27	и может быть	1	1
28	несколько слов о	3	1
29	под углом зрения	3	1
30	более свободной и	1	1
31	произведений которые по	1	1
32	во всей мировой	2	1
33	смысле этого термина	1	1
34	а не в	1	1
35	и той же	1	1
36	более или менее	3	1
37	и так сказать	1	1
38	в одной из	1	1
39	то же самое	1	1
40	времени и тем	1	1
41	является одним из	1	1
42	широко распространенный в	1	1
43	в собственном смысле	2	1
44	можно было бы	1	1
45	на тему об	1	1
46	на почве этого	1	1
47	об этом не	1	1
48	как бы из	1	1
49	вместе с ним	1	1
50	пушкина бориса годунова	1	1
51	в применении к	1	1
52	она проявляется в	1	1
53	на этой почве	1	1
54	к вопросу о	1	1
55	тот и другой	1	1
56	так или иначе	1	1
57	это один из	1	1
58	тем или иным	1	1
59	прежде всего образ	1	1
60	в той или	1	1
61	в этом и	1	1
62	еще подчеркнуть что	1	1
63	в стихах и	1	1
64	до наших дней	3	1
65	всей мировой литературе	2	1
66	на него как	1	1
67	в этих жанрах	1	1
68	на протяжении всего	1	1
69	и тот и	1	1
70	место в жизни	1	1
71	той или иной	1	1
72	в своих воспоминаниях	1	1
73	говоря даже и	1	1
74	в ней на	1	1
75	это вполне понятно	1	1
76	одной и той	1	1
77	атмосферу в которой	1	1
78	отношение к слову	1	1
79	отметить что в	1	1
80	которую можно назвать	1	1
81	в литературном плане	1	1
82	то есть с	2	1
