N	3gram	Vygotskiy__2	DiskursI
1	в отличие от	1	12
2	в данном случае	4	6
3	в том что	17	6
4	то же время	2	5
5	как и в	2	5
6	в этом отношении	5	4
7	в то же	2	4
8	с одной стороны	1	4
9	не может быть	8	3
10	о том что	4	3
11	и того же	1	2
12	и может быть	1	2
13	состоит в том	2	2
14	подобно тому как	2	2
15	в этом случае	1	2
16	что же касается	1	2
17	с точки зрения	10	2
18	и не может	2	2
19	заключает в себе	2	2
20	в основе своей	1	2
21	одно и то	1	2
22	и то что	2	2
23	и то же	1	2
24	не более чем	1	2
25	но при этом	1	2
26	в свое время	1	2
27	одного и того	1	2
28	том что в	2	1
29	не в состоянии	1	1
30	то что и	1	1
31	при переходе от	1	1
32	все дело в	1	1
33	потому что в	1	1
34	в самом деле	11	1
35	так и во	1	1
36	того или иного	2	1
37	и там где	1	1
38	друг от друга	1	1
39	с другой стороны	2	1
40	в искусстве не	1	1
41	бы то ни	2	1
42	приходит к выводу	1	1
43	только то что	1	1
44	того и другого	2	1
45	по аналогии с	1	1
46	на каждом шагу	1	1
47	себе действие и	1	1
48	что в них	1	1
49	а с другой	1	1
50	и в частности	1	1
51	дело не с	1	1
52	то ни было	1	1
53	как будто бы	1	1
54	не могут быть	1	1
55	а не как	1	1
56	каждый из них	2	1
57	не в том	2	1
58	во всяком случае	2	1
59	и той же	4	1
60	которая и была	1	1
61	в басне в	1	1
62	и каждый из	1	1
63	с самого начала	1	1
64	в конечном счете	3	1
65	можно сказать что	1	1
66	на всем протяжении	1	1
67	что на деле	1	1
68	одной и той	4	1
69	тем не менее	4	1
70	по крайней мере	1	1
71	читатель получает возможность	1	1
