N	2gram	Voloshinov_1	KulturaY
1	в том	6	30
2	и в	12	24
3	том что	5	21
4	что в	2	17
5	того чтобы	1	17
6	было бы	1	15
7	и пр	3	15
8	в этом	4	14
9	точки зрения	14	14
10	может быть	14	13
11	все же	4	12
12	таким образом	12	12
13	языка в	1	12
14	и не	10	12
15	в его	2	12
16	не в	4	11
17	только в	6	11
18	хотя бы	5	10
19	в самом	4	10
20	не только	4	10
21	у нас	1	10
22	вовсе не	1	10
23	самом деле	3	9
24	с точки	2	9
25	так как	9	9
26	если бы	9	9
27	о том	3	9
28	того что	3	9
29	отношению к	11	9
30	прежде всего	8	9
31	то что	5	9
32	по отношению	11	8
33	уже не	4	8
34	то же	5	8
35	а не	5	8
36	не может	16	7
37	это не	2	7
38	в них	3	7
39	не менее	3	7
40	связи с	1	7
41	в области	1	7
42	так и	4	7
43	в качестве	1	7
44	с другой	4	7
45	с помощью	6	7
46	как бы	13	7
47	вместе с	2	7
48	мы имеем	2	6
49	зависимости от	4	6
50	в ней	6	6
51	все эти	3	6
52	при этом	6	6
53	тогда когда	2	6
54	можно было	1	6
55	в какой	2	6
56	но и	3	6
57	именно в	1	6
58	все это	3	6
59	другой стороны	2	6
60	например в	1	5
61	в зависимости	2	5
62	еще не	3	5
63	но не	2	5
64	что это	1	5
65	слово это	2	5
66	и с	3	5
67	но уже	1	5
68	рядом с	1	5
69	по крайней	1	5
70	и его	13	5
71	к тому	1	5
72	в виду	5	5
73	с ним	3	5
74	и что	2	5
75	между тем	3	5
76	крайней мере	1	5
77	всяком случае	1	5
78	что не	4	5
79	в результате	1	5
80	этом отношении	1	5
81	во всяком	1	5
82	это и	1	4
83	и на	4	4
84	с его	2	4
85	что они	1	4
86	как в	5	4
87	в целом	1	4
88	в нем	6	4
89	в данном	2	4
90	и тогда	1	4
91	тем не	3	4
92	речи в	2	4
93	в науке	1	4
94	и является	4	4
95	в пределах	3	4
96	не на	1	4
97	что и	2	4
98	есть в	1	4
99	не есть	2	4
100	до сих	3	4
101	там где	2	4
102	в частности	1	4
103	и потому	2	4
104	слова и	6	4
105	сих пор	3	4
106	в этих	2	4
107	так же	3	4
108	и то	2	3
109	в котором	3	3
110	на себя	1	3
111	так называемые	1	3
112	и он	1	3
113	с большим	1	3
114	то мы	1	3
115	в общем	1	3
116	в истории	1	3
117	в своем	2	3
118	хотя и	1	3
119	когда он	3	3
120	его к	2	3
121	более или	1	3
122	что слово	2	3
123	в себе	3	3
124	не имеют	1	3
125	должна быть	5	3
126	что она	1	3
127	несмотря на	1	3
128	должно быть	1	3
129	или менее	1	3
130	только и	1	3
131	из одного	1	3
132	что оно	1	3
133	оно не	2	3
134	свою очередь	1	3
135	здесь не	3	3
136	сводится к	1	3
137	грамматических форм	1	3
138	ясно что	3	3
139	это только	1	3
140	для этого	1	3
141	по мере	1	3
142	и здесь	2	3
143	социального общения	4	3
144	можно сказать	5	3
145	нуждается в	3	3
146	этом смысле	1	3
147	мы увидим	1	3
