N	2gram	Vygotskiy__5	formyVre
1	и в	30	46
2	в этом	14	22
3	и т	7	14
4	прежде всего	4	14
5	вовсе не	3	13
6	в романе	2	13
7	человеческого тела	1	12
8	и его	6	12
9	во всех	2	11
10	не только	16	11
11	только в	5	11
12	т п	3	11
13	смерти в	2	11
14	как бы	19	10
15	то есть	13	10
16	во время	1	10
17	точки зрения	7	10
18	в том	27	10
19	но в	5	10
20	мы уже	6	9
21	не в	8	9
22	у него	3	9
23	но и	6	9
24	вместе с	12	9
25	и не	6	9
26	и для	6	9
27	то же	7	8
28	как и	6	8
29	с точки	2	8
30	для того	20	8
31	того чтобы	20	8
32	потому что	23	8
33	связи с	2	8
34	в его	4	8
35	из них	2	8
36	жизни и	6	8
37	и на	3	7
38	так сказать	1	7
39	так и	3	7
40	в них	4	7
41	может быть	11	7
42	в одном	2	7
43	то что	37	7
44	как мы	5	6
45	еще не	5	6
46	все же	7	6
47	и наконец	3	6
48	при этом	8	6
49	человека в	3	6
50	и с	2	6
51	в основе	7	6
52	никогда не	9	6
53	и во	1	6
54	так как	9	6
55	здесь в	1	6
56	все это	2	6
57	и времени	1	6
58	и все	4	6
59	но не	7	5
60	с этим	2	5
61	в своем	6	5
62	все эти	2	5
63	он не	3	5
64	в нем	7	5
65	должно быть	2	5
66	в то	2	5
67	и др	1	5
68	в частности	4	5
69	по существу	2	5
70	в смысле	1	5
71	что в	24	5
72	отношения к	2	4
73	и он	2	4
74	что они	5	4
75	как в	3	4
76	уже в	6	4
77	из этих	3	4
78	в себе	5	4
79	их в	1	4
80	том что	21	4
81	в котором	2	4
82	героев и	1	4
83	к себе	1	4
84	смерти и	1	4
85	о том	10	4
86	его жизни	1	4
87	так что	3	4
88	конечно не	1	4
89	с другом	3	4
90	и их	1	4
91	а не	8	4
92	друг с	3	4
93	с этой	2	4
94	еще более	1	4
95	же в	2	4
96	почти все	1	3
97	в виду	4	3
98	того же	2	3
99	мы еще	1	3
100	мы будем	1	3
101	точка зрения	1	3
102	для других	1	3
103	отношение к	1	3
104	нет и	1	3
105	образ смерти	1	3
106	хотя и	1	3
107	целый ряд	3	3
108	и как	7	3
109	уже не	1	3
110	та же	1	3
111	имеем в	1	3
112	т д	3	3
113	при виде	1	3
114	уже сказали	1	3
115	таким образом	20	3
116	а затем	2	3
117	в совершенно	6	3
118	на первый	2	3
119	в их	3	3
120	в которых	2	3
121	не могли	4	3
122	же самое	5	3
123	к тому	8	3
124	имеет место	3	3
125	себя и	2	3
126	и совершенно	4	3
127	в другом	3	3
128	как у	1	3
129	что и	3	3
130	того что	8	3
131	тот же	3	3
132	что он	17	3
133	дана в	1	3
134	во времени	1	3
135	все они	1	3
136	в качестве	2	3
137	на протяжении	1	3
138	за счет	1	3
139	для него	3	3
140	тем что	6	3
141	в форме	2	3
142	что на	3	3
143	и даже	2	3
144	не было	1	3
145	для романа	1	3
146	на смерть	1	3
147	о чем	4	3
148	с помощью	2	3
149	это значит	2	3
150	не является	2	3
151	тем более	1	3
152	в этих	3	3
153	а в	4	3
154	всего в	1	3
155	и другие	3	3
156	к этому	3	3
157	этого романа	1	2
158	смысле слова	1	2
159	ту же	2	2
160	и есть	5	2
161	тем же	3	2
162	и так	2	2
163	из самых	2	2
164	и до	2	2
165	мы имеем	8	2
166	для раскрытия	1	2
167	в сущности	12	2
168	роман в	1	2
169	он был	2	2
170	первый план	3	2
171	и т.п	1	2
172	совсем не	2	2
173	если в	1	2
174	вступают в	1	2
175	друг от	2	2
176	значение имеет	1	2
177	в одной	2	2
178	то в	1	2
179	и к	4	2
180	от этого	1	2
181	тон и	1	2
182	жизнь как	1	2
183	в этой	5	2
184	с одной	12	2
185	как он	2	2
186	о смерти	5	2
187	она еще	2	2
188	в корне	1	2
189	и вот	2	2
190	на земле	1	2
191	на этом	6	2
192	по себе	7	2
193	этого нового	1	2
194	далеко не	1	2
195	с тем	8	2
196	которой он	1	2
197	мы видели	1	2
198	представление о	1	2
199	жизни с	1	2
200	строго говоря	2	2
201	одном из	1	2
202	но эта	1	2
203	но он	3	2
204	бы нас	1	2
205	в той	3	2
206	в отношении	2	2
207	вплоть до	1	2
208	она не	1	2
209	на котором	1	2
210	там где	4	2
211	этом отношении	3	2
212	этих образов	1	2
213	могут быть	8	2
214	во все	1	2
215	и потому	5	2
216	и это	8	2
217	и о	3	2
218	от друга	2	2
219	чем не	2	2
220	здесь не	1	2
221	он утверждает	1	2
222	без всякого	1	2
223	и от	1	2
224	в себя	2	2
225	не мог	1	2
226	дано в	1	2
227	находится в	2	2
228	другом месте	1	2
229	и та	2	2
230	утверждает что	2	2
231	можно сказать	2	2
232	в сюжете	1	2
233	это не	3	2
234	и только	3	2
235	что здесь	3	2
236	быть и	2	2
237	один из	5	2
238	мы видим	8	2
239	и образов	1	2
240	о женитьбе	1	2
241	в поэзии	1	2
242	него и	1	2
243	сами по	2	2
244	в конце	4	2
245	каждый из	1	2
246	рядом с	5	2
247	не были	1	2
248	или иной	2	2
249	до сих	5	2
250	с другой	9	2
251	сюда же	1	2
252	именно в	6	2
253	было бы	5	2
254	романа в	1	2
255	больше и	1	2
256	в некоторых	1	2
257	их не	2	2
258	у нас	4	2
259	не знает	2	2
260	жизни но	1	2
261	до конца	2	2
262	и самый	2	2
263	если не	1	2
264	для чего	2	2
265	что все	6	2
266	в эпосе	2	2
267	не может	9	2
268	так же	13	2
269	как это	7	2
270	по своему	1	2
271	в данном	3	2
272	одной фразе	1	2
273	лежит в	1	2
274	и всех	1	2
275	этом случае	2	2
276	сих пор	5	2
277	только для	1	2
278	о его	1	2
279	здесь имеет	1	2
280	ни для	1	2
281	сила и	1	2
282	сказал что	1	2
283	в двух	5	2
284	у них	1	2
285	но это	1	2
286	между ними	2	2
287	равно как	1	2
288	жизни а	1	2
289	как на	11	2
290	во всяком	1	2
291	все что	1	2
292	конечно чрезвычайно	1	1
293	говорили о	1	1
294	к полному	1	1
295	например в	1	1
296	поэтому новые	1	1
297	и действительно	1	1
298	и то	9	1
299	на самом	2	1
300	это и	2	1
301	идет о	1	1
302	обстоит дело	3	1
303	здесь и	1	1
304	по преимуществу	2	1
305	короля и	1	1
306	две главы	1	1
307	должна быть	2	1
308	стороны мы	2	1
309	что всякий	1	1
310	а как	2	1
311	есть не	4	1
312	ему нужно	1	1
313	принадлежит только	1	1
314	для своего	1	1
315	что если	6	1
316	которую мы	2	1
317	вопрос о	3	1
318	на место	1	1
319	он как	2	1
320	роман с	1	1
321	время как	2	1
322	которые при	1	1
323	в полной	2	1
324	ни один	2	1
325	вместо того	1	1
326	из того	3	1
327	конечно и	1	1
328	так называемые	1	1
329	реальным и	1	1
330	в каждой	3	1
331	развитие романа	1	1
332	в ней	4	1
333	и говорить	1	1
334	между собой	2	1
335	взгляде на	1	1
336	в чем	1	1
337	с его	2	1
338	тем как	1	1
339	это имеет	1	1
340	в нашем	2	1
341	я был	1	1
342	самом деле	8	1
343	чумы и	1	1
344	остается все	1	1
345	истинный смысл	1	1
346	могло быть	1	1
347	с трудом	1	1
348	эта особенность	1	1
349	и никак	1	1
350	себе и	2	1
351	отличие от	2	1
352	времени то	1	1
353	форме и	1	1
354	как говорит	4	1
355	в трагедии	15	1
356	его на	2	1
357	искусстве и	3	1
358	в него	4	1
359	как вполне	1	1
360	оборот в	1	1
361	когда он	5	1
362	что по	2	1
363	наконец у	1	1
364	всех предыдущих	1	1
365	следующим образом	2	1
366	является выражением	1	1
367	чего не	1	1
368	и отчасти	1	1
369	них как	1	1
370	и этим	1	1
371	в самом	14	1
372	отношение как	1	1
373	в которой	3	1
374	чем больше	3	1
375	время чумы	1	1
376	так в	3	1
377	учение о	1	1
378	еще один	2	1
379	частности на	1	1
380	остановиться на	1	1
381	романа но	1	1
382	и тот	1	1
383	в наших	1	1
384	с чем	1	1
385	самому существу	1	1
386	по самому	2	1
387	сказать в	1	1
388	мы можем	7	1
389	является источником	1	1
390	состоит именно	1	1
391	действии и	1	1
392	и лежат	1	1
393	не как	3	1
394	образом и	2	1
395	на его	3	1
