N	3gram	Losev_Prob_4	StatiiOP
1	в том что	8	16
2	о том что	3	11
3	и т д	3	6
4	том что он	1	5
5	до сих пор	1	5
6	вместе с тем	3	5
7	для того чтобы	2	5
8	к тому что	1	5
9	дело в том	1	4
10	что он не	1	4
11	обратить внимание на	1	4
12	иметь в виду	1	3
13	и т п	1	3
14	так же как	1	3
15	с другой стороны	6	3
16	во всяком случае	4	3
17	с самого начала	1	3
18	вопрос о том	1	3
19	только потому что	1	2
20	у меня в	2	2
21	с точки зрения	11	2
22	принять во внимание	1	2
23	но все это	1	2
24	сами по себе	2	2
25	бы то ни	1	2
26	то что в	1	2
27	в это время	1	2
28	то ни было	1	2
29	если принять во	1	2
30	всяком случае не	1	2
31	не в том	1	2
32	более или менее	2	2
33	так и в	1	2
34	не только не	4	2
35	но все же	1	2
36	на то что	1	2
37	за то что	1	2
38	по этому поводу	1	2
39	в том смысле	2	2
40	в предисловии к	1	2
41	тем не менее	10	2
42	или лучше сказать	1	2
43	к тому же	2	2
44	хотя бы даже	2	1
45	между прочим и	1	1
46	не говоря уже	2	1
47	на самом деле	3	1
48	в настоящее время	1	1
49	в таком виде	1	1
50	не было этого	1	1
51	в этом смысле	3	1
52	так что в	1	1
53	или в другом	1	1
54	что же касается	1	1
55	особенно в отношении	1	1
56	сам по себе	6	1
57	однако сам же	1	1
58	в первую очередь	1	1
59	говорит о себе	1	1
60	говоря уже о	1	1
61	точно так же	3	1
62	и вообще не	1	1
63	в зависимости от	3	1
64	одно и то	1	1
65	здесь нет и	1	1
66	в чем же	1	1
67	в данном случае	5	1
68	себе отчет в	2	1
69	том смысле что	1	1
70	и он по	1	1
71	в конце концов	1	1
72	на одной из	1	1
73	имеет ничего общего	2	1
74	те или другие	1	1
75	в известном смысле	1	1
76	по сравнению с	1	1
77	и вместе с	1	1
78	на самого себя	1	1
79	романтизма и в	1	1
80	в связи с	3	1
81	друг к другу	1	1
82	и едва ли	1	1
83	нет ни одного	1	1
84	с полной убедительностью	1	1
85	а то что	2	1
86	ни в каком	5	1
87	не то что	1	1
88	каких бы то	1	1
89	уже потому что	1	1
90	по мнению автора	1	1
91	заключается в том	2	1
92	в то время	2	1
93	в том чтобы	2	1
94	в свою очередь	1	1
95	если бы пушкин	1	1
96	к выводу что	1	1
97	ничего общего с	2	1
98	совсем другое дело	1	1
99	в каком смысле	2	1
100	в то же	2	1
101	каком смысле не	2	1
102	в том числе	1	1
103	говорит что он	1	1
104	здесь вообще нет	1	1
105	дело не в	2	1
106	но именно в	1	1
107	не имеет ничего	2	1
