N	3gram	Bakhtin_Pr_3	Myshleni
1	в том что	1	21
2	с точки зрения	4	18
3	для того чтобы	1	10
4	в высшей степени	3	7
5	во всяком случае	5	6
6	не может быть	6	6
7	на то что	1	6
8	по отношению к	5	5
9	в самом деле	3	4
10	мы могли бы	1	4
11	о том что	2	4
12	в отличие от	2	3
13	как мы уже	1	3
14	в данном случае	1	3
15	лежит в основе	1	3
16	смысле этого слова	2	3
17	мы уже говорили	3	3
18	мы видели что	1	3
19	что в сущности	1	3
20	в этом отношении	1	3
21	по ту сторону	2	2
22	на самом деле	10	2
23	подобно тому как	2	2
24	в этом смысле	4	2
25	в том же	1	2
26	хотя бы и	2	2
27	что он не	1	2
28	к тому чтобы	2	2
29	с таким же	1	2
30	должны были бы	1	2
31	то что он	1	2
32	или во всяком	1	2
33	на протяжении всего	4	2
34	и в самом	3	2
35	вопрос о том	1	2
36	на всем протяжении	1	2
37	сама по себе	2	2
38	друг с другом	2	2
39	мы увидим что	2	2
40	если бы он	1	1
41	может быть с	1	1
42	друг к другу	1	1
43	в той или	2	1
44	сводится к тому	2	1
45	прежде всего как	1	1
46	где он не	2	1
47	и к тому	2	1
48	и что только	1	1
49	мы должны были	1	1
50	как и во	1	1
51	какого бы то	1	1
52	в том и	1	1
53	что это действительно	1	1
54	один и тот	1	1
55	несмотря на то	1	1
56	он не может	3	1
57	ибо как мы	1	1
58	именно потому что	2	1
59	самом деле не	1	1
60	но все это	2	1
61	до сих пор	1	1
62	как и все	2	1
63	не входит в	2	1
64	друг на друга	2	1
65	бы то ни	4	1
66	на самом же	1	1
67	оно вообще не	1	1
68	самим по себе	1	1
69	то что в	1	1
70	того и другого	1	1
71	но для этого	1	1
72	а вместе с	1	1
73	или хотя бы	1	1
74	рано или поздно	1	1
75	что все это	2	1
76	говорит он не	1	1
77	его внутренней речи	3	1
78	как если бы	1	1
79	особенно в начале	1	1
80	из которого мы	1	1
81	и то что	1	1
82	ту сторону этой	1	1
83	что оно вообще	1	1
84	ибо и в	1	1
85	из только что	1	1
86	все равно что	1	1
87	то что оно	1	1
88	там где он	2	1
89	в такой же	2	1
90	то ни было	4	1
91	не может ни	1	1
92	на этот раз	1	1
93	и тот же	1	1
94	его с одной	1	1
95	и только в	1	1
96	все без исключения	2	1
97	в заключение мы	1	1
98	благодаря тому что	1	1
99	его к тому	1	1
100	все более и	1	1
101	с ним и	1	1
102	на всю жизнь	2	1
103	видели что в	1	1
104	с другой стороны	3	1
105	но на самом	4	1
106	что же это	1	1
107	речи дело идет	1	1
108	к чему бы	1	1
109	в сущности в	1	1
110	как в отношении	1	1
111	дело идет о	1	1
112	с самого начала	8	1
113	не только не	1	1
114	как бы ни	1	1
115	более и более	1	1
116	по его мнению	1	1
117	той или иной	2	1
118	можно сказать что	1	1
119	я не хочу	2	1
120	за то что	1	1
121	то что уже	1	1
122	для самого себя	1	1
123	самом же деле	1	1
124	он не видит	1	1
125	как и в	1	1
126	к тому же	2	1
127	здесь и там	1	1
128	и не то	2	1
129	как мы видели	2	1
