N	3gram	Bakhtin_Fr_2	Freidism
1	с точки зрения	5	11
2	по отношению к	1	8
3	во всяком случае	2	7
4	не может быть	4	7
5	в большинстве случаев	1	5
6	и прежде всего	1	5
7	мы знаем что	1	4
8	то же время	6	4
9	в то же	6	4
10	на самом деле	1	4
11	можно сказать что	2	4
12	как мы уже	3	4
13	как мы видели	2	4
14	в материнское лоно	1	3
15	для того чтобы	1	3
16	в собственном смысле	2	3
17	и тот же	1	3
18	и той же	1	3
19	один и тот	1	3
20	мы можем сказать	1	3
21	одной и той	1	3
22	можем сказать что	1	3
23	для него только	1	2
24	не дает нам	2	2
25	до сих пор	4	2
26	и не может	1	2
27	но в то	3	2
28	это прежде всего	1	2
29	так и в	1	2
30	не могут быть	1	2
31	в его целом	3	2
32	во всех своих	1	2
33	в этом отношении	3	2
34	связанных с ними	1	2
35	на этом мы	1	2
36	с одной стороны	3	2
37	в конце концов	1	2
38	мы видели что	1	2
39	точка зрения на	1	1
40	но прежде всего	3	1
41	только потому что	1	1
42	помимо воли и	1	1
43	это означает что	1	1
44	сказать где кончается	1	1
45	и в отношении	1	1
46	но даже и	2	1
47	в этом случае	1	1
48	в нем еще	1	1
49	нужно дать ему	1	1
50	рядом с ним	1	1
51	вполне понятно что	2	1
52	своей силы и	1	1
53	целом ряде других	1	1
54	но не только	1	1
55	в эту эпоху	4	1
56	воли и сознания	1	1
57	до известной степени	1	1
58	на самом же	1	1
59	только то что	2	1
60	в себе и	2	1
61	а во время	1	1
62	для него уже	1	1
63	в какой степени	1	1
64	именно в области	1	1
65	теми же самыми	1	1
66	он связан с	1	1
67	мы должны еще	2	1
68	в коем случае	1	1
69	даже и не	1	1
70	тот же предмет	1	1
71	далеко не всегда	1	1
72	ни в коем	1	1
73	продолжает жить и	2	1
74	таким образом и	1	1
75	по сравнению с	2	1
76	и без того	1	1
77	мы говорили выше	1	1
78	таким образом он	1	1
79	находит свое выражение	1	1
80	только в его	1	1
81	мы можем закончить	1	1
82	образом он дает	1	1
83	в целом ряде	1	1
84	только в свете	1	1
85	может быть ничего	1	1
86	и вот в	1	1
87	таким образом в	1	1
88	здесь в несколько	1	1
89	прежде всего от	2	1
90	имеем в виду	2	1
91	всяком случае в	1	1
92	мы уже сказали	1	1
93	же время это	1	1
94	о том что	3	1
95	не только не	1	1
96	в пределах одной	2	1
97	не может его	1	1
98	но все же	2	1
99	или во всяком	1	1
100	мы имеем в	1	1
101	и как мы	1	1
102	как мы видим	1	1
103	сознание отдельного человека	1	1
104	это как бы	1	1
105	сказать что вся	1	1
106	можно не только	1	1
107	самом же деле	1	1
108	этом мы можем	1	1
109	во всех его	1	1
110	в том что	1	1
111	теряет своей силы	1	1
112	не нуждается в	1	1
113	не теряет своей	1	1
114	только с помощью	1	1
