N	2gram	Potebnia_M_2	Narrotol
1	не только	15	31
2	но и	9	27
3	и не	19	23
4	при этом	13	19
5	может быть	23	15
6	как и	7	13
7	а не	18	13
8	а в	8	13
9	в этом	8	12
10	только в	11	12
11	и в	24	11
12	тогда как	10	10
13	состоит в	2	10
14	и его	2	10
15	то есть	30	9
16	времени и	1	9
17	во времени	2	9
18	то что	20	9
19	то же	12	8
20	не может	12	8
21	в том	18	8
22	уже не	4	8
23	со стороны	3	8
24	но в	4	7
25	том что	8	7
26	если бы	11	7
27	у него	2	7
28	в самом	4	6
29	не в	13	6
30	в себе	10	6
31	тому же	1	6
32	об этом	1	6
33	к тому	1	6
34	одного из	1	6
35	во втором	1	6
36	в его	2	6
37	как бы	9	6
38	один из	2	6
39	или в	2	6
40	жизни и	1	6
41	между двумя	6	5
42	и на	8	5
43	перед нами	1	5
44	так и	5	5
45	тем самым	4	5
46	потому что	49	5
47	на другой	2	5
48	можно сказать	1	5
49	столь же	5	5
50	то в	1	4
51	еще не	4	4
52	с его	2	4
53	но не	12	4
54	как в	10	4
55	все же	5	4
56	хотя и	3	4
57	из этих	4	4
58	в нем	9	4
59	из них	5	4
60	по себе	15	4
61	и тем	3	4
62	в одном	6	4
63	в то	6	4
64	одна из	4	4
65	того чтобы	2	4
66	никогда не	4	4
67	в сознании	23	4
68	что на	3	4
69	к себе	1	4
70	в ней	3	4
71	так в	4	4
72	что у	2	4
73	о том	5	4
74	внимание на	2	4
75	же время	2	4
76	к нему	1	4
77	того что	7	4
78	для него	10	4
79	слова в	5	4
80	прежде всего	7	4
81	этом и	1	4
82	или не	5	4
83	имеет место	2	4
84	и то	3	3
85	самом деле	2	3
86	мы не	11	3
87	но как	1	3
88	и как	6	3
89	к чему	1	3
90	в целом	3	3
91	в нашем	2	3
92	он не	1	3
93	для того	5	3
94	подобно тому	4	3
95	и с	1	3
96	в глазах	1	3
97	это не	3	3
98	начала и	1	3
99	в жизни	2	3
100	в слове	13	3
101	не всегда	1	3
102	в ходе	1	3
103	стало быть	4	3
104	тем не	6	3
105	их в	2	3
106	не менее	5	3
107	у нас	2	3
108	начиная с	1	3
109	и о	1	3
110	но при	1	3
111	его жизни	1	3
112	лишь в	1	3
113	между тем	6	3
114	что он	4	3
115	по отношению	2	3
116	могло бы	1	3
117	в пространстве	2	3
118	может служить	1	3
119	не говорит	1	3
120	именно в	1	3
121	не было	6	3
122	как это	2	3
123	тому как	4	3
124	быть не	3	3
125	но для	1	3
126	это уже	1	3
127	и все	3	3
128	что в	16	3
129	переход от	1	2
130	тем же	3	2
131	и для	3	2
132	происходит это	1	2
133	и самого	1	2
134	двух или	1	2
135	столько же	1	2
136	между собой	1	2
137	в чем	7	2
138	друг на	1	2
139	для обозначения	2	2
140	если в	3	2
141	отличие от	1	2
142	один и	1	2
143	в той	1	2
144	если она	1	2
145	что касается	1	2
146	в известном	1	2
147	на две	2	2
148	на то	5	2
149	так сказать	4	2
150	и еще	1	2
151	что одно	1	2
152	заключает в	4	2
153	одно и	2	2
154	человека в	3	2
155	не будет	1	2
156	входит в	1	2
157	это было	2	2
158	этого не	2	2
159	а за	1	2
160	на друга	1	2
161	жизни но	1	2
162	для одного	2	2
163	и тогда	3	2
164	и того	6	2
165	в этих	3	2
166	в отличие	1	2
167	сих пор	4	2
168	того кто	3	2
169	от сознания	2	2
170	не имеет	6	2
171	дело в	1	2
172	не могло	1	2
173	ничего не	1	2
174	этих двух	1	2
175	как она	1	2
176	вне сознания	1	2
177	связи с	6	2
178	оно не	3	2
179	состоят в	1	2
180	как мы	1	2
181	свою очередь	6	2
