N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	41
2	то есть	18	24
3	и т.п	4	19
4	во всех	3	17
5	таким образом	3	17
6	в нем	5	16
7	и его	12	13
8	но и	10	13
9	в этом	11	12
10	как мы	1	12
11	все эти	2	11
12	все это	2	11
13	в самом	5	10
14	не только	16	10
15	так как	1	10
16	и др	2	10
17	прежде всего	4	10
18	то что	4	10
19	и на	2	9
20	о том	2	9
21	здесь и	1	8
22	в сущности	1	8
23	но в	7	8
24	в этой	2	8
25	никогда не	2	8
26	в них	2	7
27	как и	2	7
28	том что	8	7
29	в его	9	7
30	вовсе не	2	7
31	у него	1	7
32	на части	1	7
33	в особенности	1	7
34	связаны с	1	7
35	как бы	9	7
36	что в	6	7
37	также и	1	6
38	например в	3	6
39	в году	2	6
40	в то	6	6
41	один из	2	6
42	мы видим	1	6
43	вместе с	1	6
44	в следующей	1	6
45	или в	2	6
46	сказать что	4	6
47	что он	3	6
48	подчеркнуть что	1	5
49	с его	6	5
50	в ее	5	5
51	в своем	2	5
52	что это	1	5
53	в себе	9	5
54	то же	10	5
55	той же	1	5
56	рядом с	1	5
57	но он	3	5
58	в эпизоде	1	5
59	тем что	1	5
60	все то	1	5
61	так и	11	5
62	и что	3	5
63	а также	5	5
64	же время	5	5
65	в литературе	1	5
66	до нас	1	5
67	из них	1	5
68	в одном	2	5
69	так же	2	5
70	в той	3	5
71	образов и	1	5
72	одним из	1	4
73	того же	2	4
74	как в	2	4
75	и как	3	4
76	а затем	1	4
77	в другом	3	4
78	не в	7	4
79	даже в	3	4
80	в основе	4	4
81	того чтобы	2	4
82	нового времени	2	4
83	у нас	1	4
84	роль в	1	4
85	с ним	2	4
86	тот же	1	4
87	с одной	2	4
88	в результате	1	4
89	в котором	1	4
90	и даже	1	4
91	с другой	7	4
92	именно в	2	4
93	одной стороны	2	4
94	более того	1	4
95	и от	1	4
96	о котором	1	4
97	а в	12	4
98	не может	7	4
99	из этого	2	4
100	все что	1	4
101	существенное значение	1	3
102	людей в	1	3
103	в чем	2	3
104	как у	1	3
105	в одной	1	3
106	перед нами	1	3
107	в первом	1	3
108	при этом	13	3
109	и сам	1	3
110	с другими	4	3
111	было бы	1	3
112	весь мир	1	3
113	на первый	1	3
114	втором случае	2	3
115	потому что	3	3
116	мы встречаем	1	3
117	как один	1	3
118	те же	1	3
119	к нему	3	3
120	во втором	4	3
121	того что	4	3
122	одной из	2	3
123	только в	5	3
124	есть в	2	3
125	до того	1	3
126	что не	1	3
127	и особенно	2	3
128	в данном	4	3
129	и не	15	3
130	с этой	1	3
131	и для	2	3
132	на границах	1	3
133	в третьем	1	3
134	на языке	2	3
135	между ними	4	3
136	жизни и	1	3
137	в искусстве	7	3
138	они не	1	3
139	и то	4	2
140	это и	1	2
141	с точки	3	2
142	было и	2	2
143	включая и	1	2
144	говорить о	3	2
145	из того	1	2
146	начало и	2	2
147	но не	11	2
148	дело обстоит	1	2
149	за пределы	2	2
150	что они	1	2
151	в истории	1	2
152	носа в	1	2
153	в центре	1	2
154	точки зрения	10	2
155	хотя и	3	2
156	раз в	1	2
157	и те	1	2
158	на его	1	2
159	он не	4	2
160	на этом	1	2
161	что все	1	2
162	значение в	1	2
163	самим собой	4	2
164	лишь в	4	2
165	это было	1	2
166	заключается в	2	2
167	системе образов	1	2
168	только во	1	2
169	одного и	2	2
170	и конец	2	2
171	из этих	3	2
172	но если	1	2
173	в своей	5	2
174	ведущая роль	1	2
175	мы находим	1	2
176	их в	3	2
177	для этого	1	2
178	в таких	1	2
179	себе самом	1	2
180	так что	1	2
181	связи с	1	2
182	превращается в	2	2
183	не могут	1	2
184	в области	6	2
185	должен быть	1	2
186	времени и	2	2
187	в романе	3	2
188	внимание на	1	2
189	в значительной	1	2
190	между тем	4	2
191	тем более	1	2
192	его то	1	2
193	а именно	2	2
194	на которой	1	2
195	но с	1	2
196	и весьма	2	2
197	они могут	1	2
198	со всеми	1	2
199	человека с	3	2
200	себя в	7	2
201	себе в	1	2
202	никто не	2	2
203	ведь это	1	2
204	и прежде	1	2
205	в конце	1	2
206	может быть	14	2
207	как раз	3	2
208	в форме	4	2
209	человека и	1	2
210	а на	5	2
211	если мы	2	2
212	не на	3	2
213	а не	9	2
214	от мира	1	2
215	одну из	1	2
216	мира в	2	2
217	в организации	1	2
218	в последней	1	2
219	в частности	13	2
220	начиная с	2	2
221	и потому	2	2
222	как это	5	2
223	внешнем мире	1	2
224	ногами и	1	2
225	в пределе	1	2
226	мира и	2	2
227	от него	1	2
228	бы в	1	2
229	в этих	3	2
230	в том	18	2
231	все они	1	2
232	другой стороны	5	2
233	от всех	1	2
234	что даже	1	2
235	изобразительных искусств	1	2
236	и другие	2	2
237	того времени	1	2
238	ту же	1	1
239	в сфере	1	1
240	и через	1	1
241	он показывает	1	1
242	он тем	2	1
243	или говоря	3	1
