N	2gram	Vygotskiy__7	Formalny
1	и в	26	38
2	в этом	29	27
3	может быть	7	23
4	и его	12	21
5	таким образом	23	20
6	и не	18	20
7	в самом	9	16
8	не в	4	15
9	прежде всего	7	15
10	и т	1	14
11	не может	11	14
12	в нем	2	13
13	связи с	4	13
14	но и	11	13
15	языка и	1	12
16	с тем	5	11
17	в том	18	11
18	языка как	1	11
19	вовсе не	2	11
20	с другими	3	10
21	в его	4	10
22	в связи	1	10
23	с помощью	13	10
24	не только	24	9
25	при этом	1	9
26	и с	5	9
27	как и	15	9
28	в процессе	5	9
29	самом деле	6	8
30	отнюдь не	1	8
31	все же	6	8
32	точки зрения	28	8
33	так и	3	8
34	что и	3	8
35	тем что	9	8
36	в первом	3	7
37	как мы	14	7
38	лишь в	2	7
39	по себе	3	7
40	для него	3	7
41	в своей	3	7
42	с точки	21	7
43	во втором	3	7
44	этом отношении	3	7
45	в других	1	7
46	не могут	4	7
47	по существу	1	7
48	слова и	10	7
49	что в	12	7
50	и ее	2	6
51	в ней	3	6
52	все эти	6	6
53	в этой	3	6
54	то же	8	6
55	было бы	6	6
56	он не	3	6
57	в их	2	6
58	могут быть	2	6
59	все время	1	6
60	только в	8	6
61	как такового	2	6
62	то что	24	6
63	не было	1	6
64	вместе с	12	6
65	а не	6	6
66	как раз	3	6
67	в результате	1	6
68	а в	2	6
69	это и	4	5
70	говорить о	1	5
71	всего этого	1	5
72	во всех	6	5
73	в слове	11	5
74	в то	3	5
75	в основе	3	5
76	ни о	1	5
77	если бы	5	5
78	и должно	1	5
79	и только	4	5
80	что он	8	5
81	всяком случае	1	5
82	если мы	5	5
83	и речи	19	5
84	именно в	6	5
85	с этим	2	5
86	что же	2	5
87	и для	5	5
88	бы в	5	5
89	еще более	1	5
90	во всяком	2	5
91	все остальное	1	4
92	высшей степени	1	4
93	в сущности	9	4
94	одним словом	1	4
95	что оно	4	4
96	в сторону	1	4
97	что они	10	4
98	как в	4	4
99	и наконец	4	4
100	и к	7	4
101	не как	1	4
102	его от	2	4
103	от нее	2	4
104	входит в	2	4
105	в высшей	1	4
106	мы видели	3	4
107	раз и	1	4
108	ничего не	2	4
109	к тому	7	4
110	здесь не	1	4
111	но в	4	4
112	в большинстве	2	4
113	что не	2	4
114	за счет	2	4
115	из них	1	4
116	так как	14	4
117	другой стороны	1	4
118	там где	1	4
119	мы говорим	2	4
120	как бы	6	4
121	дело идет	1	4
122	совершенно не	2	4
123	к этому	2	4
124	они не	1	4
125	например в	1	3
126	же как	8	3
127	сам по	1	3
128	тем же	5	3
129	и до	2	3
130	в зависимости	1	3
131	а как	1	3
132	из всего	1	3
133	мы не	7	3
134	зависимости от	1	3
135	значение и	2	3
136	если в	4	3
137	как к	3	3
138	однако не	1	3
139	хотя и	1	3
140	и как	1	3
141	от этого	1	3
142	что это	6	3
143	в целом	5	3
144	из этих	3	3
145	но ведь	1	3
146	только на	3	3
147	так сказать	1	3
148	время и	1	3
149	но именно	2	3
150	всех этих	1	3
151	понятий и	2	3
152	и может	1	3
153	его в	2	3
154	это было	1	3
155	для них	1	3
156	он и	1	3
157	такой же	3	3
158	как таковой	1	3
159	место в	1	3
160	исследовательской работы	1	3
161	только и	3	3
162	не является	3	3
163	в области	4	3
164	но все	1	3
165	его с	3	3
166	не есть	4	3
167	своего развития	1	3
168	того чтобы	19	3
169	специфические особенности	2	3
170	и здесь	2	3
171	одного из	2	3
172	к действительности	2	3
173	должно было	2	3
174	к нему	3	3
175	того что	14	3
176	и значением	5	3
177	в какой	6	3
178	то и	4	3
179	большинстве случаев	2	3
180	менее всего	3	3
181	мы знаем	2	3
182	и их	5	3
183	слова в	5	3
184	для того	18	3
185	чтобы показать	1	3
186	с другой	4	3
187	речи и	30	3
188	все это	3	3
189	на самом	3	3
190	или в	2	3
191	и все	1	3
192	была бы	1	3
193	всей полноты	1	3
194	формы и	1	2
195	можно говорить	2	2
196	в такой	4	2
197	и то	7	2
198	идет о	2	2
199	между двумя	3	2
200	к другому	3	2
201	едва ли	4	2
202	по аналогии	1	2
203	при анализе	1	2
204	не осуществляется	1	2
205	функции в	1	2
206	в учении	6	2
207	совпадает с	3	2
208	они были	1	2
209	этого термина	2	2
210	столь же	2	2
211	совсем не	1	2
212	но не	3	2
213	но как	1	2
214	а только	1	2
215	очевидно что	3	2
216	отношение к	2	2
217	отличие от	2	2
218	речи именно	3	2
219	в одной	3	2
220	перед нами	2	2
221	кроме того	1	2
222	то в	2	2
223	та же	1	2
224	в которой	11	2
225	уже в	2	2
226	речи но	11	2
227	ее как	1	2
228	его элементы	1	2
229	в понимании	1	2
230	состоит в	3	2
231	не к	1	2
232	слову как	1	2
233	в понятии	1	2
234	приходим к	1	2
235	и по	3	2
236	на этом	1	2
237	в основу	1	2
238	особенности в	2	2
239	разница между	1	2
240	говорить не	1	2
241	но совершенно	1	2
242	для нее	3	2
243	от одного	2	2
244	должен был	1	2
245	и тем	6	2
246	ни в	2	2
247	в развитии	10	2
248	должно быть	2	2
249	том что	17	2
