N	2gram	Propp_Isto_4	KulturaY
1	и т	27	54
2	т е	18	32
3	и в	26	23
4	точки зрения	1	23
5	в том	3	22
6	не только	15	17
7	в этом	7	16
8	было бы	2	16
9	может быть	14	14
10	в области	2	14
11	что в	14	13
12	не менее	2	12
13	потому что	6	12
14	вопрос о	4	11
15	том что	3	11
16	в его	5	11
17	того что	2	11
18	а не	6	11
19	у нас	2	10
20	и не	9	10
21	еще не	6	9
22	таким образом	10	9
23	тем не	2	9
24	хотя бы	2	9
25	так как	9	9
26	прежде всего	1	9
27	т д	24	8
28	лишь в	2	8
29	зависимости от	1	8
30	если бы	2	8
31	в виду	1	8
32	уже не	5	8
33	до сих	5	8
34	сих пор	5	8
35	между прочим	2	8
36	как на	1	8
37	как это	3	7
38	в зависимости	1	7
39	все эти	3	7
40	того как	4	7
41	если мы	1	7
42	те же	3	7
43	и что	5	7
44	с другой	4	7
45	в языке	2	7
46	в данном	3	7
47	сказать что	2	7
48	то же	8	6
49	с помощью	2	6
50	в силу	5	6
51	только в	3	6
52	так и	10	6
53	при этом	3	6
54	и тем	2	6
55	с тем	2	6
56	ничего не	5	6
57	связи с	3	6
58	не может	6	6
59	могут быть	6	6
60	по себе	2	6
61	о том	4	6
62	после того	2	6
63	что и	9	6
64	тот же	1	6
65	что он	10	6
66	для этого	1	6
67	и есть	2	5
68	как мы	5	5
69	в чем	1	5
70	уже выше	2	5
71	независимо от	1	5
72	все же	9	5
73	хотя и	2	5
74	из этих	3	5
75	как бы	3	5
76	что она	3	5
77	как и	7	5
78	здесь можно	2	5
79	не в	5	5
80	вовсе не	4	5
81	от того	2	5
82	не могут	2	5
83	всякого рода	3	5
84	тем что	5	5
85	на которых	1	5
86	в связи	2	5
87	что же	1	5
88	не будем	1	5
89	тем более	1	5
90	но это	3	5
91	а в	8	5
92	тех же	2	4
93	как в	7	4
94	в своем	2	4
95	только тогда	3	4
96	целый ряд	1	4
97	вопросом о	1	4
98	в целом	2	4
99	ясно что	1	4
100	этого слова	2	4
101	в своей	4	4
102	том чтобы	1	4
103	тому что	1	4
104	тем самым	1	4
105	тогда когда	1	4
106	как раз	1	4
107	в числе	4	4
108	данном случае	3	4
109	для нас	3	4
110	а также	3	4
111	один из	1	4
112	в нашей	1	4
113	что не	1	4
114	не случайно	2	4
115	не было	1	4
116	однако что	1	4
117	этом случае	3	4
118	то что	16	4
119	только как	1	4
120	е как	1	3
121	в упомянутой	1	3
122	это и	5	3
123	той же	1	3
124	есть не	1	3
125	мы не	1	3
126	в ней	1	3
127	только после	1	3
128	то мы	2	3
129	но не	5	3
130	то он	1	3
131	но как	1	3
132	очевидно что	1	3
133	отношение к	2	3
134	что именно	1	3
135	что как	1	3
136	и к	1	3
137	что это	2	3
138	но на	1	3
139	он не	7	3
140	и вот	2	3
141	и с	5	3
142	с этой	2	3
143	мы видели	6	3
144	но если	1	3
145	как ты	1	3
146	в которых	4	3
147	и более	3	3
148	она не	3	3
149	в то	1	3
150	не имеет	3	3
151	на него	3	3
152	должна быть	2	3
153	которые и	1	3
154	говорить и	1	3
155	не по	2	3
156	был бы	1	3
157	что на	2	3
158	не потому	1	3
159	не есть	2	3
160	в результате	1	3
161	на вопрос	3	3
162	но и	12	3
163	нас в	1	3
164	связь между	2	3
165	это не	5	3
166	и только	5	3
167	этот вопрос	2	3
168	как же	1	3
169	и действительно	3	3
170	уже в	2	3
171	ни в	2	3
172	могло бы	2	3
173	то это	5	3
174	именно в	1	3
175	а именно	3	3
176	а с	1	3
177	и пр	11	3
178	когда мы	1	3
179	по существу	3	3
180	там где	3	3
181	но для	2	3
182	смысл так	1	3
183	это уже	2	3
184	к тому	1	3
185	формы и	2	3
186	мы должны	5	3
187	что вообще	1	3
188	другой стороны	4	3
189	по поводу	1	3
190	они не	1	3
191	к другому	1	2
192	что эти	1	2
193	бы уже	1	2
194	на материале	1	2
195	мы имеем	7	2
196	содержания в	1	2
197	ответить на	1	2
198	на себя	4	2
199	случаи когда	2	2
