N	2gram	Potebnia_M_3	Hudozhes
1	том что	18	16
2	и в	30	14
3	так и	11	13
4	не только	21	12
5	при этом	3	12
6	о том	2	12
7	в том	32	12
8	а не	15	12
9	и т	5	11
10	в себе	16	11
11	в этом	10	11
12	прежде всего	3	11
13	в своей	2	10
14	для него	9	10
15	то же	23	9
16	как и	10	9
17	что он	6	9
18	у него	2	9
19	по отношению	5	8
20	в этой	2	8
21	как в	10	8
22	то что	18	8
23	т п	2	8
24	же время	5	8
25	ничего не	1	8
26	в его	4	8
27	между тем	9	8
28	отношению к	5	8
29	в то	10	8
30	еще не	5	7
31	тогда как	2	7
32	это не	1	7
33	не в	15	7
34	к тому	7	7
35	быть может	3	7
36	уже не	6	7
37	именно в	3	7
38	не может	6	7
39	как бы	3	7
40	а в	12	7
41	в глазах	1	6
42	было бы	9	6
43	жизни в	1	6
44	что в	17	6
45	самом деле	2	5
46	с его	1	5
47	перед нами	2	5
48	но в	1	5
49	об этом	2	5
50	ни в	2	5
51	точки зрения	2	5
52	не менее	5	5
53	и его	4	5
54	потому что	46	5
55	и он	1	5
56	только в	21	5
57	друг друга	3	5
58	может быть	28	5
59	но и	19	5
60	и а	1	5
61	в этих	1	5
62	жизни и	2	5
63	мы уже	2	4
64	он уже	1	4
65	и о	2	4
66	в ней	8	4
67	столь же	4	4
68	а только	3	4
69	в своем	5	4
70	в действительности	5	4
71	то в	1	4
72	в самом	8	4
73	та же	2	4
74	на то	2	4
75	что она	3	4
76	он не	4	4
77	и с	2	4
78	несмотря на	2	4
79	тем не	3	4
80	тому что	3	4
81	с ним	6	4
82	она не	2	4
83	связи с	2	4
84	и это	4	4
85	можно сказать	3	4
86	того что	18	4
87	т с	22	4
88	один из	4	4
89	и быть	1	4
90	себя в	1	4
91	из них	6	4
92	не было	4	4
93	и все	3	4
94	человеческой жизни	3	4
95	только что	8	4
96	и от	4	4
97	по преимуществу	1	3
98	с точки	1	3
99	едва ли	1	3
100	говорить о	3	3
101	в мире	1	3
102	и на	3	3
103	как субъекта	1	3
104	в ее	2	3
105	все же	2	3
106	друга не	1	3
107	но он	1	3
108	в нем	9	3
109	т д	3	3
110	и по	4	3
111	лишь в	1	3
112	его в	3	3
113	с этим	6	3
114	даже в	2	3
115	все эти	1	3
116	тем что	7	3
117	этом отношении	2	3
118	своего я	1	3
119	что при	3	3
120	для себя	3	3
121	как мы	7	3
122	того чтобы	3	3
123	и когда	1	3
124	что у	1	3
125	том как	3	3
126	если бы	12	3
127	это в	2	3
128	же в	2	3
129	но не	7	3
130	как его	1	3
131	и даже	2	3
132	со стороны	3	3
133	превращается в	1	3
134	то и	6	3
135	по своему	2	3
136	от него	2	3
137	или не	1	3
138	может и	1	3
139	в таком	3	3
140	я и	3	2
141	говоря о	4	2
142	например в	6	2
143	на самом	1	2
144	только потому	3	2
145	что когда	1	2
146	оно было	1	2
147	в их	2	2
148	той же	2	2
149	мы не	9	2
150	вопрос о	1	2
151	слово не	5	2
152	к своему	2	2
153	мы читаем	1	2
154	но как	2	2
155	если в	1	2
156	себе и	1	2
157	же мало	1	2
158	его я	3	2
159	в одной	1	2
160	в художественном	1	2
161	хотя и	1	2
162	в целом	3	2
163	так или	2	2
164	так в	2	2
165	только на	3	2
166	как он	1	2
167	так сказать	2	2
168	на его	2	2
169	наш взгляд	1	2
170	не следует	5	2
171	на наш	1	2
172	заключает в	5	2
173	однако в	1	2
174	с такими	1	2
175	ясно что	1	2
176	его личности	1	2
177	особенно в	1	2
178	приходит в	1	2
179	по себе	16	2
180	одной из	2	2
181	все равно	4	2
182	должно быть	5	2
183	в такой	1	2
184	не столько	2	2
185	в первый	1	2
186	что я	5	2
187	сих пор	3	2
188	все это	4	2
189	как все	1	2
190	что художественное	2	2
191	и другое	1	2
192	не имеет	6	2
193	на себе	1	2
194	личности к	1	2
195	с и	3	2
196	глядя на	2	2
197	своей природе	1	2
198	заметить что	3	2
199	на него	3	2
200	что на	1	2
201	представляется нам	1	2
202	про себя	1	2
203	не знаем	3	2
204	мысли о	2	2
205	здесь не	1	2
206	при котором	1	2
207	как по	1	2
208	и каждый	1	2
209	произведения не	2	2
210	остановимся на	1	2
211	в речи	2	2
212	никак не	3	2
213	и что	10	2
214	его жизни	2	2
215	до сих	3	2
216	там же	6	2
217	от другой	2	2
218	в форме	2	2
219	деле в	1	2
220	с ними	1	2
221	и потому	4	2
222	впрочем и	2	2
223	так что	7	2
224	равнодушие к	1	2
225	слова в	7	2
226	в начале	3	2
227	за ним	3	2
228	а и	4	2
229	мы знаем	1	2
230	а то	1	2
231	при всей	1	2
232	от волнения	1	2
233	на том	1	2
234	на стороне	2	2
235	в зеркале	1	2
236	или иначе	1	2
237	ему не	2	2
238	а с	2	2
239	себя и	4	2
240	что не	8	2
241	не означает	1	2
242	или с	2	2
243	эти слова	2	2
244	как кажется	1	2
245	в человеке	3	2
246	этих словах	1	2
247	что же	2	2
248	о человеке	1	2
249	в тот	1	2
250	да и	1	2
251	думать о	1	2
252	и не	15	2
253	с этой	2	2
254	еще раз	2	2
255	каждого из	2	2
256	только для	1	2
257	видно что	1	2
258	в результате	1	2
259	о котором	1	2
260	в системе	2	2
261	в море	1	2
262	не знает	3	2
263	это так	1	2
264	которая не	2	2
265	а между	2	1
266	ли мы	1	1
267	чтобы осмыслить	1	1
268	в сфере	1	1
269	таком случае	2	1
270	человека и	5	1
271	только теперь	1	1
272	и то	8	1
273	тех же	1	1
274	на суждения	1	1
275	словами и	1	1
276	к сказанному	2	1
277	это и	2	1
278	нам кажется	2	1
279	было как	1	1
280	в первом	3	1
281	и до	2	1
282	не принимая	1	1
283	из его	1	1
284	мысль человека	1	1
285	то самое	1	1
286	в спорах	1	1
287	по его	1	1
288	его не	1	1
289	же следует	1	1
290	что уже	2	1
291	из всякого	1	1
292	есть нечто	4	1
293	в сущности	1	1
294	но она	1	1
295	принадлежит к	1	1
296	с небольшими	1	1
297	ему в	2	1
298	похожи на	1	1
299	же что	6	1
300	в каждой	4	1
301	начало и	1	1
302	в основание	1	1
303	а еще	1	1
304	на них	1	1
305	время в	3	1
306	в чем	3	1
307	мы еще	1	1
308	совсем не	1	1
309	а тем	2	1
310	он относится	1	1
311	бы в	2	1
312	явлений и	2	1
313	не все	4	1
314	к слову	2	1
315	ответ на	3	1
316	есть по	1	1
317	отношение к	2	1
318	а через	1	1
319	тут же	2	1
320	друг от	1	1
321	к своей	1	1
322	нет и	1	1
323	в настоящем	1	1
324	один и	1	1
325	относится к	4	1
326	и я	1	1
327	чем же	1	1
328	первый взгляд	1	1
329	это одно	1	1
330	его на	1	1
331	общего с	1	1
332	что именно	4	1
333	дает нам	3	1
334	стороны и	1	1
335	о жизни	1	1
336	что касается	1	1
337	на человека	2	1
338	и как	5	1
339	от этого	2	1
340	к чему	1	1
341	и конечно	1	1
342	в произведении	3	1
343	в которой	3	1
344	из жизни	1	1
345	только способ	1	1
346	бы не	4	1
347	из этих	9	1
348	и вянуть	1	1
349	и тот	2	1
350	только один	2	1
351	во многих	1	1
352	имеет для	3	1
353	но на	1	1
354	чувства а	1	1
355	не могла	2	1
356	главным образом	1	1
357	и таких	1	1
358	но именно	1	1
359	между животным	1	1
360	он должен	1	1
361	к одному	5	1
362	не как	2	1
363	почти то	2	1
364	в силу	3	1
365	и вот	1	1
366	с таким	2	1
367	том чтобы	2	1
368	свое время	1	1
369	мысли как	3	1
370	что ни	2	1
371	мысль то	1	1
372	что нельзя	1	1
373	в нее	1	1
374	от нее	2	1
375	что все	3	1
376	тем в	1	1
377	таком же	1	1
378	том случае	1	1
379	их и	1	1
380	или даже	1	1
381	характер есть	1	1
382	а как	2	1
383	входит в	2	1
384	от понимания	1	1
385	может стать	2	1
386	случаях и	1	1
387	и тем	5	1
388	бы совершенно	1	1
389	где теперь	1	1
390	но мы	2	1
391	далеко не	4	1
392	в самую	1	1
393	жизни то	1	1
394	этого не	3	1
395	с тем	7	1
396	в слове	32	1
397	которой он	1	1
398	она действительно	1	1
399	между собою	6	1
400	при каждом	1	1
401	имело бы	1	1
402	такою же	1	1
403	нисколько не	1	1
404	когда в	2	1
405	на первый	1	1
406	них уже	1	1
407	или менее	3	1
408	мы как	1	1
409	места в	1	1
410	что среди	1	1
411	таким же	1	1
412	и без	7	1
413	во времена	2	1
414	место в	3	1
415	себе а	4	1
416	в которых	2	1
417	мысли и	2	1
418	знаем что	1	1
419	и другого	1	1
420	сердце и	1	1
421	в одном	2	1
422	не будем	1	1
423	другом и	1	1
424	друг другу	1	1
425	и более	1	1
426	в прошлом	1	1
427	их в	2	1
428	этом а	1	1
429	и наоборот	4	1
430	не должно	1	1
431	что этот	1	1
432	бы быть	2	1
433	между прочим	1	1
434	например и	1	1
435	раз и	1	1
436	вовсе не	7	1
437	между людьми	2	1
438	существует для	3	1
