N	3gram	Bakhtin_Pr_1	Istorich
1	с другой стороны	2	8
2	в том что	7	5
3	до сих пор	2	4
4	не только в	1	4
5	о том что	2	4
6	в данном случае	2	3
7	то время как	1	3
8	в то время	2	3
9	не может быть	3	3
10	потому что он	2	2
11	только то что	2	2
12	что в нем	1	2
13	точно так же	1	2
14	таким образом и	1	2
15	во всяком случае	3	2
16	по отношению к	11	2
17	но все же	1	2
18	можно было бы	3	2
19	что и в	1	2
20	другой стороны эта	1	1
21	того что в	1	1
22	так как в	1	1
23	том что он	4	1
24	новые и новые	1	1
25	нам кажется что	2	1
26	в своей работе	1	1
27	же как и	1	1
28	то и другое	1	1
29	и не может	2	1
30	говорит он что	1	1
31	он что в	1	1
32	в зависимости от	3	1
33	у него в	1	1
34	что все эти	1	1
35	но это не	3	1
36	на этот вопрос	1	1
37	на первый взгляд	1	1
38	на первом месте	1	1
39	с этой точки	1	1
40	в нем мы	1	1
41	и то что	1	1
42	в й главе	2	1
43	так же как	1	1
44	в этом не	1	1
45	не потому что	2	1
46	это прежде всего	1	1
47	на задний план	1	1
48	всяком случае не	1	1
49	все же не	1	1
50	это не значит	2	1
51	мы уже говорили	1	1
52	один из этих	1	1
53	как бы в	2	1
54	что мы видим	1	1
55	этой точки зрения	1	1
56	по ту сторону	1	1
57	перейти в другое	1	1
58	мы видим и	1	1
59	форме в форме	1	1
60	все новые и	1	1
61	так и в	1	1
62	и не потому	1	1
63	но даже в	1	1
64	как нам кажется	2	1
65	подобно тому как	3	1
66	можно сказать что	2	1
67	между героем и	1	1
68	с полным правом	1	1
69	друг с другом	3	1
70	для того чтобы	2	1
71	смысле этого слова	1	1
72	как бы он	1	1
