N	2gram	Propp_Russ_1	Dialekti
1	и не	6	30
2	т е	17	25
3	и т	10	21
4	т д	9	19
5	и в	36	18
6	точки зрения	3	17
7	ничего не	3	17
8	может быть	8	17
9	в нем	2	16
10	ни в	1	15
11	не имеет	6	15
12	так что	2	15
13	потому что	10	14
14	значит что	2	14
15	а не	2	14
16	не только	22	13
17	то что	6	13
18	что в	19	13
19	в этом	12	12
20	было бы	1	12
21	с точки	3	12
22	если бы	1	12
23	и что	4	12
24	не может	4	12
25	что это	3	11
26	в себе	1	11
27	что он	1	11
28	так как	15	11
29	как бы	5	11
30	все это	6	11
31	то же	3	10
32	несмотря на	3	10
33	сказать что	1	10
34	отнюдь не	2	9
35	так и	7	9
36	это не	10	9
37	том что	19	9
38	в том	17	9
39	но это	4	8
40	к нему	1	8
41	также и	1	7
42	и как	2	7
43	что она	2	7
44	что не	1	7
45	не просто	2	7
46	но и	16	7
47	в чем	1	6
48	но в	2	6
49	она не	2	6
50	в то	1	6
51	с ним	2	6
52	никак не	1	6
53	можно сказать	1	6
54	не было	2	6
55	говорить о	1	5
56	и он	1	5
57	общего с	1	5
58	в своем	3	5
59	все же	5	5
60	на то	1	5
61	и с	2	5
62	и мы	1	5
63	в этих	3	5
64	но если	1	5
65	ни о	1	5
66	в виду	1	5
67	в дальнейшем	2	5
68	можно было	1	5
69	не с	3	5
70	мы должны	2	5
71	в особенности	2	5
72	говорит о	1	5
73	и пр	2	5
74	есть и	1	5
75	или не	1	5
76	а в	9	5
77	как он	2	4
78	об этом	9	4
79	смысл и	1	4
80	и более	2	4
81	не о	1	4
82	к ней	2	4
83	к тому	4	4
84	ничего общего	2	4
85	как мы	10	4
86	быть может	1	4
87	и вообще	1	4
88	о том	8	4
89	от него	1	4
90	быть и	2	4
91	мы видим	2	4
92	но не	2	4
93	мы можем	2	4
94	как это	8	4
95	хотя и	2	4
96	так же	3	4
97	во всяком	1	4
98	самом деле	1	3
99	только потому	1	3
100	должна быть	1	3
101	этот обряд	3	3
102	но она	2	3
103	в ней	2	3
104	на самом	2	3
105	а только	1	3
106	если в	3	3
107	что они	7	3
108	от этого	1	3
109	но эта	1	3
110	из мифа	1	3
111	та же	2	3
112	он не	1	3
113	всех этих	2	3
114	не значит	2	3
115	но все	3	3
116	в них	6	3
117	имеет ничего	1	3
118	в их	4	3
119	что я	1	3
120	точку зрения	1	3
121	тому что	4	3
122	вплоть до	4	3
123	что наука	1	3
124	в основе	1	3
125	случае не	1	3
126	иметь в	1	3
127	в разных	3	3
128	только с	1	3
129	могут быть	2	3
130	и всех	1	3
131	его с	4	3
132	и о	1	3
133	жизнь и	1	3
134	и та	1	3
135	нуждается в	1	3
136	что и	7	3
137	один из	8	3
138	только в	4	3
139	даже если	1	3
140	очень много	1	3
141	только на	3	3
142	но что	2	3
143	точек зрения	1	3
144	и из	3	3
145	еще и	1	3
146	что для	1	3
147	света и	1	3
148	и потому	2	3
149	в данном	1	3
150	в его	2	3
151	не является	1	3
152	и все	1	3
153	или нет	1	3
154	жизни и	1	3
155	думать что	3	3
156	можно говорить	2	2
157	говоря о	1	2
158	же как	1	2
159	чтобы не	1	2
160	или наоборот	1	2
161	и состоит	1	2
162	что если	1	2
163	вопрос о	1	2
164	друг к	2	2
165	из этих	4	2
166	точка зрения	1	2
167	себе и	1	2
168	относится к	1	2
169	что именно	2	2
170	с этим	2	2
171	что касается	1	2
172	он на	1	2
173	не был	1	2
174	все эти	2	2
175	говорят о	1	2
176	тому же	1	2
177	связанные с	3	2
178	в виде	6	2
179	не как	1	2
180	на этом	3	2
181	которое как	1	2
182	в каждом	2	2
183	к другу	2	2
184	чаще всего	3	2
185	мы имеем	4	2
186	как и	10	2
187	одна и	1	2
188	и при	1	2
189	нас не	2	2
190	всяком случае	1	2
191	в которых	5	2
192	ко всему	1	2
193	не знает	1	2
194	не менее	3	2
195	но они	3	2
196	как можно	2	2
197	иной раз	1	2
198	дело не	1	2
199	к ним	3	2
200	что их	1	2
201	заметить что	1	2
202	сами не	1	2
203	этом отношении	1	2
204	которое в	1	2
205	как только	1	2
206	и это	1	2
207	как не	2	2
208	или на	3	2
209	для этого	2	2
210	по мере	1	2
211	на что	2	2
212	и следовательно	1	2
213	о своих	1	2
214	того что	4	2
215	же можно	1	2
216	что здесь	1	2
217	д и	1	2
218	с ними	5	2
219	мы увидим	8	2
220	и так	1	2
221	поэтому и	1	2
222	или его	1	2
223	в качестве	3	2
224	с живыми	1	2
225	уже не	6	2
226	и у	5	2
227	то и	1	2
228	только тогда	1	2
229	из них	8	2
230	но есть	2	2
231	и их	4	2
232	т п	1	2
233	ее на	1	2
234	как у	1	2
235	тот кто	1	2
236	с той	1	2
237	а с	4	2
238	с ней	2	2
239	только как	1	2
240	о чем	3	2
241	он и	1	2
242	в частности	2	2
243	или по	1	2
244	как в	5	2
245	еще не	4	2
246	как например	3	2
247	какие же	2	2
248	такой же	2	2
249	и для	2	2
250	много но	1	2
251	и стало	1	2
252	они были	2	2
253	в отдельности	2	2
254	точно так	1	2
255	к этому	4	2
256	отличалось от	1	1
257	и методы	1	1
258	как известно	2	1
259	например в	2	1
260	и без	1	1
261	показать что	1	1
262	тем же	1	1
263	из самых	1	1
264	к другому	2	1
265	и до	2	1
266	что эти	1	1
267	и нужно	1	1
268	воспоминание о	1	1
269	чем именно	1	1
270	и могут	1	1
271	мы не	6	1
272	из жизни	1	1
273	еще увидим	1	1
274	имеет смысла	1	1
275	что иное	2	1
276	на себя	2	1
277	в самих	2	1
278	но даже	2	1
279	же что	1	1
280	так а	1	1
281	кто же	1	1
282	может так	1	1
283	и этого	1	1
284	иное как	2	1
285	что по	4	1
286	в различных	2	1
287	во всех	4	1
288	другой более	1	1
289	совсем не	1	1
290	другой пример	1	1
291	мы сейчас	1	1
292	и соответствующих	1	1
293	эта связь	1	1
294	в той	1	1
295	его на	1	1
296	в связи	4	1
297	то чем	1	1
298	что земля	1	1
299	в обрядах	1	1
300	когда он	2	1
301	и наконец	1	1
302	его к	2	1
303	и к	3	1
304	или обычаи	1	1
305	следующим образом	4	1
306	говорится в	1	1
307	не более	1	1
308	не приходится	1	1
309	в которой	1	1
310	так в	4	1
311	по преимуществу	1	1
312	к выводу	2	1
313	что могут	1	1
314	при этом	6	1
315	и греческие	1	1
316	после этого	4	1
317	и эти	1	1
318	не к	1	1
319	в силу	2	1
320	перед ними	1	1
321	и по	8	1
322	так например	6	1
323	таким образом	6	1
324	по его	1	1
325	европе так	1	1
326	здесь мы	1	1
327	что все	1	1
328	же не	2	1
329	он просто	1	1
330	здесь он	1	1
331	главным образом	2	1
332	мы уже	1	1
333	общего не	1	1
334	то есть	3	1
335	теми которые	1	1
336	с целью	2	1
337	его в	1	1
338	от одного	1	1
339	уже знаем	1	1
340	весь мир	1	1
341	и тем	1	1
342	не соответствует	1	1
343	времен года	1	1
344	в жизни	2	1
345	солнце и	1	1
346	люди не	1	1
347	нет в	1	1
348	далеко не	3	1
349	показывает что	5	1
350	в этой	1	1
351	со своими	1	1
352	не всегда	1	1
353	говорится о	2	1
354	в москве	3	1
355	оно имеет	1	1
356	наука в	1	1
357	в развитии	1	1
358	форма и	1	1
359	имеет место	2	1
360	что значит	1	1
361	что между	1	1
362	привело к	2	1
363	взгляд на	1	1
364	указать что	1	1
365	место в	1	1
366	и назначение	1	1
367	представление о	3	1
368	также на	3	1
369	верили в	1	1
370	надо чтобы	1	1
371	которые в	1	1
372	том чтобы	1	1
373	тем не	3	1
374	не могли	1	1
375	этом не	1	1
376	как акт	1	1
377	стоит в	2	1
378	дня и	1	1
379	их очень	1	1
380	виду что	1	1
381	дело в	1	1
382	того как	5	1
383	такова картина	1	1
384	когда они	1	1
385	не пользуются	1	1
386	можно судить	1	1
387	вытекает из	1	1
388	в день	6	1
389	этого обряда	3	1
390	сами и	1	1
391	именно с	2	1
392	и воскресения	1	1
393	которые и	1	1
394	две большие	1	1
395	явление в	1	1
396	имеет совершенно	1	1
397	и его	1	1
398	связи с	4	1
399	вот почему	1	1
400	как будто	5	1
401	такую роль?	1	1
402	не потому	1	1
403	с другом	1	1
404	не бывает	1	1
405	не могут	1	1
406	должны быть	1	1
407	сходство с	2	1
408	что наш	1	1
