N	3gram	Tiupa_Anal_3	Myslijsy
1	по отношению к	7	13
2	в том что	7	13
3	не может быть	1	9
4	тем не менее	2	6
5	с другой стороны	5	5
6	не в том	1	4
7	в свою очередь	4	4
8	само по себе	1	4
9	в этом смысле	1	4
10	а между тем	1	3
11	подобно тому как	2	3
12	с точки зрения	2	3
13	с одной стороны	2	3
14	сама по себе	2	3
15	и той же	2	3
16	а в том	2	3
17	то же время	3	3
18	и как бы	1	3
19	так и в	1	3
20	что и в	1	3
21	не только в	1	3
22	в то же	3	3
23	одной и той	2	3
24	и может быть	1	2
25	что иное как	1	2
26	дело в том	2	2
27	в таком случае	1	2
28	на этот вопрос	1	2
29	по крайней мере	4	2
30	но с другой	1	2
31	в применении к	1	2
32	не могут быть	1	2
33	для того чтобы	1	2
34	и того же	3	2
35	не только не	3	2
36	не нуждается в	1	2
37	как бы ни	1	2
38	том что по	2	2
39	одного и того	3	2
40	но дело в	1	2
41	не что иное	1	2
42	друг от друга	1	2
43	в сравнении с	2	2
44	должно бы быть	1	2
45	как и в	4	2
46	мы будем иметь	1	1
47	том что при	1	1
48	слова были бы	1	1
49	в каждом отдельном	1	1
50	не говоря уже	1	1
51	на самом деле	1	1
52	и по поводу	1	1
53	в ответ на	2	1
54	с тех пор	1	1
55	в произведении искусства	1	1
56	говоря уже о	1	1
57	сам по себе	1	1
58	в этом отношении	3	1
59	до сих пор	1	1
60	обратить внимание на	1	1
61	в эту минуту	1	1
62	как если бы	1	1
63	всяком случае не	1	1
64	мысли и чувства	1	1
65	было бы сказать	1	1
66	с тем же	1	1
67	в начале жизни	1	1
68	рода но и	1	1
69	заключается в том	1	1
70	в связи с	1	1
71	между тем в	1	1
72	и в этой	1	1
73	таким же образом	1	1
74	по себе еще	1	1
75	не только к	2	1
76	к лицу с	1	1
77	во всяком случае	2	1
78	между тем как	1	1
79	что несмотря на	2	1
80	и все же	1	1
81	по себе а	1	1
82	лишь в том	1	1
83	о том что	5	1
84	в одном из	1	1
85	вопрос о том	1	1
86	и в слове	1	1
87	каждом из этих	1	1
88	тогда как между	1	1
89	с этой стороны	1	1
90	было бы ошибочно	1	1
91	и даже отчасти	1	1
92	со стороны его	1	1
93	в каждом из	1	1
94	в первом случае	1	1
95	легко может быть	1	1
96	таким образом в	1	1
97	но едва ли	1	1
98	лицом к лицу	1	1
99	себе еще не	1	1
100	что каждая из	1	1
