N	2gram	Voloshinov_1	Narrotol
1	не только	6	31
2	но и	3	27
3	и не	8	23
4	при этом	2	19
5	может быть	8	15
6	как и	3	13
7	а не	2	13
8	а в	2	13
9	в этом	2	12
10	только в	6	12
11	и в	13	11
12	в данном	2	11
13	состоит в	1	10
14	своего рода	2	10
15	и его	12	10
16	такого рода	1	10
17	во времени	2	9
18	то что	6	9
19	то же	4	8
20	не может	8	8
21	данном случае	2	8
22	в том	2	8
23	и т.п	7	8
24	но в	4	7
25	том что	2	7
26	если бы	2	7
27	и он	1	6
28	в самом	2	6
29	не в	3	6
30	в этой	1	6
31	в себе	3	6
32	об этом	1	6
33	не мог	2	6
34	к тому	2	6
35	и т.д	5	6
36	в его	7	6
37	как бы	6	6
38	один из	1	6
39	или в	1	6
40	а также	2	6
41	так и	3	5
42	точки зрения	7	5
43	в своей	4	5
44	потому что	1	5
45	столь же	1	5
46	на себя	1	4
47	еще не	1	4
48	с его	1	4
49	но не	1	4
50	как в	2	4
51	все же	5	4
52	в нем	2	4
53	в мире	1	4
54	по себе	1	4
55	и тем	2	4
56	соответствии с	2	4
57	в одном	3	4
58	вплоть до	1	4
59	в то	1	4
60	одна из	1	4
61	того чтобы	1	4
62	никогда не	3	4
63	в сознании	4	4
64	в ней	2	4
65	так в	1	4
66	внимание на	1	4
67	же время	1	4
68	к нему	1	4
69	для него	2	4
70	прежде всего	9	4
71	из наиболее	1	4
72	имеет место	2	4
73	как известно	1	3
74	также и	1	3
75	и то	3	3
76	самом деле	3	3
77	едва ли	1	3
78	мы имеем	1	3
79	мы не	4	3
80	в своем	1	3
81	и как	1	3
82	в целом	2	3
83	для того	1	3
84	подобно тому	1	3
85	не всегда	1	3
86	и ее	2	3
87	тем не	1	3
88	их в	1	3
89	не менее	2	3
90	картины мира	1	3
91	этом отношении	1	3
92	и о	1	3
93	но при	1	3
94	еще в	2	3
95	когда в	1	3
96	сводится к	1	3
97	лишь в	4	3
98	в конечном	1	3
99	между тем	2	3
100	что он	1	3
101	по отношению	3	3
102	не было	1	3
103	как это	1	3
104	тому как	1	3
105	быть не	1	3
106	в начале	1	3
107	но для	3	3
108	не является	4	3
109	не существует	1	3
110	и все	3	3
111	отношению к	3	3
112	что в	3	3
113	и через	1	2
114	в зависимости	2	2
115	иным как	2	2
116	и для	3	2
117	не вполне	1	2
118	ему в	1	2
119	речь которая	1	2
120	зависимости от	2	2
121	в чем	2	2
122	отличие от	1	2
123	в едином	1	2
124	один и	1	2
125	отнюдь не	1	2
126	что касается	1	2
127	роль в	2	2
128	нам как	1	2
129	на две	2	2
130	на то	1	2
131	художественного высказывания	1	2
132	и вот	1	2
133	одно и	3	2
134	входит в	2	2
135	и иных	1	2
136	для них	1	2
137	все равно	1	2
138	он и	1	2
139	и тогда	1	2
140	сводятся к	1	2
141	в отличие	1	2
142	не имеет	2	2
143	и является	2	2
144	связи с	1	2
145	ни о	1	2
146	т.п и	3	2
147	ли не	1	2
148	же самое	1	2
149	с ее	1	2
150	другой стороны	2	2
151	в произведении	2	2
152	в пределах	3	2
153	с языком	1	2
154	особенно в	1	2
155	по мере	1	2
156	своей истории	1	2
157	с другой	2	2
158	времени в	1	2
159	с ними	2	2
160	который в	1	2
161	только на	1	2
162	до конца	1	2
163	его и	1	2
164	в конце	1	2
165	мы можем	4	2
166	каждый из	1	2
167	в особенности	1	2
168	в области	2	2
169	слово но	1	2
170	героя и	2	2
171	а на	1	2
172	что мы	1	2
173	если не	1	2
174	вместе с	1	2
175	и столь	1	2
176	да и	3	2
177	быть и	1	2
178	к двум	1	2
179	в связи	2	2
180	сливаются в	1	2
181	хотя бы	5	2
182	только что	1	2
183	сказать что	1	2
184	чем иным	2	2
185	и наиболее	2	1
186	человеческой речи	2	1
187	жизни литературного	1	1
188	как все	1	1
189	одним из	1	1
190	же как	1	1
191	не знаем	1	1
192	в эстетике	1	1
193	на самом	1	1
194	только потому	1	1
195	это и	1	1
196	и есть	1	1
197	и до	1	1
198	действительного или	1	1
199	мы уже	2	1
200	например в	1	1
201	не приходится	1	1
202	может входить	1	1
203	говоря и	1	1
204	что иное	2	1
205	из того	1	1
206	событий и	1	1
207	но даже	1	1
208	этого термина	1	1
209	не совсем	1	1
210	стиля мы	1	1
211	слово не	1	1
212	и сами	1	1
213	на втором	1	1
214	хх веке	1	1
215	иное как	2	1
216	в различных	1	1
217	тем как	1	1
218	природы и	1	1
219	группируются в	1	1
220	не входит	1	1
221	отношение к	1	1
222	тут же	1	1
223	его на	2	1
224	с этим	3	1
225	воззрений на	1	1
226	еще и	4	1
227	в полном	2	1
228	и наконец	5	1
229	и к	2	1
230	оказывается с	1	1
231	в действительности	2	1
232	что слово	1	1
233	в которой	3	1
234	ни один	3	1
235	же слово	2	1
236	ни одна	1	1
237	что к	1	1
238	и тот	1	1
239	чем его	1	1
240	но ведь	5	1
241	что она	1	1
242	в лирике	1	1
243	не как	3	1
244	которое может	2	1
245	людей и	1	1
246	таким образом	6	1
247	особенности в	1	1
248	говорить не	1	1
249	его в	1	1
250	свести к	1	1
251	их исторической	1	1
252	произведение как	1	1
253	далеко не	1	1
254	в ее	3	1
255	может идти	1	1
256	автора и	1	1
257	здесь она	1	1
258	связаны между	1	1
259	или менее	1	1
260	звуков издаваемых	1	1
261	с точки	5	1
262	в их	3	1
263	и языка	1	1
264	себе а	1	1
265	в которых	1	1
266	целостно и	3	1
267	и уж	1	1
268	точку зрения	3	1
269	и наоборот	1	1
270	необходимо чтобы	1	1
271	что эта	2	1
272	тому что	1	1
273	внимание к	1	1
274	на три	1	1
275	так как	3	1
276	того как	1	1
277	которые не	1	1
278	но такая	1	1
279	она из	1	1
280	и уже	3	1
281	для всех	1	1
282	детей и	1	1
283	по своей	1	1
284	за исключением	1	1
285	во всем	2	1
286	только с	1	1
287	образом не	1	1
288	могут быть	2	1
289	на самый	1	1
290	объект и	2	1
291	обычно в	1	1
292	которой только	1	1
293	в виду	1	1
294	средств в	1	1
295	бытия то	1	1
296	среде и	1	1
297	в организации	1	1
298	только то	1	1
299	всей своей	2	1
300	в другом	2	1
301	в образе	1	1
302	сознании не	1	1
303	мог бы	2	1
304	осуществляется в	1	1
305	но у	1	1
306	не исчерпывается	2	1
307	из одного	1	1
308	весьма характерное	1	1
309	похожим на	3	1
310	приближается к	1	1
311	произведения как	4	1
312	и здесь	1	1
313	косвенной речи	1	1
314	ее и	1	1
315	в значительной	1	1
316	к слову	1	1
317	нуждается в	2	1
318	на одном	1	1
319	целая система	1	1
320	вслед за	2	1
321	и ценностных	1	1
322	в художественной	1	1
323	все время	1	1
324	предстает не	1	1
325	в двух	4	1
326	и детализация	1	1
327	тот же	2	1
328	одной из	1	1
329	значения как	1	1
330	с одной	2	1
331	звучит один	1	1
332	со всеми	1	1
333	к одному	3	1
334	того же	1	1
335	на всем	1	1
336	и у	1	1
337	уже в	2	1
338	вопроса о	4	1
339	языка как	3	1
340	не из	1	1
341	конечном счете	1	1
342	только одно	1	1
343	или даже	1	1
344	произведения и	1	1
345	само по	1	1
346	тем что	2	1
347	на том	1	1
348	которое мы	2	1
349	говорить и	1	1
350	если только	1	1
351	для этого	1	1
352	наконец в	2	1
353	в хх	1	1
354	о влиянии	1	1
355	одной стороны	2	1
356	он только	2	1
357	не на	2	1
358	как системы	3	1
359	сдвиг в	1	1
360	они сводятся	1	1
361	области поэтики	1	1
362	понятие о	1	1
363	там где	2	1
364	разных местах	1	1
365	которой он	1	1
366	с помощью	2	1
367	на фоне	4	1
368	связь с	1	1
369	одно слово	1	1
370	так же	2	1
371	объединены в	1	1
372	она есть	1	1
373	построен на	1	1
374	в тех	2	1
375	как средство	1	1
376	прямая речь	1	1
377	не можем	1	1
378	но имеется	1	1
379	проникновению в	1	1
380	в контексте	1	1
381	слова и	2	1
382	художественное произведение	2	1
383	но это	1	1
384	все это	4	1
385	не смог	1	1
386	в книге	2	1
387	которых он	1	1
388	случаях когда	1	1
389	указать на	1	1
390	мышления в	1	1
391	хотя они	1	1
392	при таком	1	1
393	сознания и	2	1
394	как для	1	1
395	то не	1	1
396	собственно говоря	2	1
397	взаимодействия и	1	1
398	тем более	1	1
399	от первого	1	1
400	это все	1	1
401	эстетике и	1	1
402	наполнения и	1	1
403	не знает	1	1
404	речи и	1	1
405	впервые в	1	1
406	только о	1	1
407	более или	1	1
408	в искусстве	3	1
409	вся эта	1	1
410	по поводу	1	1
411	к этому	1	1
412	они не	1	1
