N	2gram	Medvedev_F_2	FransuaR
1	и в	38	65
2	и др	3	24
3	как бы	4	22
4	и не	20	22
5	вовсе не	11	18
6	в сущности	4	16
7	в том	11	16
8	в этом	27	15
9	но в	4	14
10	в нем	13	13
11	в условиях	1	13
12	и на	3	11
13	прежде всего	15	11
14	все эти	6	10
15	не только	9	10
16	и его	21	10
17	так и	8	10
18	но и	13	10
19	во всех	5	9
20	в эпоху	2	9
21	в его	10	9
22	все это	3	9
23	форм и	1	9
24	за пределы	1	8
25	всех этих	3	8
26	в своем	1	8
27	в основе	5	8
28	в дальнейшем	4	8
29	и даже	4	8
30	здесь в	1	8
31	и другие	2	8
32	формы и	2	7
33	его в	3	7
34	точки зрения	8	7
35	в области	3	7
36	только в	6	7
37	жизни и	3	7
38	на самом	3	6
39	и литературы	1	6
40	они были	2	6
41	в ней	6	6
42	все же	8	6
43	главным образом	3	6
44	при этом	9	6
45	том что	2	6
46	никогда не	2	6
47	как мы	7	6
48	времени и	2	6
49	в значительной	3	6
50	в литературе	1	6
51	так как	4	6
52	может быть	23	6
53	сказать что	2	6
54	связана с	1	5
55	в последующих	1	5
56	меньшей степени	1	5
57	литературы и	4	5
58	с его	11	5
59	отличие от	2	5
60	его развития	1	5
61	как в	4	5
62	с их	1	5
63	в них	1	5
64	рядом с	1	5
65	как и	9	5
66	в своей	7	5
67	между людьми	1	5
68	потому что	2	5
69	той или	1	5
70	между тем	2	5
71	для него	7	5
72	и пр	21	5
73	превращается в	2	5
74	связь с	1	5
75	в той	2	5
76	и все	3	5
77	еще более	5	5
78	в большей	1	5
79	в своих	1	5
80	здесь и	4	4
81	и до	3	4
82	в общем	5	4
83	и к	4	4
84	поэтому и	1	4
85	в самом	16	4
86	в этой	6	4
87	так сказать	3	4
88	и еще	1	4
89	в узком	1	4
90	входит в	4	4
91	в их	6	4
92	в отличие	2	4
93	не в	15	4
94	до сих	1	4
95	можно только	1	4
96	большей или	1	4
97	связи с	13	4
98	почти полностью	1	4
99	из них	4	4
100	отношение к	2	4
101	и оценки	1	4
102	или меньшей	1	4
103	сих пор	1	4
104	для нас	1	4
105	между ними	2	4
106	совершенно не	4	4
107	можно говорить	2	3
108	в применении	2	3
109	самом деле	8	3
110	конечно и	1	3
111	мы будем	1	3
112	жить и	1	3
113	менее всего	3	3
114	не просто	2	3
115	уже не	7	3
116	но все	3	3
117	то что	6	3
118	в себе	1	3
119	но на	1	3
120	и с	9	3
121	и других	2	3
122	это не	2	3
123	в новое	1	3
124	далеко не	1	3
125	в ее	2	3
126	он и	3	3
127	отрыве от	1	3
128	с точки	7	3
129	но это	2	3
130	даже в	2	3
131	эти формы	1	3
132	на котором	2	3
133	взглянуть на	1	3
134	ничего не	4	3
135	этом отношении	7	3
136	и здесь	3	3
137	не могут	7	3
138	и прежде	3	3
139	в виду	2	3
140	она была	1	3
141	с ним	2	3
142	о нем	1	3
143	с другой	3	3
144	и во	1	3
145	к нему	3	3
146	вся эта	1	3
147	во всей	2	3
148	в форме	1	3
149	что он	5	3
150	но как	2	3
151	и новое	1	3
152	где они	1	3
153	в известной	2	3
154	в системе	1	3
155	как раз	6	3
156	в других	7	3
157	даже и	4	3
158	характерно для	1	3
159	и эта	1	3
160	на фоне	4	3
161	и их	3	3
162	применении к	2	3
163	в тех	2	3
164	речевого общения	6	3
165	но для	1	3
166	в более	1	3
167	не является	3	3
168	полнее всего	1	3
169	и ни	1	3
170	от всех	2	3
171	не может	14	3
172	стерна и	1	3
173	что в	7	3
174	в искусстве	2	3
175	одним из	1	2
176	например в	3	2
177	нам кажется	1	2
178	и само	1	2
179	не была	2	2
180	который был	1	2
181	не вполне	1	2
182	которое в	1	2
183	очень характерно	2	2
184	подчеркнуть что	1	2
185	это время	2	2
186	он был	2	2
187	на них	1	2
188	именно эти	1	2
189	время в	1	2
190	в чем	2	2
191	различия между	1	2
192	но не	2	2
193	общения между	1	2
194	не входит	3	2
195	постановке проблемы	1	2
196	значение и	3	2
197	и выражения	1	2
198	своему существу	1	2
199	связанной с	1	2
200	и наконец	4	2
201	его к	1	2
202	это определение	1	2
203	в чисто	1	2
204	за свои	1	2
205	из этих	3	2
206	он не	6	2
207	они в	1	2
208	не к	2	2
209	его от	4	2
210	и по	2	2
211	значительной степени	3	2
212	пусть и	2	2
213	большинстве случаев	3	2
214	это было	3	2
215	это целое	1	2
216	были в	1	2
217	в этих	2	2
218	и без	1	2
219	их в	2	2
220	бы быть	1	2
221	раз и	4	2
222	дело в	1	2
223	на него	1	2
224	в процессе	9	2
225	образом в	1	2
226	и вещи	1	2
227	этих двух	2	2
228	всего на	1	2
229	во всем	1	2
230	отрицает и	2	2
231	и именно	1	2
232	есть только	2	2
233	могут быть	6	2
234	к тому	4	2
235	и это	2	2
236	но при	1	2
237	и многие	2	2
238	и этим	2	2
239	приводит к	2	2
240	роль в	3	2
241	особенно в	3	2
242	во многом	1	2
243	во второй	2	2
244	на что	1	2
245	стремление к	1	2
246	связанная с	1	2
247	из основных	1	2
248	о том	1	2
249	можно сказать	1	2
250	как чисто	1	2
251	ни на	2	2
252	свои пределы	1	2
253	на отдельные	1	2
254	в отрыве	1	2
255	моментами в	1	2
256	отметить что	2	2
257	в тенденции	1	2
258	этот вопрос	2	2
259	с одной	1	2
260	к какому	1	2
261	литературы в	1	2
262	др но	1	2
263	в большинстве	4	2
264	только на	3	2
265	или даже	2	2
266	и нового	2	2
267	не для	1	2
268	в особенности	4	2
269	что не	4	2
270	в некоторых	4	2
271	одной стороны	1	2
272	на этот	1	2
273	до конца	2	2
274	и самый	1	2
275	более того	5	2
276	о необходимости	1	2
277	несмотря на	1	2
278	и так	1	2
279	и особенно	1	2
280	книге о	1	2
281	каковы же	1	2
282	нашего анализа	1	2
283	да и	1	2
284	образом на	1	2
285	того что	3	2
286	в целом	3	2
287	кроме того	2	2
288	в книге	1	2
289	многие из	1	2
290	и для	5	2
291	при таком	1	2
292	и от	2	2
293	или в	3	2
