N	4gram	Bakhtin_sl_1	Problemy
1	в то же время	12	9
2	но в то же	4	5
3	в одной плоскости с	1	3
4	является лишь одним из	1	2
5	на мир и на	1	2
6	но с другой стороны	1	2
7	и в то же	5	2
8	это не значит конечно	1	2
9	точка зрения на мир	1	2
10	не значит конечно что	1	2
11	дело в том что	1	1
12	в истории европейского романа	1	1
13	то же время и	1	1
14	мы имеем в виду	1	1
15	бы то ни было	1	1
16	зрения на мир и	1	1
17	как бы ни были	1	1
18	во всех сферах идеологической	1	1
19	она не входит в	1	1
20	переходил из одного в	1	1
21	в то время как	2	1
22	всех сферах идеологической жизни	1	1
23	из одного в другой	2	1
24	и в авторской речи	1	1
25	мир и на события	1	1
26	бы оно ни было	1	1
27	с точки зрения которого	1	1
28	в большей или меньшей	3	1
29	как и у него	1	1
30	можно прямо сказать что	1	1
31	большей или меньшей степени	3	1
32	лежит в одной плоскости	1	1
33	в неразрывной связи с	1	1
34	и не могут быть	1	1
