N	3gram	Losev_Dial_3	Analitik
1	не может быть	6	16
2	в том что	3	9
3	в то же	1	8
4	то же время	1	6
5	той или иной	2	6
6	что иное как	6	5
7	с точки зрения	14	4
8	и не может	1	4
9	в конечном счете	1	4
10	не что иное	6	4
11	к тому же	2	4
12	о том что	5	3
13	подобно тому как	4	3
14	того или иного	2	3
15	в таком случае	10	3
16	бы то ни	1	3
17	из того что	2	3
18	то ни было	1	3
19	с одной стороны	3	3
20	не в том	1	3
21	есть не что	3	3
22	собственно говоря и	1	3
23	не есть вещь	1	2
24	в самом деле	5	2
25	то же самое	1	2
26	сами по себе	3	2
27	ни в коем	3	2
28	в этом отношении	1	2
29	того и другого	1	2
30	в коем случае	3	2
31	в данном случае	1	2
32	далеко не всегда	1	2
33	не могут быть	2	2
34	с другой стороны	2	2
35	но о том	1	2
36	коем случае не	3	2
37	не о том	1	2
38	тех или иных	1	2
39	такой же мере	1	1
40	есть не более	1	1
41	но и самого	1	1
42	так что оно	1	1
43	и той же	1	1
44	более или менее	1	1
45	имеем в виду	1	1
46	точки зрения в	1	1
47	как раз и	3	1
48	до сих пор	1	1
49	говоря уже о	2	1
50	в зависимости от	2	1
51	на точку зрения	1	1
52	сам по себе	5	1
53	есть в сущности	2	1
54	и та же	1	1
55	с этой точки	2	1
56	по крайней мере	5	1
57	одно и то	2	1
58	субъект и объект	2	1
59	и в частности	1	1
60	что не есть	2	1
61	и объекта и	1	1
62	при условии что	2	1
63	и то же	2	1
64	то что мы	3	1
65	и как бы	1	1
66	в такой же	1	1
67	ни на что	1	1
68	во всяком случае	2	1
69	одна и та	1	1
70	я не могу	1	1
71	случае не есть	2	1
72	на что не	1	1
73	субъекта и объекта	3	1
74	этой точки зрения	2	1
75	все их основные	1	1
76	но то что	2	1
77	вещь может быть	1	1
78	она есть нечто	3	1
79	который не может	1	1
80	только тогда когда	3	1
81	мы имеем в	1	1
82	возможно только в	1	1
83	из которых состоит	3	1
84	в связи с	1	1
85	к тому что	2	1
86	одной и той	1	1
87	и таким образом	1	1
88	оно и не	1	1
89	с той или	1	1
90	как и в	3	1
91	ничто не может	1	1
92	в глубине души	1	1
93	может быть ни	1	1
94	не говоря уже	2	1
