N	2gram	Tiupa_Lite_3	OGranits
1	и в	16	13
2	и его	6	12
3	прежде всего	3	9
4	может быть	12	8
5	не может	8	8
6	и не	22	8
7	и т.п	6	7
8	в его	6	7
9	и их	1	7
10	точки зрения	7	7
11	эстетический объект	3	7
12	только в	7	6
13	как бы	8	6
14	не только	14	6
15	то что	12	6
16	художественного произведения	2	5
17	языка и	1	5
18	и т.д	1	5
19	все же	2	5
20	и наконец	3	5
21	в поэзии	5	5
22	в музыке	1	5
23	с точки	3	5
24	в процессе	1	5
25	хотя бы	1	5
26	эстетического объекта	6	5
27	но мы	1	4
28	тех пор	1	4
29	еще и	2	4
30	на фоне	1	4
31	но в	3	4
32	то же	9	4
33	лишь в	5	4
34	в своей	7	4
35	в школе	1	4
36	было бы	2	4
37	все это	1	4
38	в двух	1	4
39	в каждом	1	4
40	и то	1	3
41	в ее	5	3
42	самом деле	3	3
43	так и	9	3
44	говорить о	1	3
45	в их	1	3
46	по отношению	4	3
47	за пределы	1	3
48	общего с	1	3
49	с этим	1	3
50	в себе	6	3
51	не как	2	3
52	в одном	4	3
53	так как	1	3
54	здесь мы	1	3
55	но и	14	3
56	как и	5	3
57	и уже	1	3
58	со всей	2	3
59	не в	10	3
60	п.н медведева	1	3
61	и для	4	3
62	никогда не	4	3
63	и все	1	3
64	превращается в	1	3
65	т.п и	1	3
66	отношению к	4	3
67	не столько	1	3
68	что в	2	3
69	в искусстве	1	3
70	ничего общего	1	3
71	и наиболее	1	2
72	для себя	2	2
73	данном случае	4	2
74	полном соответствии	2	2
75	которое может	1	2
76	мы уже	1	2
77	есть не	1	2
78	если бы	2	2
79	что иное	1	2
80	иное как	1	2
81	не что	1	2
82	к предмету	2	2
83	в ней	1	2
84	ее в	2	2
85	а также	4	2
86	в чем	1	2
87	высказывание и	1	2
88	между тем	3	2
89	в ряд	1	2
90	в общем	1	2
91	нуждается в	1	2
92	во всей	2	2
93	что они	1	2
94	вслед за	3	2
95	наконец в	3	2
96	к сожалению	1	2
97	и слушателя	1	2
98	как в	5	2
99	в данном	4	2
100	в этом	14	2
101	творческого сознания	1	2
102	но так	1	2
103	автора героя	1	2
104	в полном	2	2
105	в том	12	2
106	с ними	2	2
107	в действительности	1	2
108	в этот	1	2
109	в целом	5	2
110	и тем	3	2
111	с одной	4	2
112	уже в	1	2
113	кажется что	1	2
114	в нем	2	2
115	при этом	15	2
116	для него	2	2
117	в другом	6	2
118	вовсе не	1	2
119	тем что	2	2
120	в них	1	2
121	объект и	2	2
122	но одно	1	2
123	в области	3	2
124	с другой	6	2
125	в самом	3	2
126	входит в	4	2
127	одной стороны	4	2
128	соответствии с	5	2
129	более того	3	2
130	не на	1	2
131	а не	12	2
132	другой стороны	2	2
133	в руках	1	2
134	там где	3	2
135	несмотря на	2	2
136	в связи	1	2
137	том что	8	2
138	в г	3	2
139	от своего	1	2
140	и при	2	2
141	и ее	2	2
142	так же	2	2
143	в отношении	1	2
144	статьи о	1	2
145	своего рода	10	2
146	литературного произведения	1	2
147	с этой	2	2
148	слова и	1	2
149	художественное произведение	2	2
150	не менее	2	2
151	не имеет	1	2
152	в книге	1	2
153	сознания и	2	2
154	собственно говоря	1	2
155	бы в	1	2
156	и является	1	2
157	во всем	1	2
158	а в	5	2
159	еще в	3	2
160	нет ничего	1	2
161	героя и	1	2
162	и к	3	2
163	в своих	2	2
164	к тому	6	2
165	одним из	4	1
166	зависимость от	1	1
167	вне этого	1	1
168	в виду	1	1
169	того же	2	1
170	поэтому столь	1	1
171	как известно	1	1
172	с эстетикой	1	1
173	это и	1	1
174	и есть	1	1
175	сознания с	2	1
176	и до	1	1
177	на том	1	1
178	едва ли	3	1
179	трудный путь	1	1
180	для которой	1	1
181	книге п.н	1	1
182	в борьбе	1	1
183	здесь нет	1	1
184	и о	1	1
185	вопрос о	2	1
186	и всякого	1	1
187	быть может	2	1
188	для этого	1	1
189	по себе	2	1
190	по мере	1	1
191	исследования в	1	1
192	в строфе	1	1
193	в решении	1	1
194	его за	1	1
195	на себя	2	1
196	с ее	3	1
197	и который	1	1
198	из того	2	1
199	то это	2	1
200	другом месте	1	1
201	искусства есть	1	1
202	в мире	16	1
203	и он	1	1
204	в каждой	2	1
205	внимание на	2	1
206	еще не	6	1
207	поэтическое произведение	1	1
208	хх веке	3	1
209	столь же	1	1
210	время в	2	1
211	времени в	1	1
212	не могу	2	1
213	поэта то	1	1
214	несомненно и	1	1
215	тем как	1	1
216	в эстетической	2	1
217	в конечном	1	1
218	и подобно	1	1
219	не знала	1	1
220	к нему	1	1
221	на самом	1	1
222	но не	4	1
223	переходит в	1	1
224	сознания не	1	1
225	борьба с	1	1
226	может и	1	1
227	отношение к	2	1
228	художественного впечатления	1	1
229	нет и	1	1
230	значение имеет	1	1
231	на то	2	1
232	в художественной	1	1
233	которая и	1	1
234	и эстетического	1	1
235	в истории	1	1
236	его эстетической	1	1
237	не зная	1	1
238	сдвига в	1	1
239	в своем	1	1
240	общих для	1	1
241	воззрений на	1	1
242	по своей	3	1
243	что касается	1	1
244	один из	2	1
245	творца и	1	1
246	и как	3	1
247	одной из	1	1
248	что он	5	1
249	более или	1	1
250	или иную	1	1
251	который в	1	1
252	в значительной	1	1
253	художественного события	2	1
254	класс и	2	1
255	в литературоведении	1	1
256	по которым	1	1
257	со всеми	2	1
258	роста и	1	1
259	так в	1	1
260	ни одна	1	1
261	в этой	8	1
262	глаз и	1	1
263	для всех	1	1
264	что к	1	1
265	конечно не	1	1
266	иннокентия анненского	1	1
267	мы чувствуем	1	1
268	и у	1	1
269	жизнь как	2	1
270	к общей	1	1
271	только на	1	1
272	закрепленное в	1	1
273	себя и	2	1
274	вследствие этого	2	1
275	и если	4	1
276	века к	1	1
277	и последовательно	1	1
278	речь в	1	1
279	или даже	1	1
280	и других	1	1
281	конечном счете	1	1
282	ту или	1	1
283	равно и	1	1
284	одно из	4	1
285	в понимании	1	1
286	сознания но	1	1
287	состоит в	6	1
288	художественного высказывания	1	1
289	в конце	2	1
290	на службу	1	1
291	что без	1	1
292	шкловского и	1	1
293	подобно тому	2	1
294	отличие от	5	1
295	людей и	1	1
296	и вместе	2	1
297	угадывается в	1	1
298	и всякое	1	1
299	для того	2	1
300	позволить себе	1	1
301	исполнителя в	1	1
302	борьбы и	1	1
303	в совершенно	2	1
304	бы быть	1	1
305	на все	1	1
306	в лирике	1	1
307	эстетическое общение	1	1
308	его в	2	1
309	искусства в	1	1
310	если говорить	1	1
311	и иных	1	1
312	в природе	4	1
313	он все	2	1
314	еще одно	1	1
315	в живом	2	1
316	только одно	1	1
