N	2gram	Voloshinov_1	Mirosoze
1	и в	16	46
2	в нем	4	22
3	у него	2	22
4	может быть	17	21
5	в этом	9	20
6	не только	7	18
7	и не	4	18
8	никогда не	2	18
9	для него	6	18
10	но и	4	15
11	не может	8	15
12	человека в	1	14
13	как и	2	13
14	а не	1	13
15	не есть	2	13
16	прежде всего	9	12
17	в ней	1	11
18	у нас	1	11
19	но в	4	10
20	та же	1	10
21	он не	2	10
22	он был	1	9
23	не знает	2	9
24	и есть	3	8
25	отношение к	5	8
26	любовь к	1	8
27	так как	4	8
28	она не	1	8
29	в любви	1	8
30	как бы	5	8
31	но это	2	8
32	человека и	1	7
33	в мире	1	7
34	и к	6	7
35	в нашем	1	7
36	в этой	4	7
37	человек не	1	7
38	любви к	1	7
39	хотя бы	4	7
40	и потому	3	7
41	и для	2	7
42	что он	2	7
43	вопрос о	1	6
44	что это	2	6
45	и здесь	1	6
46	во власти	1	6
47	жизнь в	1	6
48	так же	2	6
49	жизни и	3	6
50	то же	2	5
51	я не	1	5
52	совсем не	2	5
53	в самом	2	5
54	привести к	1	5
55	и вот	3	5
56	что она	1	5
57	в своей	2	5
58	в конце	1	5
59	есть прежде	1	5
60	во всем	1	5
61	и его	8	5
62	к тому	1	5
63	и это	6	5
64	те же	3	5
65	один из	2	5
66	в его	4	5
67	для того	1	5
68	то что	3	5
69	и все	4	5
70	в духе	1	5
71	к чему	1	4
72	с его	7	4
73	в жизни	2	4
74	том что	3	4
75	его отношение	1	4
76	не имеет	1	4
77	того чтобы	1	4
78	только и	2	4
79	должны быть	1	4
80	так и	4	4
81	для этого	2	4
82	в русском	1	4
83	себя в	1	4
84	уже не	1	4
85	что и	2	4
86	в свою	1	4
87	они не	2	4
88	что в	3	4
89	все что	4	4
90	же как	2	3
91	это и	1	3
92	высшей степени	1	3
93	той же	1	3
94	и самого	1	3
95	и на	4	3
96	иное как	1	3
97	в чем	5	3
98	менее всего	1	3
99	как он	1	3
100	идеи и	1	3
101	и она	3	3
102	душу и	1	3
103	не будет	2	3
104	и с	8	3
105	в глубине	1	3
106	на все	1	3
107	его в	4	3
108	на почве	1	3
109	ни в	5	3
110	в них	2	3
111	в высшей	1	3
112	всю жизнь	2	3
113	одна и	1	3
114	любовь и	1	3
115	что было	1	3
116	можно ли	1	3
117	что иное	1	3
118	и всегда	1	3
119	себя и	2	3
120	момент в	2	3
121	не существует	2	3
122	если бы	1	3
123	с ним	2	3
124	о том	2	3
125	и можно	1	3
126	что они	1	3
127	в том	3	3
128	только в	4	3
129	есть в	2	3
130	от того	1	3
131	до сих	3	3
132	связано с	1	3
133	с которым	1	3
134	для человека	1	3
135	нет ничего	1	3
136	жизни в	1	3
137	сих пор	3	3
138	теряет свою	1	3
139	сказать что	7	3
140	не что	1	3
141	есть и	2	3
142	влечет к	2	3
143	в своих	1	3
144	я и	6	2
145	нем нет	2	2
146	отношения к	3	2
147	совершенно уже	1	2
148	когда человек	1	2
149	не имеют	1	2
150	его не	1	2
151	а для	1	2
152	же что	1	2
153	не был	1	2
154	во всех	3	2
155	на сторону	1	2
156	в центре	1	2
157	хотя и	1	2
158	увидим что	1	2
159	есть ли	1	2
160	от этого	1	2
161	и этим	2	2
162	на его	1	2
163	на этом	3	2
164	еще более	1	2
165	лишь в	1	2
166	в единую	1	2
167	свою противоположность	1	2
168	не всегда	1	2
169	не будут	1	2
170	в этих	3	2
171	точки зрения	8	2
172	ее в	2	2
173	но эта	1	2
174	которые в	1	2
175	есть еще	1	2
176	что есть	1	2
177	в атмосфере	1	2
178	тогда когда	1	2
179	чем не	3	2
180	ничего не	1	2
181	связи с	1	2
182	в основе	3	2
183	и социального	1	2
184	к себе	3	2
185	оно не	2	2
186	можно было	1	2
187	еще в	1	2
188	быть может	2	2
189	в разных	1	2
190	и та	1	2
191	и что	1	2
192	как ее	1	2
193	в сущности	1	2
194	нас в	1	2
195	к нему	1	2
196	все время	1	2
197	подобно тому	1	2
198	мы видим	2	2
199	тот же	1	2
200	мы увидим	1	2
201	же и	1	2
202	уже в	1	2
203	и других	2	2
204	человека на	1	2
205	и мир	1	2
206	не случайно	1	2
207	или иной	1	2
208	этом пути	1	2
209	интерес к	1	2
210	все творчество	1	2
211	мы еще	1	2
212	что не	2	2
213	к матери	8	2
214	вместе с	3	2
215	страсть и	1	2
216	в человеке	1	2
217	тому как	1	2
218	что же	1	2
219	из этой	1	2
220	в более	1	2
221	сознания и	2	2
222	а в	3	2
223	и эта	1	2
224	культурного творчества	1	1
225	и то	1	1
226	самом деле	6	1
227	он может	1	1
228	и чрезвычайно	1	1
229	я умру	1	1
230	самое замечательное	1	1
231	для достижения	1	1
232	мы не	2	1
233	что если	1	1
234	выходит из	1	1
235	говорить о	2	1
236	и ее	4	1
237	на них	2	1
238	дать им	1	1
239	этим не	1	1
240	соединиться с	1	1
241	не оставляет	1	1
242	теряет свой	1	1
243	друг на	2	1
244	значение и	1	1
245	как со	1	1
246	нет и	2	1
247	в свои	1	1
248	за пределы	2	1
249	с этим	2	1
250	психологов и	1	1
251	все остальные	2	1
252	и как	3	1
253	его к	1	1
254	лежит на	1	1
255	явления и	1	1
256	ни один	1	1
257	все эти	5	1
258	или во	1	1
