N	2gram	Tiupa_Lite_3	Istorich
1	и т	1	27
2	и в	16	26
3	так же	2	18
4	то что	12	16
5	не только	14	15
6	может быть	12	14
7	что в	2	14
8	между двумя	1	12
9	но и	14	12
10	власть над	1	11
11	так и	9	10
12	и его	6	10
13	что он	5	10
14	все же	2	9
15	его в	2	9
16	что и	2	9
17	так как	1	9
18	и не	22	9
19	то же	9	8
20	а в	5	8
21	в этом	14	7
22	он не	1	7
23	как и	5	7
24	в этих	1	7
25	во время	1	7
26	нас к	2	7
27	как в	5	7
28	что здесь	1	7
29	в качестве	5	7
30	превращается в	1	7
31	и то	1	6
32	еще не	6	6
33	что они	1	6
34	как он	1	6
35	не всегда	2	6
36	к нему	1	6
37	потому что	3	6
38	а не	12	6
39	не может	8	6
40	вместе с	5	6
41	когда он	2	6
42	это и	1	5
43	мы уже	1	5
44	то это	2	5
45	но не	4	5
46	и как	3	5
47	но в	3	5
48	уже не	3	5
49	и только	2	5
50	в силу	1	5
51	с собой	1	5
52	в другом	6	5
53	и с	2	5
54	это не	5	5
55	не в	10	5
56	и у	1	5
57	как мы	2	5
58	в его	6	5
59	с ними	2	5
60	в одном	4	5
61	у него	1	5
62	тем что	2	5
63	к этому	2	5
64	вопрос о	2	4
65	на себя	2	4
66	тогда как	17	4
67	не просто	1	4
68	в этот	1	4
69	он в	2	4
70	в плену	1	4
71	но он	1	4
72	в своей	7	4
73	даже в	4	4
74	здесь не	2	4
75	так в	1	4
76	о том	6	4
77	и даже	2	4
78	с появлением	1	4
79	вовсе не	1	4
80	с другой	6	4
81	а на	2	4
82	а по	2	4
83	другой стороны	2	4
84	например в	3	3
85	из трех	1	3
86	что иное	1	3
87	и действительно	1	3
88	перед нами	1	3
89	и и	1	3
90	на то	2	3
91	и если	4	3
92	на его	3	3
93	при этом	15	3
94	становится его	1	3
95	что у	2	3
96	а затем	3	3
97	том что	8	3
98	от своего	1	3
99	и при	2	3
100	с миром	1	3
101	и более	1	3
102	как это	3	3
103	не имеет	1	3
104	в русской	1	3
105	во всем	1	3
106	связи с	2	3
107	к себе	8	3
108	есть только	1	3
109	все еще	3	3
110	и он	1	3
111	она не	1	3
112	данном случае	4	3
113	на вопрос	1	3
114	иное как	1	3
115	но мы	1	3
116	чтобы вызвать	1	3
117	с того	1	3
118	а также	4	3
119	о природе	2	3
120	герой в	2	3
121	в том	12	3
122	только в	7	3
123	переходит в	1	3
124	и других	1	3
125	а именно	5	3
126	не на	1	3
127	в свете	1	3
128	о чем	3	3
129	там где	3	3
130	к своему	1	3
131	в данном	4	3
132	как бы	8	3
133	по существу	4	3
134	для нас	1	3
135	но это	1	3
136	же в	2	3
137	на смену	3	3
138	не что	1	3
139	к этой	1	3
140	начинается с	1	2
141	такую же	1	2
142	и есть	1	2
143	и за	1	2
144	по его	1	2
145	если герой	1	2
146	тех же	1	2
147	отношение к	2	2
148	в этой	8	2
149	в истории	1	2
150	с этим	1	2
151	в своем	1	2
152	хотя и	4	2
153	конечно не	1	2
154	в целом	5	2
155	представляет собой	2	2
156	право на	2	2
157	еще один	2	2
158	в себе	6	2
159	в нем	2	2
160	не к	1	2
161	содержит в	1	2
162	поле и	1	2
163	такого же	1	2
164	здесь мы	1	2
165	лишь в	5	2
166	хотя бы	1	2
167	было бы	2	2
168	из них	4	2
169	и тем	3	2
170	этого не	1	2
171	с тем	1	2
172	и их	1	2
173	что я	5	2
174	тем не	1	2
175	все это	1	2
176	однако в	4	2
177	и наоборот	2	2
178	по себе	2	2
179	не менее	2	2
180	в таких	1	2
181	меня я	1	2
182	не по	1	2
183	по своей	3	2
184	в тексте	4	2
185	в области	3	2
186	у нас	2	2
187	его с	1	2
188	не есть	1	2
189	я тебя	1	2
190	на том	1	2
191	никогда не	4	2
192	том как	1	2
193	и на	2	2
194	имеется в	1	2
195	если бы	2	2
196	говорит об	1	2
197	в самую	1	2
198	того что	9	2
199	себя в	7	2
200	так что	1	2
201	уже в	1	2
202	чтобы он	2	2
203	есть в	1	2
204	представлений о	1	2
205	не случайно	3	2
206	стал его	1	2
207	на этот	1	2
208	а сам	1	2
209	в частности	11	2
210	и вот	2	2
211	такого рода	10	2
212	и там	1	2
213	в горы	1	2
214	с этой	2	2
215	есть и	1	2
216	же самое	2	2
217	это уже	1	2
218	в связи	1	2
219	и все	1	2
220	в лице	2	2
221	вот этот	1	2
222	сказать что	1	2
223	с кем	1	1
224	песни и	2	1
225	его же	1	1
226	из его	1	1
227	что эти	1	1
228	все те	1	1
229	века в	1	1
230	которое может	1	1
231	той же	3	1
232	полагает что	1	1
233	есть не	1	1
234	бы уже	1	1
235	в особой	1	1
236	силой а	1	1
237	приводят к	1	1
238	так чтобы	2	1
239	совпадает с	1	1
240	принадлежит к	1	1
241	не вполне	2	1
242	предстает как	2	1
243	в ней	1	1
244	герой может	1	1
245	он был	1	1
246	он сам	1	1
247	я твой	2	1
248	что по	1	1
249	в чем	1	1
250	во всех	2	1
251	глубокой древности	1	1
252	как правило	1	1
253	о смерти	1	1
254	к которой	1	1
255	к богу	1	1
256	если в	1	1
257	в эти	1	1
258	а и	2	1
259	себе и	1	1
260	и я	1	1
261	превращает его	1	1
262	независимо от	1	1
263	общего с	1	1
264	однако не	3	1
265	и наконец	3	1
266	и к	3	1
267	и хотя	1	1
268	еще на	2	1
269	жизни так	1	1
270	у каждого	1	1
271	большей части	2	1
272	то и	1	1
273	им в	2	1
274	особое место	2	1
275	ее как	1	1
276	жизнью и	1	1
277	вообще не	1	1
278	андреев и	3	1
279	героя здесь	1	1
280	он все	2	1
281	понял что	1	1
282	не как	2	1
283	том чтобы	2	1
284	во главе	1	1
285	предмет и	1	1
286	подобно тому	2	1
287	людей и	1	1
288	к такого	1	1
289	исходя из	1	1
290	бы они	1	1
291	в совершенно	2	1
292	им как	1	1
293	в ход	1	1
294	на все	1	1
295	на этой	1	1
296	налево и	1	1
297	знает что	2	1
298	ощущается как	1	1
299	в гроб	1	1
300	но уже	3	1
301	в них	1	1
302	о которых	1	1
303	она и	2	1
304	берет на	2	1
305	разделяет со	1	1
306	со своими	2	1
307	и уже	1	1
308	рода и	1	1
309	и тогда	2	1
310	еще одно	1	1
311	только тем	1	1
