N	2gram	Bakhtin_Pr_2	DiskursI
1	в себе	5	19
2	при этом	6	17
3	в этом	13	16
4	как и	14	16
5	и в	43	16
6	в качестве	1	16
7	может быть	23	16
8	и не	29	15
9	а не	7	14
10	отличие от	4	12
11	то есть	4	12
12	в отличие	4	12
13	и т.п	1	12
14	но в	10	11
15	в мире	1	11
16	но и	14	11
17	не только	11	10
18	том что	2	10
19	так и	3	9
20	не может	18	9
21	как в	2	8
22	в том	6	8
23	но не	5	7
24	в рамках	1	7
25	в нем	12	7
26	ни в	2	7
27	не менее	3	7
28	при всей	1	7
29	прежде всего	10	7
30	то же	8	6
31	еще не	9	6
32	с его	4	6
33	себя в	3	6
34	все же	3	6
35	в своей	4	6
36	по своей	1	6
37	в своих	2	6
38	и на	10	5
39	в своем	4	5
40	в то	7	5
41	с другой	4	5
42	же время	5	5
43	что в	4	5
44	для него	8	5
45	то что	7	5
46	а с	2	5
47	я в	1	5
48	героя в	3	5
49	я и	2	4
50	в рассказе	3	4
51	и то	2	4
52	по отношению	5	4
53	литературного жанра	1	4
54	в этой	1	4
55	человека в	4	4
56	в основе	1	4
57	о том	5	4
58	в пределах	16	4
59	адресата к	1	4
60	с одной	1	4
61	в одном	12	4
62	одной стороны	1	4
63	как бы	22	4
64	точки зрения	13	4
65	к этому	1	4
66	отношению к	5	4
67	можно назвать	1	4
68	также и	3	3
69	например в	2	3
70	и ее	3	3
71	принадлежит к	1	3
72	перед нами	7	3
73	и как	2	3
74	и наконец	6	3
75	все эти	5	3
76	из этих	2	3
77	он не	9	3
78	внутренней речи	2	3
79	не следует	1	3
80	в другом	7	3
81	его в	3	3
82	это не	3	3
83	в этих	6	3
84	в котором	6	3
85	одном из	1	3
86	не в	11	3
87	могут быть	3	3
88	той или	3	3
89	приводит к	6	3
90	еще в	1	3
91	в его	10	3
92	но она	1	3
93	только в	4	3
94	и его	8	3
95	уже не	3	3
96	из них	2	3
97	в них	4	3
98	из двух	1	3
99	или иной	3	3
100	здесь в	3	3
101	не было	1	3
102	не знает	3	3
103	в творчестве	2	3
104	как будто	1	3
105	можно сказать	1	3
106	но это	4	3
107	в пределе	1	3
108	и все	6	3
109	жизни а	1	3
110	жизни и	1	3
111	как на	1	3
112	же как	1	2
113	повестях белкина	1	2
114	того же	3	2
115	и это	4	2
116	идет о	1	2
117	той же	3	2
118	в повестях	1	2
119	я как	1	2
120	к своему	1	2
121	не нужно	2	2
122	установку на	2	2
123	уже как	1	2
124	отношение к	2	2
125	из важнейших	1	2
126	стороны и	3	2
127	что как	1	2
128	в целом	2	2
129	рассказа в	3	2
130	должна быть	3	2
131	не к	1	2
132	у пушкина	1	2
133	что ни	1	2
134	этом мире	1	2
135	одно и	2	2
136	и с	5	2
137	входит в	2	2
138	на почве	2	2
139	рассказчика и	4	2
140	но уже	1	2
141	рассказ в	4	2
142	должно быть	4	2
143	такой же	3	2
144	все это	5	2
145	несет в	1	2
146	как все	1	2
147	с точки	8	2
148	обращение к	1	2
149	их в	4	2
150	дело в	2	2
151	никогда не	9	2
152	того и	3	2
153	и другого	2	2
154	и чужого	1	2
155	со своим	1	2
156	что на	2	2
157	интонации и	1	2
158	с их	2	2
159	для себя	2	2
160	пожалуй и	2	2
161	с ее	1	2
162	но при	3	2
163	здесь не	6	2
164	это еще	1	2
165	в себя	3	2
166	времени и	2	2
167	не с	1	2
168	живет в	1	2
169	отсюда и	1	2
170	в результате	4	2
171	но здесь	5	2
172	произведения как	2	2
173	между тем	3	2
174	в языке	1	2
175	что и	3	2
176	другого в	3	2
177	и всякое	2	2
178	себя с	1	2
179	которая в	1	2
180	к их	1	2
181	который не	2	2
182	есть в	3	2
183	в большинстве	9	2
184	слова не	1	2
185	не о	1	2
186	далеко не	4	2
187	как рассказ	1	2
188	не на	4	2
189	может иметь	1	2
190	вместе с	1	2
191	направленность на	1	2
192	о чем	1	2
193	в той	5	2
194	что же	7	2
195	в формах	3	2
196	и для	3	2
197	а к	1	2
198	по природе	1	2
199	а в	5	2
200	образ человека	2	2
201	другой стороны	3	2
202	что он	13	2
203	себе самому	4	2
204	это в	1	2
205	себя как	3	1
206	обращено к	1	1
207	является для	1	1
208	одним из	1	1
209	чтобы не	2	1
210	художественного произведения	1	1
211	а между	2	1
212	но лишенные	1	1
213	самом деле	5	1
214	это и	1	1
215	в чужой	1	1
216	между рассказом	1	1
217	слова эта	1	1
218	и есть	1	1
219	в первом	2	1
220	к другому	5	1
221	достоевского в	4	1
222	проникает в	1	1
223	к рассказу	1	1
224	слово рассказа	1	1
225	жизни здесь	1	1
226	и могут	1	1
227	он ничего	4	1
228	к чему	1	1
229	есть не	1	1
230	на материале	2	1
231	и само	1	1
232	мы не	4	1
233	собой как	1	1
234	вопрос о	2	1
235	героя нашего	1	1
236	этом не	1	1
237	не была	3	1
238	высказывания в	1	1
239	он как	1	1
240	в сущности	9	1
241	целого но	1	1
242	этом так	1	1
243	я не	4	1
244	и иван	1	1
245	ему в	1	1
246	становится объектом	1	1
247	в некотором	1	1
248	и со	3	1
249	героев в	1	1
250	обращен к	3	1
251	а другие	1	1
252	это характеристика	1	1
253	собой в	1	1
254	его по-своему	1	1
255	он был	3	1
256	он сам	3	1
257	на их	1	1
258	бы то	1	1
259	во всех	4	1
260	в сюжете	1	1
261	тем как	1	1
262	иного рода	1	1
263	автором как	1	1
264	в ее	1	1
265	точка зрения	1	1
266	не то	1	1
267	друг на	2	1
268	в сторону	2	1
269	самого сюжета	1	1
270	если в	1	1
271	человеческих отношений	1	1
272	друг от	2	1
273	друга и	2	1
274	человека с	1	1
275	за пределы	3	1
276	и сюжет	1	1
277	речи именно	1	1
278	вследствие чего	1	1
279	в одной	3	1
280	вот как	4	1
281	эпистолярная форма	3	1
282	чужого слова	24	1
283	пределах одной	1	1
284	на какое-нибудь	1	1
285	ней в	1	1
286	в одних	1	1
287	однако не	1	1
288	просто как	1	1
289	хотя и	5	1
290	себе не	1	1
291	то в	1	1
292	в самом	7	1
293	себе как	2	1
294	другого как	1	1
295	в нашем	1	1
296	бы не	2	1
297	и пространства	1	1
298	так в	1	1
299	рассказчика в	1	1
300	раз в	1	1
301	им в	2	1
302	о возможности	1	1
303	но на	2	1
304	человек не	1	1
305	теми же	1	1
306	к миру	2	1
307	так сказать	6	1
308	и только	3	1
309	одному из	1	1
310	и еще	2	1
311	он должен	1	1
312	не изучены	1	1
313	к одному	6	1
314	не как	6	1
315	но прежде	1	1
316	мир как	1	1
317	на этом	1	1
318	человек с	2	1
319	не бывает	1	1
320	таким образом	5	1
321	я бы	1	1
322	значительной степени	1	1
323	то ни	1	1
324	сознание и	2	1
325	самого автора	1	1
326	об этом	2	1
327	всей ее	1	1
328	лишь в	8	1
329	и иных	1	1
330	форму и	1	1
331	лишь на	2	1
332	оно достаточно	1	1
333	в жизни	3	1
334	например рассказ	2	1
335	и романа	1	1
336	читателя в	1	1
337	словами самого	2	1
338	на друга	2	1
339	несмотря на	1	1
340	которую он	2	1
341	какое место	1	1
342	я его	1	1
343	о герое	1	1
344	в такой	2	1
345	в рассказ	2	1
346	пределах одного	9	1
347	от времени	1	1
348	оно живет	1	1
349	дальнейшее развитие	1	1
350	в которых	2	1
351	героя с	3	1
352	установка на	4	1
353	стало быть	1	1
354	своей жизни	2	1
355	границами между	1	1
356	другом и	1	1
357	тем не	2	1
358	героя но	2	1
359	по крайней	1	1
360	перед ним	2	1
361	том же	4	1
362	что этот	2	1
363	в повести	2	1
364	же может	1	1
365	изнутри в	1	1
366	а вот	2	1
367	и герой	2	1
368	сознании в	1	1
369	при всех	1	1
370	но они	1	1
371	в таких	1	1
372	она не	3	1
373	виду что	1	1
374	с теми	2	1
375	мысли в	1	1
376	мышления и	1	1
377	одна из	2	1
378	на него	3	1
379	в процессе	2	1
380	отрешиться от	1	1
381	и имеет	1	1
382	о них	1	1
383	себе самом	3	1
384	и самодостаточность	1	1
385	и всегда	2	1
386	ничего не	3	1
387	того как	2	1
388	его речи	2	1
389	и до	4	1
390	во всем	3	1
391	слово здесь	4	1
392	рассказа но	1	1
393	к читателю	1	1
394	ему не	1	1
395	сюжета в	2	1
396	настоящего времени	1	1
397	известной степени	1	1
398	к себе	7	1
399	не могут	4	1
400	реплики в	1	1
401	но все	2	1
402	и другой	1	1
403	не знаем	1	1
404	в прозе	1	1
405	отличается от	2	1
406	числе и	1	1
407	всего в	1	1
408	к тому	4	1
409	его с	1	1
410	указывает на	2	1
411	не есть	2	1
412	в переходе	1	1
413	от друга	2	1
414	из главных	1	1
415	для читателя	1	1
416	в собственном	1	1
417	между сознаниями	1	1
418	эти две	1	1
419	чужой речи	3	1
420	сознания с	1	1
421	на свой	6	1
422	и сам	7	1
423	что может	2	1
424	в образе	2	1
425	в нескольких	1	1
426	здесь как	1	1
427	отождествляется с	1	1
428	и каждый	1	1
429	и воспроизводится	1	1
430	это ощущение	1	1
431	чем у	3	1
432	поэтому в	1	1
433	жанра в	1	1
434	для этого	2	1
435	и даже	3	1
436	с ним	3	1
437	как выражение	2	1
438	с человеком	2	1
439	каждый из	2	1
440	все дело	1	1
441	о нем	6	1
442	часто и	1	1
443	и здесь	3	1
444	не был	2	1
445	никак не	5	1
446	и что	5	1
447	не стоит	1	1
448	один голос	1	1
449	себя самого	1	1
450	может не	1	1
451	в значительной	1	1
452	нас в	1	1
453	и во	1	1
454	рассказа и	2	1
455	он его	1	1
456	по двум	1	1
457	всякий человек	1	1
458	как жанр	1	1
459	на одном	1	1
460	в форме	2	1
461	крайней мере	1	1
462	внешнее и	1	1
463	слов и	5	1
464	и следовательно	3	1
465	в слово	1	1
466	и мир	1	1
467	что вот	2	1
468	но тут	1	1
469	как объект	1	1
470	рассказом и	1	1
471	о рассказе	1	1
472	воздействия на	1	1
473	утрачивает свое	1	1
474	в освещении	1	1
475	менее в	1	1
476	и весьма	1	1
477	и так	2	1
478	приходит в	1	1
479	двух точек	2	1
480	от них	2	1
481	с которыми	1	1
482	устной речи	3	1
483	так что	5	1
484	же и	4	1
485	менее очевидна	1	1
486	только на	3	1
487	и они	2	1
488	себя и	3	1
489	не слияние	1	1
490	в поэзии	2	1
491	во втором	1	1
492	большинстве случаев	8	1
493	ориентированы на	1	1
494	двуголосого слова	3	1
495	мир в	1	1
496	в книге	1	1
497	и их	3	1
498	в новом	1	1
499	всяком случае	1	1
500	и двусмысленный	1	1
501	вовсе не	5	1
502	высказывания и	2	1
503	авторского слова	2	1
504	может служить	2	1
505	друг друга	1	1
506	не случайно	1	1
507	вводит в	1	1
508	человек как	1	1
509	повесть о	1	1
510	не говорит	1	1
511	тем что	3	1
512	рассказ от	1	1
513	в других	1	1
514	и строго	1	1
515	были бы	1	1
516	того что	2	1
517	точек зрения	4	1
518	и тех	1	1
519	лица в	1	1
520	и между	1	1
521	еще и	1	1
522	во второй	1	1
523	и др	2	1
524	в романе	3	1
525	между ними	4	1
526	но есть	1	1
527	этом слово	1	1
528	превращается в	2	1
529	на этот	4	1
530	до конца	4	1
531	не между	1	1
532	миром в	1	1
533	его как	1	1
534	из героев	1	1
535	все то	1	1
536	там где	4	1
537	что из	1	1
538	и ты	1	1
539	и слово	1	1
540	в одно	3	1
541	и глубоко	1	1
542	на фоне	5	1
543	речевой манере	1	1
544	человек в	1	1
545	как это	1	1
546	а завтра	1	1
547	речь не	1	1
548	опирается на	2	1
549	сообщение о	1	1
550	из которых	1	1
551	по своему	2	1
552	устная интонация	1	1
553	этого типа	1	1
554	в мир	1	1
555	да и	5	1
556	слово там	1	1
557	в это	1	1
558	даже в	3	1
559	слова и	12	1
560	ведет свою	1	1
561	и от	1	1
562	но для	3	1
563	один из	1	1
564	о мире	1	1
565	при всем	1	1
566	но с	1	1
567	более того	4	1
568	то будет	2	1
569	слова но	2	1
570	лица с	1	1
571	героя никогда	1	1
572	своей собственной	1	1
573	когда он	3	1
574	вот умер	1	1
575	совершенно иной	1	1
576	обращается к	1	1
577	к чужому	7	1
578	в третьем	1	1
579	в литературной	2	1
580	еще более	2	1
581	и ни	1	1
582	его жизнь	1	1
583	ни было	2	1
584	же в	1	1
585	в равной	1	1
586	быть и	2	1
587	определяется его	1	1
588	к самому	3	1
589	равной степени	1	1
590	всего на	1	1
591	одной из	1	1
592	слово в	8	1
593	чужому слову	11	1
594	сказать что	2	1
595	я к	1	1
596	речи и	4	1
597	их с	2	1
598	слово функционирует	1	1
599	из этого	1	1
600	занимает в	1	1
601	строится на	1	1
602	в какой	1	1
603	к другим	1	1
604	ее в	2	1
605	как слово	2	1
606	прямой речи	1	1
607	во всяком	2	1
608	том числе	1	1
609	творчество как	1	1
