N	3gram	Losev_Vlad_2	Komedia
1	в том что	9	9
2	в то время	6	5
3	к тому же	1	5
4	том что он	2	4
5	то время как	1	4
6	в конце концов	3	4
7	то же время	3	4
8	в то же	3	4
9	и т д	1	4
10	в этом отношении	1	3
11	после того как	2	3
12	о том что	3	3
13	не говоря уже	2	2
14	во второй половине	2	2
15	в эти годы	4	2
16	говоря уже о	2	2
17	в первую очередь	1	2
18	до сих пор	1	2
19	бы то ни	1	2
20	во всяком случае	6	2
21	в тех же	1	2
22	на то что	2	2
23	можно судить по	4	2
24	наконец в г	1	1
25	что иное как	1	1
26	которую он считал	1	1
27	хотя и не	2	1
28	что же касается	5	1
29	в следующем году	1	1
30	но и она	1	1
31	чуть ли не	1	1
32	со своей стороны	1	1
33	более или менее	3	1
34	в том числе	1	1
35	в том же	2	1
36	да и в	1	1
37	вместе с тем	1	1
38	у него не	1	1
39	а может быть	1	1
40	сам по себе	2	1
41	можно было бы	2	1
42	в этот период	1	1
43	что все это	1	1
44	в году он	1	1
45	и в конце	1	1
46	именно здесь в	1	1
47	в это время	4	1
48	в самом начале	1	1
49	в данном случае	2	1
50	не только в	2	1
51	в высшей степени	1	1
52	на этот раз	3	1
53	в той же	1	1
54	что эти слова	1	1
55	в отличие от	3	1
56	том же году	1	1
57	как тот же	1	1
58	и на его	2	1
59	так или иначе	3	1
60	в течение всей	2	1
61	за собой и	1	1
62	март г в	1	1
63	конце концов в	1	1
64	из других источников	1	1
65	из них не	1	1
66	и в том	1	1
67	нет никаких оснований	1	1
68	на третьем месте	1	1
69	и особенно в	1	1
70	до конца и	1	1
71	с самого начала	1	1
72	в отрыве от	1	1
73	т i с	3	1
74	и прежде всего	1	1
75	не что иное	1	1
76	в течение всего	1	1
77	к этому времени	2	1
78	к нему с	1	1
79	несколько месяцев до	1	1
80	как мы уже	1	1
81	за несколько месяцев	1	1
82	тем не менее	6	1
83	ни в этой	1	1
84	как мы видели	2	1
85	или вовсе не	1	1
86	для того чтобы	1	1
87	насколько можно судить	1	1
88	может быть в	1	1
89	из этих элементов	1	1
