N	3gram	Tiupa_Narr_2	Psycholo
1	для того чтобы	1	19
2	в том что	8	12
3	все то что	2	11
4	о том что	4	10
5	в самом деле	1	7
6	то же самое	1	6
7	к тому что	3	5
8	на самом деле	2	5
9	с точки зрения	2	4
10	можно было бы	1	4
11	как раз в	1	4
12	точно так же	2	3
13	и что в	1	3
14	так же как	2	3
15	то что он	1	3
16	несет в себе	1	3
17	не для того	1	3
18	во всяком случае	1	3
19	и т п	2	3
20	до сих пор	1	3
21	с одной стороны	5	3
22	вслед за этим	1	3
23	таким образом что	1	2
24	да и не	1	2
25	никак не может	1	2
26	как это делает	1	2
27	то время как	1	2
28	вместо того чтобы	1	2
29	в то время	1	2
30	что в ней	1	2
31	не только не	2	2
32	на то чтобы	2	2
33	к тому же	4	2
34	мы всякий раз	1	1
35	раз в том	1	1
36	что иное как	1	1
37	в этой фразе	1	1
38	или хотя бы	1	1
39	прежде всего на	1	1
40	по отношению к	5	1
41	в которых он	1	1
42	подобно тому как	2	1
43	в своем составе	1	1
44	а не все	1	1
45	этой стороны может	1	1
46	мысли и воображения	1	1
47	как это обычно	1	1
48	начала и конца	1	1
49	самом деле не	1	1
50	в таком случае	1	1
51	именно то что	2	1
52	стороны может быть	1	1
53	что все эти	1	1
54	то же время	3	1
55	и не может	2	1
56	на этот вопрос	1	1
57	и здесь мы	1	1
58	с этой точки	1	1
59	которые по словам	1	1
60	в том или	1	1
61	на эту тему	1	1
62	в противоречие с	1	1
63	является ли это	1	1
64	и с точки	1	1
65	во второй раз	1	1
66	на первый взгляд	1	1
67	и в то	1	1
68	непременно должен был	1	1
69	а также и	1	1
70	в том как	2	1
71	что толстой в	1	1
72	а с другой	1	1
73	я не могу	1	1
74	а не только	1	1
75	как бы в	2	1
76	в своем роде	1	1
77	мысль о том	2	1
78	не может быть	2	1
79	не что иное	1	1
80	вот и все	1	1
81	то есть в	1	1
82	этой точки зрения	1	1
83	не только в	6	1
84	в конечном счете	3	1
85	с этой стороны	1	1
86	можно сказать что	3	1
87	в евгении онегине	1	1
88	в этом смысле	1	1
89	в то же	3	1
90	тому что он	2	1
91	том или ином	1	1
92	связи с этой	1	1
93	так или иначе	1	1
94	которое могло бы	1	1
95	иначе говоря мы	1	1
96	не следует понимать	1	1
