N	3gram	Medvedev_V_1	Problema
1	о том что	3	9
2	в том что	5	8
3	в связи с	3	7
4	в конце концов	2	6
5	с другой стороны	8	5
6	по крайней мере	2	4
7	в этом смысле	1	3
8	вместе с тем	3	3
9	то время как	1	3
10	с одной стороны	2	3
11	как будто бы	1	3
12	все же не	1	3
13	в то время	1	3
14	можно сказать что	4	3
15	в новое время	1	3
16	после того как	1	3
17	только тогда когда	1	3
18	по отношению к	7	2
19	равно как и	4	2
20	но даже и	1	2
21	также и в	2	2
22	в том числе	2	2
23	до сих пор	1	2
24	в результате чего	2	2
25	в таком случае	1	2
26	но и в	1	2
27	в значительной мере	3	2
28	при всем своем	1	2
29	не чем иным	1	2
30	в данном случае	1	2
31	не может быть	8	2
32	во всяком случае	1	2
33	чем иным как	1	2
34	и никогда не	1	2
35	по этому поводу	7	2
36	для того чтобы	3	2
37	он говорит как	1	1
38	этого типа мы	1	1
39	хотя и не	1	1
40	одному тому что	2	1
41	таким образом уже	1	1
42	другой стороны он	1	1
43	по одному тому	2	1
44	в области художественного	1	1
45	чуть ли не	2	1
46	человека вообще и	1	1
47	не говоря уже	1	1
48	как это мы	1	1
49	художественного творчества и	1	1
50	в самом деле	1	1
51	о том как	3	1
52	в силу того	1	1
53	творчества таким образом	1	1
54	человека а не	1	1
55	не удивительно что	3	1
56	области художественного творчества	1	1
57	дошедших до нас	1	1
58	в этом отношении	13	1
59	по аналогии с	1	1
60	том числе и	2	1
61	можно было бы	2	1
62	ни в какой	1	1
63	говоря уже о	1	1
64	с этой точки	1	1
65	говорить не о	2	1
66	ту или иную	1	1
67	вот что пишет	1	1
68	уже о том	1	1
69	в силу чего	2	1
70	но в то	1	1
71	не только в	2	1
72	мы встречаемся с	1	1
73	об этом же	1	1
74	в виду не	1	1
75	так или иначе	1	1
76	уже по одному	2	1
77	художественное творчество как	1	1
78	что об этом	1	1
79	же говорит и	3	1
80	бросается в глаза	1	1
81	чтобы покончить с	1	1
82	этой точки зрения	2	1
83	тогда когда все	1	1
84	то же время	5	1
85	от того что	2	1
86	том смысле что	1	1
87	и вместе с	1	1
88	это и есть	3	1
89	таким образом даже	2	1
90	то или иное	1	1
91	хотя бы в	3	1
92	вопрос о том	1	1
93	той или иной	1	1
94	в то же	5	1
95	в том смысле	1	1
96	в результате этого	1	1
97	сама по себе	1	1
98	по его мнению	1	1
99	к тому же	1	1
100	том что и	1	1
101	и т д	14	1
