N	3gram	Tiupa_Anal_1	Istorich
1	с другой стороны	2	8
2	не только в	1	5
3	о том что	3	5
4	с одной стороны	3	4
5	на первый взгляд	1	4
6	мы имеем в	1	4
7	в том что	9	4
8	этой точки зрения	1	3
9	с этой точки	1	3
10	отца к сыну	1	3
11	не может быть	16	3
12	в данном случае	2	3
13	от отца к	1	3
14	дело не в	1	3
15	но и в	2	2
16	как это происходит	1	2
17	до сих пор	1	2
18	может быть понят	1	2
19	здесь мы имеем	1	2
20	в том чтобы	7	2
21	это происходит в	1	2
22	от тестя к	1	2
23	тестя к зятю	1	2
24	как и в	1	2
25	о том как	1	1
26	не в состоянии	1	1
27	это не всегда	1	1
28	с точки зрения	4	1
29	состоит в том	3	1
30	оно может быть	1	1
31	а не с	1	1
32	а не в	3	1
33	это означает что	2	1
34	по отношению к	5	1
35	в самом деле	2	1
36	дело не только	1	1
37	то же самое	2	1
38	только в том	1	1
39	в зависимости от	1	1
40	и дело не	1	1
41	бы то ни	3	1
42	как мы увидим	1	1
43	и та же	1	1
44	том что именно	1	1
45	и т п	3	1
46	как если бы	1	1
47	и не в	4	1
48	вместе с тем	1	1
49	что то что	1	1
50	обращает на себя	1	1
51	в этой связи	1	1
52	то ни было	3	1
53	то он не	1	1
54	и тот же	1	1
55	имеем дело с	3	1
56	все же не	1	1
57	в связи с	1	1
58	в целом итак	1	1
59	одна и та	1	1
60	один и тот	1	1
61	на вопрос о	1	1
62	до встречи с	1	1
63	не в его	1	1
64	более или менее	1	1
65	на вопрос почему	1	1
66	ибо он уже	1	1
67	мысль о том	1	1
68	как и сам	1	1
69	к объяснению которое	1	1
70	к тому что	1	1
71	приводит нас к	1	1
72	но не может	1	1
73	в этом все	1	1
74	в мировом фольклоре	1	1
