N	3gram	Bakhtin_Pr_3	Problema
1	и т д	2	13
2	тем не менее	2	10
3	в том что	1	9
4	сама по себе	2	8
5	той или иной	2	8
6	и то что	1	7
7	в данном случае	1	7
8	во всяком случае	5	6
9	и в этом	2	6
10	в этом случае	2	5
11	по крайней мере	3	5
12	с другой стороны	3	5
13	не может быть	6	5
14	что же касается	1	4
15	но даже и	1	4
16	как раз и	2	4
17	т д и	1	4
18	бы то ни	4	4
19	на самом же	1	4
20	в то же	12	4
21	это вовсе не	1	4
22	даже и не	1	4
23	и то же	1	4
24	самом же деле	1	4
25	того или другого	2	3
26	мы могли бы	1	3
27	может быть даже	3	3
28	может быть и	1	3
29	одно и то	1	3
30	то ни было	4	3
31	в конце концов	3	3
32	как будто бы	1	3
33	что же такое	1	3
34	о том что	2	3
35	на этот раз	1	3
36	что и в	1	3
37	именно потому что	2	3
38	что он есть	1	2
39	хотя и не	1	2
40	в той или	2	2
41	а вовсе не	2	2
42	чего бы то	2	2
43	да и то	1	2
44	так что он	1	2
45	и это вовсе	1	2
46	с точки зрения	4	2
47	до сих пор	1	2
48	в отличие от	2	2
49	в чем не	2	2
50	и как бы	1	2
51	но только в	1	2
52	потому что они	1	2
53	и ни в	1	2
54	ни в чем	2	2
55	по себе как	1	2
56	на самом деле	10	2
57	ни о каком	1	2
58	можно сказать что	1	2
59	для самого себя	1	2
60	и больше ничего	1	2
61	вовсе не является	1	2
62	как мы видели	2	2
63	и только в	1	2
64	если бы он	1	1
65	и того же	1	1
66	вполне понятно что	2	1
67	с самим предметом	1	1
68	точки зрения на	1	1
69	но как мы	1	1
70	с которыми мы	1	1
71	в чем же	1	1
72	все это уже	1	1
73	а не в	2	1
74	на котором мы	1	1
75	заключение мы должны	1	1
76	как и во	1	1
77	тут не может	1	1
78	в котором он	1	1
79	в том и	1	1
80	уже не в	1	1
81	быть даже в	1	1
82	и своего собственного	1	1
83	как мы сказали	1	1
84	бы даже и	1	1
85	что он не	1	1
86	по себе и	1	1
87	того и другого	1	1
88	что он только	2	1
89	до того что	1	1
90	от самого себя	1	1
91	с самим собою	7	1
92	и не в	3	1
93	у него с	1	1
94	как и в	1	1
95	может быть не	1	1
96	себе и не	1	1
97	тем что он	2	1
98	но может быть	1	1
99	и все его	1	1
100	смысле этого слова	2	1
101	не в самом	1	1
102	но при этом	1	1
103	в себе как	1	1
104	быть и речи	1	1
105	и не было	1	1
106	самом деле и	1	1
107	вернемся еще раз	1	1
108	в заключение мы	1	1
109	благодаря тому что	1	1
110	всяком случае не	1	1
111	художественное произведение в	1	1
112	в нем не	1	1
113	как впрочем и	1	1
114	только на одно	1	1
115	и именно потому	1	1
116	друг к другу	1	1
117	но и с	1	1
118	настолько велико что	1	1
119	вовсе не являются	1	1
120	никогда не является	1	1
121	а может быть	2	1
122	и во всяком	1	1
123	чем иным как	1	1
124	быть даже и	1	1
125	имел в виду	1	1
126	так и в	2	1
127	и к другим	1	1
128	для себя самого	4	1
129	не чем иным	1	1
130	не только не	1	1
131	что в нем	2	1
132	как бы ни	1	1
133	в самом деле	3	1
134	которая может быть	1	1
135	на то что	1	1
136	одного и того	1	1
137	уже сама по	1	1
138	и во всем	1	1
139	к тому что	1	1
140	для того чтобы	1	1
141	никогда и не	1	1
142	к тому же	2	1
143	для этого необходимо	2	1
144	мы еще не	1	1
145	этого слова в	2	1
