N	3gram	Trubetskoy_1	Problemy
1	то же время	2	10
2	в то же	2	10
3	на самом деле	7	9
4	с самого начала	1	8
5	по отношению к	9	6
6	мы уже говорили	1	5
7	во всяком случае	2	4
8	друг с другом	9	4
9	а между тем	8	3
10	он не может	2	3
11	бы то ни	2	3
12	уже говорили что	1	3
13	одно и то	1	3
14	то ни было	2	3
15	в высшей степени	1	3
16	в конце концов	4	3
17	и то же	1	3
18	друг к другу	2	3
19	с другой стороны	4	3
20	и в нем	1	3
21	не может быть	3	3
22	к тому же	5	3
23	смысле этого слова	1	2
24	для этого необходимо	1	2
25	с точки зрения	8	2
26	и не может	1	2
27	как и все	2	2
28	друг на друга	1	2
29	можно было бы	1	2
30	что он сам	1	2
31	и все это	1	2
32	и что все	1	2
33	но все же	2	2
34	в том что	15	2
35	как мы знаем	1	2
36	именно потому что	2	2
37	в его собственной	1	1
38	еще далеко не	1	1
39	точки зрения на	1	1
40	время от времени	2	1
41	дело в том	1	1
42	и в целом	1	1
43	а затем и	1	1
44	и для самого	1	1
45	не только с	1	1
46	в самом деле	5	1
47	бы в его	1	1
48	в том и	2	1
49	никак не может	1	1
50	том что он	2	1
51	самого начала в	1	1
52	в том же	3	1
53	в этом случае	4	1
54	что же касается	2	1
55	из него все	1	1
56	до сих пор	8	1
57	вместе с тем	2	1
58	таким образом как	1	1
59	в целом в	1	1
60	в его душе	1	1
61	а так как	1	1
62	но для этого	1	1
63	все же все	1	1
64	за то что	1	1
65	заключает в себе	2	1
66	том или ином	1	1
67	рано или поздно	1	1
68	заключают в себе	1	1
69	благодаря тому что	1	1
70	по крайней мере	1	1
71	что он может	1	1
72	и то что	3	1
73	может быть и	4	1
74	к тому что	1	1
75	то время как	1	1
76	в том или	1	1
77	между тем с	1	1
78	с такою же	1	1
79	то что у	2	1
80	в данном случае	3	1
81	и в каждый	1	1
82	в один из	1	1
83	каждый из них	1	1
84	к одному из	1	1
85	во всех отношениях	1	1
86	в нем не	1	1
87	так и для	2	1
88	и со своим	1	1
89	но и с	1	1
90	всех тех кто	1	1
91	в тот же	1	1
92	я не могу	1	1
93	том и в	1	1
94	и в том	2	1
95	именно с точки	1	1
96	мы видели что	1	1
97	это потому что	1	1
98	в то время	2	1
99	между этими двумя	2	1
100	и с этой	1	1
101	в этом я	1	1
102	все это без	1	1
103	из которых каждый	1	1
104	как и в	2	1
105	в такой форме	2	1
106	все эти слова	1	1
107	в свою очередь	2	1
108	и того же	3	1
109	но в эту	1	1
110	о том что	4	1
111	у него с	2	1
112	не только не	1	1
113	по его мнению	1	1
114	как бы ни	1	1
115	одного и того	3	1
116	друг от друга	6	1
117	тем не менее	4	1
118	как мы видели	1	1
119	для того чтобы	7	1
120	что это действительно	1	1
121	а не в	1	1
122	то же самое	1	1
123	и в другом	1	1
