N	3gram	Vygotskiy__7	Literetu
1	в том что	13	11
2	состоит в том	3	5
3	в отличие от	2	5
4	в то же	1	5
5	в данном случае	5	4
6	не только в	1	4
7	в конечном счете	2	4
8	прежде всего в	2	3
9	по аналогии с	1	3
10	с этой точки	4	3
11	этой точки зрения	4	3
12	в силу своей	1	3
13	в том же	1	3
14	по отношению к	5	2
15	подобно тому как	1	2
16	с точки зрения	21	2
17	только в том	1	2
18	в этом отношении	3	2
19	из того что	2	2
20	все же в	1	2
21	и то что	3	2
22	с одной стороны	5	2
23	но при этом	1	2
24	во всяком случае	1	2
25	в целом но	1	2
26	о том что	4	2
27	и тем самым	4	2
28	нет я не	1	2
29	тем не менее	3	2
30	в основе всех	1	1
31	только потому что	3	1
32	не удивительно поэтому	1	1
33	в последнее время	2	1
34	одним и тем	2	1
35	на самом деле	2	1
36	на то что	4	1
37	в частности для	1	1
38	в соответствии с	1	1
39	том что он	2	1
40	как раз и	1	1
41	в одной из	1	1
42	с другой к	1	1
43	в зависимости от	1	1
44	по отношению ко	1	1
45	и одно из	1	1
46	никак не мог	1	1
47	можно было бы	1	1
48	поэзии и прозы	2	1
49	в той мере	2	1
50	одной стороны к	1	1
51	отношению ко всему	1	1
52	ключ к изучению	1	1
53	в лучшем случае	2	1
54	по этому поводу	3	1
55	свою очередь при	1	1
56	а по сути	1	1
57	и что ему	1	1
58	и тем же	2	1
59	в самом деле	4	1
60	лишь в той	2	1
61	и в этом	1	1
62	с тем же	1	1
63	один из моментов	1	1
64	тех пор пока	1	1
65	в этом и	2	1
66	с другой стороны	1	1
67	не может быть	4	1
68	тем самым к	1	1
69	едва ли не	2	1
70	по ту сторону	1	1
71	все что ему	1	1
72	нельзя сказать что	1	1
73	по тем же	1	1
74	до тех пор	1	1
75	всего в том	1	1
76	в свою очередь	2	1
77	до сих пор	3	1
78	с самого начала	7	1
79	но все же	1	1
80	словами то что	1	1
81	удивительно поэтому что	1	1
82	может и не	1	1
83	в большинстве случаев	2	1
84	в том числе	1	1
85	не менее их	1	1
86	мы имеем дело	1	1
87	по одним и	1	1
88	здесь как и	1	1
89	в равной мере	1	1
