N	2gram	Potebnia_M_3	Psycholo
1	то что	18	44
2	и в	30	33
3	в этом	10	28
4	и что	10	25
5	как бы	3	25
6	потому что	46	24
7	для того	4	23
8	том что	18	22
9	того чтобы	3	22
10	может быть	28	22
11	что в	17	21
12	в том	32	21
13	о том	2	20
14	что он	6	20
15	и мы	2	15
16	только что	8	15
17	что это	4	13
18	таким образом	14	13
19	то есть	34	13
20	так же	3	13
21	и не	15	13
22	все это	4	13
23	сказать что	5	13
24	самом деле	2	12
25	в самом	8	12
26	было бы	9	12
27	все то	1	12
28	к тому	7	12
29	и все	3	12
30	если мы	1	12
31	так как	13	12
32	он не	4	11
33	что все	3	11
34	на то	2	10
35	что она	3	10
36	если бы	12	10
37	в его	4	10
38	не может	6	10
39	то же	23	9
40	в этой	2	9
41	и если	2	9
42	по себе	16	9
43	для этого	1	8
44	вместе с	12	8
45	в каком	5	8
46	в своем	5	7
47	не только	21	7
48	в нем	9	7
49	так что	7	7
50	когда он	1	7
51	для нас	20	7
52	и т	5	6
53	на самом	1	6
54	в сущности	1	6
55	в ней	8	6
56	что они	2	6
57	перед нами	2	6
58	все эти	1	6
59	в себе	16	6
60	после этого	1	6
61	и вот	1	6
62	во время	2	6
63	точки зрения	2	6
64	всякий раз	1	6
65	но он	1	6
66	что эта	2	6
67	тому что	3	6
68	же после	1	6
69	когда мы	2	6
70	же самое	1	6
71	никак не	3	6
72	это не	1	6
73	мы видим	2	6
74	у него	2	6
75	а не	15	6
76	что мы	8	6
77	совершенно верно	1	6
78	мы должны	4	6
79	как на	5	6
80	это и	2	5
81	мы уже	2	5
82	мы не	9	5
83	в целом	3	5
84	и на	3	5
85	только после	1	5
86	с этим	6	5
87	все же	2	5
88	целый ряд	2	5
89	и как	5	5
90	о ее	1	5
91	как он	1	5
92	и может	3	5
93	ясно что	1	5
94	как и	10	5
95	нисколько не	1	5
96	и его	4	5
97	и это	4	5
98	с самого	1	5
99	с ним	6	5
100	заключается в	1	5
101	в какой	2	5
102	что для	4	5
103	вовсе не	7	5
104	мы можем	3	5
105	связь с	3	5
106	и есть	3	4
107	той же	2	4
108	в которой	3	4
109	не то	3	4
110	на нас	2	4
111	том чтобы	2	4
112	могла бы	2	4
113	не будет	3	4
114	это было	3	4
115	с тем	7	4
116	для чего	1	4
117	слова и	5	4
118	в своей	2	4
119	как все	1	4
120	знаем что	1	4
121	с точки	1	4
122	ее с	1	4
123	на него	3	4
124	а в	12	4
125	с другом	1	4
126	так например	2	4
127	как мы	7	4
128	и о	2	4
129	что у	1	4
130	жизнь и	1	4
131	этой жизни	1	4
132	даны в	1	4
133	об этом	2	4
134	в порядке	1	4
135	того что	18	4
136	в двух	1	4
137	только в	21	4
138	себя в	1	4
139	в жизни	1	4
140	при помощи	1	4
141	но совершенно	1	4
142	из них	6	4
143	никто не	3	4
144	по поводу	4	4
145	что не	8	4
146	b с	4	4
147	друг с	1	4
148	исходя из	1	4
149	с этой	2	4
150	первый раз	1	4
151	жизни и	2	4
152	ее в	1	4
153	это в	2	4
154	к этому	3	4
155	в таком	3	4
156	а b	4	4
157	например в	6	3
158	к своей	1	3
159	и до	2	3
160	что если	1	3
161	в первый	1	3
162	говорить о	3	3
163	с но	3	3
164	как я	1	3
165	то это	6	3
166	и он	1	3
167	но не	7	3
168	сама по	2	3
169	как в	10	3
170	что именно	4	3
171	увидим что	1	3
172	от этого	2	3
173	не можем	3	3
174	та же	2	3
175	кажется нам	1	3
176	здесь мы	1	3
177	его в	3	3
178	должен был	1	3
179	ни в	2	3
180	этого слова	11	3
181	далеко не	4	3
182	должно быть	5	3
183	но если	1	3
184	в которых	2	3
185	бы мы	2	3
186	т п	2	3
187	их в	2	3
188	что этот	1	3
189	тем самым	7	3
190	она не	2	3
191	в то	10	3
192	нет ни	2	3
193	он видит	1	3
194	нам о	1	3
195	и говорит	1	3
196	в мире	1	3
197	так и	11	3
198	за то	1	3
199	понятно что	1	3
200	и здесь	1	3
201	это то	1	3
202	что и	13	3
203	вслед за	3	3
204	том как	3	3
205	или его	1	3
206	с одной	7	3
207	конечно не	1	3
208	в виде	2	3
209	был бы	2	3
210	тому же	1	3
211	могло бы	1	3
212	в одном	2	3
213	сами по	1	3
214	тем что	7	3
215	до сих	3	3
216	но и	19	3
217	на этот	1	3
218	не было	4	3
219	одной стороны	3	3
220	эти слова	2	3
221	он говорит	2	3
222	смысле этого	7	3
223	да и	1	3
224	еще раз	2	3
225	сих пор	3	3
226	что оно	11	3
227	указывает на	6	3
228	тот же	1	3
229	почему он	1	3
230	точно так	12	3
231	во всяком	1	3
232	сам по	5	2
233	все остальное	1	2
234	и то	8	2
235	он может	1	2
236	из его	1	2
237	что эти	1	2
238	с таким	2	2
239	а как	2	2
240	нас это	1	2
241	время как	1	2
242	принадлежит к	1	2
243	и ее	1	2
244	мы читаем	1	2
245	столь же	4	2
246	бы то	1	2
247	с его	1	2
248	во всех	1	2
249	же самые	1	2
250	себе и	1	2
251	со стороны	3	2
252	она есть	1	2
253	в одной	1	2
254	в художественном	1	2
255	совершенно другой	1	2
256	что ее	1	2
257	что касается	1	2
258	нам кажется	2	2
259	и наконец	2	2
260	не в	15	2
261	в действительности	5	2
262	но в	1	2
263	говорит не	1	2
264	тому как	5	2
265	бы не	4	2
266	из этих	9	2
267	думать что	5	2
268	с чем	1	2
269	при этом	3	2
270	т д	3	2
271	тем и	3	2
272	и почему	2	2
273	едва ли	1	2
274	одной и	4	2
275	под конец	1	2
276	что ни	2	2
277	может понять	1	2
278	в нее	1	2
279	на все	2	2
280	только одно	1	2
281	в них	5	2
282	человеческой природы	1	2
283	в такой	1	2
284	в котором	4	2
285	в их	2	2
286	место в	3	2
287	вопрос о	1	2
288	и той	2	2
289	другом и	1	2
290	быть не	2	2
291	даже в	2	2
292	и другое	1	2
293	не имеет	6	2
294	и именно	1	2
295	как много	1	2
296	только не	2	2
297	больше чем	1	2
298	же время	5	2
299	во всем	1	2
300	этот закон	1	2
301	нам что	1	2
302	есть только	5	2
303	но все	2	2
304	и другим	1	2
305	мысли о	2	2
306	и конечно	1	2
307	мы могли	1	2
308	что при	3	2
309	могли бы	1	2
310	ни одно	1	2
311	без всякого	1	2
312	в ее	2	2
313	то время	4	2
314	до самого	1	2
315	и когда	1	2
316	на нее	1	2
317	те же	6	2
318	времени и	1	2
319	и с	2	2
320	в словах	3	2
321	ничего не	1	2
322	можно сказать	3	2
323	образом в	3	2
324	тени и	1	2
325	в виду	1	2
326	сводится к	1	2
327	понять как	1	2
328	и та	2	2
329	но мы	2	2
330	знает что	1	2
331	но столь	1	2
332	что поэт	2	2
333	должно было	2	2
334	какое значение	1	2
335	уже до	1	2
336	один из	4	2
337	понятно и	1	2
338	от одной	2	2
339	нас с	1	2
340	связи с	2	2
341	уже в	5	2
342	не все	4	2
343	кажется что	1	2
344	его и	1	2
345	мы знаем	1	2
346	одно из	5	2
347	заключить что	2	2
348	образом что	1	2
349	этом рассказе	1	2
350	к самому	1	2
351	даже не	1	2
352	с другой	7	2
353	на ее	1	2
354	именно в	3	2
355	а с	2	2
356	прежде всего	3	2
357	тех пор	1	2
358	не на	1	2
359	с конца	1	2
360	была бы	4	2
361	одна и	1	2
362	говорит нам	1	2
363	и потому	4	2
364	к другой	3	2
365	с такой	1	2
366	есть как	1	2
367	слов в	2	2
368	для понимания	4	2
369	на пути	1	2
370	заставляет нас	2	2
371	не является	1	2
372	и от	4	2
373	в результате	1	2
374	его не	1	2
375	до тех	1	2
376	слово в	4	2
377	и эта	1	2
378	другой стороны	4	2
379	мать и	1	2
380	в искусстве	3	2
381	а нечто	1	2
382	художественном произведении	3	1
