N	3gram	Vygotskiy__3	Myshleni
1	с точки зрения	9	21
2	для того чтобы	8	18
3	в том что	11	13
4	не только не	1	9
5	по сравнению с	1	7
6	с самого начала	6	7
7	к тому что	2	6
8	то же самое	8	5
9	в данном случае	2	5
10	с одной стороны	5	5
11	этой точки зрения	1	4
12	в самом деле	18	4
13	мы могли бы	3	4
14	с этой точки	1	4
15	вместе с тем	2	4
16	не может быть	1	4
17	заключается в том	6	4
18	о том что	3	4
19	на то что	12	4
20	такой же мере	1	3
21	состоит в том	1	3
22	в том и	1	3
23	до сих пор	5	3
24	в этом отношении	1	3
25	то и другое	3	3
26	одно и то	2	3
27	и то что	3	3
28	так как она	1	3
29	мы не можем	2	3
30	не совпадает с	2	3
31	мы нашли что	1	3
32	смысле этого слова	2	3
33	и то же	2	3
34	в такой же	1	3
35	можно сказать что	1	3
36	но и не	1	3
37	по этому поводу	1	3
38	как мы видели	2	3
39	том что она	1	2
40	потому что он	1	2
41	какой мере не	1	2
42	которых мы говорили	2	2
43	не можем не	2	2
44	и столь же	1	2
45	в какой мере	2	2
46	одной и той	1	2
47	и той же	1	2
48	на самом деле	2	2
49	по своему значению	1	2
50	в лучшем случае	2	2
51	в той же	1	2
52	в отличие от	1	2
53	в сущности говоря	7	2
54	что в этом	1	2
55	ни в какой	1	2
56	чем перейти к	1	2
57	как раз в	1	2
58	то время как	2	2
59	все эти три	1	2
60	в то время	2	2
61	все больше и	2	2
62	и вместе с	2	2
63	не иначе как	1	2
64	мы говорили выше	1	2
65	том что они	1	2
66	мере в какой	1	2
67	о которых мы	5	2
68	в свою очередь	2	2
69	больше и больше	2	2
70	той же мере	1	2
71	могли бы сказать	1	2
72	должны были бы	2	1
73	ни о каких	1	1
74	одна из важнейших	1	1
75	таким образом если	1	1
76	мы видим в	2	1
77	со всеми присущими	1	1
78	но напротив того	1	1
79	очевидно что в	1	1
80	и в своей	1	1
81	простого зеркального отражения	1	1
82	то что является	1	1
83	та же самая	1	1
84	показывает что в	1	1
85	имеет место в	2	1
86	мы должны были	1	1
87	что при такой	1	1
88	подобно тому как	1	1
89	каждой из них	1	1
90	самом деле если	1	1
91	так что в	1	1
92	никак не может	1	1
93	как это имеет	1	1
94	то что с	2	1
95	в силу того	1	1
96	в одной и	1	1
97	только в том	2	1
98	в зависимости от	1	1
99	мы не имеем	1	1
100	есть в сущности	1	1
101	что он не	1	1
102	бы в одну	1	1
103	как мы увидим	2	1
104	в басне стрекоза	1	1
105	таким образом все	1	1
106	по аналогии с	2	1
107	и заключается что	1	1
108	и во всех	2	1
109	заключает в себе	1	1
110	можно было бы	1	1
111	кроме того что	1	1
112	все же в	2	1
113	что если бы	1	1
114	и ничего не	1	1
115	во всех остальных	1	1
116	и что в	1	1
117	стрекоза и муравей	2	1
118	может быть не	2	1
119	если бы мы	1	1
120	дело идет о	1	1
121	в высшей степени	1	1
122	тот факт что	1	1
123	она не имеет	2	1
124	что оба эти	1	1
125	наше предположение что	1	1
126	уже это одно	3	1
127	и в этом	3	1
128	потому что в	1	1
129	с другой стороны	5	1
130	одновременно с этим	1	1
131	он говорит что	2	1
132	мы уже говорили	3	1
133	во всяком случае	2	1
134	что у него	2	1
135	потому что они	2	1
136	том и заключается	1	1
137	сосна и пальма	1	1
138	что несмотря на	1	1
139	в противоположном направлении	1	1
140	что то же	1	1
141	это имеет место	2	1
142	сущности говоря это	1	1
143	так например в	1	1
144	с таким образом	1	1
145	и то и	3	1
146	мы увидим ниже	2	1
147	таким образом мы	1	1
148	для нас и	1	1
149	уяснить себе смысл	2	1
150	как это мы	1	1
151	басне стрекоза и	1	1
152	того что эта	1	1
153	и мы вправе	1	1
154	что эта фраза	1	1
155	заключать в себе	1	1
156	она не может	1	1
157	внимание на то	1	1
158	тот самый пример	1	1
159	между собой не	1	1
160	то же слово	1	1
161	всего сказанного выше	1	1
162	но все же	1	1
163	того как мы	1	1
164	он никак не	1	1
