N	2gram	Tiupa_Vved_1	Poddanst
1	не только	20	17
2	и в	13	14
3	и не	12	12
4	в области	3	11
5	в этом	21	10
6	в отношении	1	10
7	в качестве	8	9
8	но в	6	9
9	то же	5	9
10	в том	10	9
11	в пределах	2	8
12	хотя бы	1	8
13	только в	6	7
14	в то	4	7
15	же время	3	7
16	в ней	4	6
17	было бы	4	6
18	но и	19	6
19	отношении к	1	5
20	в которых	1	5
21	с другой	5	5
22	может быть	18	5
23	не в	6	5
24	и о	1	5
25	если бы	7	4
26	а также	8	4
27	в своем	5	4
28	и к	2	4
29	как бы	4	4
30	и если	1	4
31	но также	2	4
32	том что	7	4
33	не может	7	4
34	и потому	1	4
35	в котором	8	4
36	по себе	2	4
37	что в	3	4
38	мы должны	1	4
39	же в	1	4
40	а в	6	4
41	то что	6	4
42	мы не	4	3
43	сводится к	4	3
44	столь же	1	3
45	между тем	1	3
46	это не	6	3
47	вслед за	2	3
48	хотя и	7	3
49	тот же	1	3
50	с одной	5	3
51	в себе	5	3
52	в нем	5	3
53	сами по	1	3
54	прежде всего	7	3
55	одной стороны	5	3
56	с тем	1	3
57	что мы	2	3
58	но не	5	3
59	наряду с	2	3
60	могут быть	4	3
61	тем самым	5	3
62	потому что	5	3
63	точки зрения	1	3
64	например в	2	2
65	в сфере	1	2
66	в ее	1	2
67	переход от	1	2
68	местами и	1	2
69	в мире	8	2
70	было в	1	2
71	начала и	2	2
72	осуществляется в	1	2
73	по характеру	1	2
74	к началу	1	2
75	никак не	2	2
76	в значительной	1	2
77	во всех	2	2
78	говорить о	2	2
79	если в	2	2
80	во всей	1	2
81	со стороны	5	2
82	в е	2	2
83	каждый в	1	2
84	отнюдь не	7	2
85	того что	6	2
86	стороны и	1	2
87	к чему	1	2
88	есть в	2	2
89	но о	2	2
90	в начале	3	2
91	в его	4	2
92	из них	1	2
93	в виде	1	2
94	не к	4	2
95	в силу	2	2
96	и вот	1	2
97	как раз	2	2
98	где в	3	2
99	в последние	1	2
100	и с	2	2
101	точек зрения	2	2
102	полной мере	1	2
103	и мы	1	2
104	и тем	2	2
105	в жизни	4	2
106	для них	3	2
107	в них	2	2
108	не было	2	2
109	а не	15	2
110	в ряду	2	2
111	суждений о	1	2
112	не столько	4	2
113	в тот	1	2
114	культуры в	1	2
115	не менее	4	2
116	все это	1	2
117	между прочим	1	2
118	не о	2	2
119	одна из	4	2
120	слова но	2	2
121	мысль о	1	2
122	да и	1	2
123	в полной	1	2
124	еще более	1	2
125	в перспективе	1	2
126	для нас	2	2
127	исключительно в	1	2
128	заключает в	1	2
129	может и	1	2
130	в частности	13	2
131	мы призваны	1	2
132	том числе	1	2
133	поскольку не	2	1
134	утверждается возможность	1	1
135	также и	4	1
136	и через	1	1
137	которого в	1	1
138	применительно к	1	1
139	происходит и	1	1
140	как известно	1	1
141	на основе	1	1
142	и сын	1	1
143	не судьбой	1	1
144	как по	2	1
145	оказаться в	1	1
146	тем же	1	1
147	выражается в	1	1
148	должна быть	2	1
149	и утверждается	1	1
150	только а	1	1
151	отличаться от	2	1
152	те же	2	1
153	не с	3	1
154	особенно в	1	1
155	по природе	1	1
156	и само	1	1
157	еще в	2	1
158	к первому	1	1
159	какой она	1	1
160	внимание к	2	1
161	не вполне	3	1
162	на себя	1	1
163	с ее	1	1
164	и ее	1	1
165	мы и	2	1
166	подчеркнуть что	5	1
167	настоящее время	1	1
168	и что	1	1
169	внутреннего зрения	1	1
170	еще не	7	1
171	и на	3	1
172	она являет	1	1
173	мира а	2	1
174	с того	1	1
175	и который	1	1
176	бы она	1	1
177	восходит к	2	1
178	и главное	1	1
179	не все	2	1
180	что и	2	1
181	отличие от	2	1
182	есть с	1	1
183	о положении	1	1
184	также в	1	1
185	в истории	1	1
186	в рамках	4	1
187	не входят	1	1
188	и разрешается	1	1
189	в современной	3	1
190	все же	6	1
191	и слова	1	1
192	мы видим	1	1
193	действие в	1	1
194	более или	2	1
195	в какой	4	1
196	должен быть	1	1
197	может оказаться	1	1
198	не являясь	1	1
199	в самом	2	1
200	но как	1	1
201	во времени	2	1
202	бы и	4	1
203	что это	1	1
204	их не	1	1
205	могли бы	1	1
206	представляет собой	15	1
207	из этих	3	1
208	если мы	1	1
209	в окружающем	1	1
210	себя в	1	1
211	мы именуем	1	1
212	единению с	1	1
213	оказывается в	1	1
214	сливаются в	2	1
215	уже в	1	1
216	на территории	1	1
217	только на	1	1
218	на то	1	1
219	но на	2	1
220	как оно	2	1
221	в мир	1	1
222	исчезнет и	1	1
223	свидетельство о	1	1
224	только к	1	1
225	мир в	1	1
226	к единению	1	1
227	в восприятии	1	1
228	не как	2	1
229	иначе как	1	1
230	последние годы	1	1
231	наших глазах	1	1
232	к ним	2	1
233	чтобы в	1	1
234	мы можем	2	1
235	ему на	1	1
236	и только	1	1
237	само по	1	1
238	каждый из	1	1
239	при отсутствии	2	1
240	и по	3	1
241	с собой	1	1
242	представляют собой	3	1
243	или иной	3	1
244	из всех	1	1
245	сознания к	1	1
246	и иных	1	1
247	например с	1	1
248	было и	1	1
249	а с	2	1
250	русской культуры	1	1
251	видения в	1	1
252	что не	1	1
253	по всему	1	1
254	обратиться к	2	1
255	выступает в	1	1
256	далеко не	4	1
257	не исключает	1	1
258	в этой	1	1
259	как и	11	1
260	говорится о	1	1
261	в бытии	1	1
262	раскрывается в	1	1
263	не об	1	1
264	когда в	2	1
265	есть некоторая	1	1
266	умещается в	1	1
267	и еще	1	1
268	или менее	2	1
269	в ходе	2	1
270	от первой	1	1
271	так же	1	1
272	и особенно	1	1
273	представить себе	2	1
274	всяком случае	1	1
275	они едины	1	1
276	место в	2	1
277	в отличие	2	1
278	бы мы	1	1
279	в данном	13	1
280	определяется как	1	1
281	времени с	1	1
282	как к	1	1
283	и более	3	1
284	и наоборот	1	1
285	того кто	1	1
286	распадается на	1	1
287	с окружающей	1	1
288	своих интересов	1	1
289	время есть	1	1
290	в напряжении	1	1
291	что есть	1	1
292	и другим	1	1
293	что происходит	1	1
294	в формах	1	1
295	с которой	1	1
296	к другим	1	1
297	этом смысле	1	1
298	не тождественны	1	1
299	обратившись к	1	1
300	того чтобы	1	1
301	она может	1	1
302	не имеет	2	1
303	никогда не	4	1
304	и конца	1	1
305	в результате	3	1
306	пространство в	2	1
307	о котором	2	1
308	в настоящее	1	1
309	этом мире	1	1
