N	3gram	Propp_Isto_7	Komedia
1	до сих пор	2	9
2	в том что	4	9
3	в самом деле	1	6
4	о том что	5	4
5	по отношению к	1	3
6	о том как	1	3
7	с точки зрения	1	3
8	и т п	1	3
9	вместе с тем	1	3
10	у того же	1	3
11	в связи с	1	3
12	с одной стороны	4	3
13	тем не менее	4	3
14	то же самое	1	3
15	хотя и не	1	2
16	состоит в том	1	2
17	в этом случае	1	2
18	что он не	1	2
19	на брак с	1	2
20	бы то ни	1	2
21	то время как	2	2
22	т е в	2	2
23	в этой связи	1	2
24	то ни было	1	2
25	с другой стороны	8	2
26	в то время	2	2
27	но все же	2	2
28	что и в	2	2
29	к этому же	1	1
30	не в состоянии	1	1
31	сам он не	1	1
32	и это обстоятельство	1	1
33	более или менее	1	1
34	в ответ на	3	1
35	так что он	1	1
36	в зависимости от	1	1
37	за него замуж	2	1
38	независимо от того	1	1
39	образом и здесь	1	1
40	с этой точки	3	1
41	к себе и	2	1
42	здесь мы видим	1	1
43	как бы то	1	1
44	в самом начале	1	1
45	обращает на себя	1	1
46	в том чтобы	2	1
47	один из них	1	1
48	таким образом и	1	1
49	к себе в	1	1
50	в некоторых случаях	1	1
51	таким образом на	1	1
52	это не так	1	1
53	то что он	1	1
54	в достаточной степени	1	1
55	и во сне	1	1
56	и весь дом	1	1
57	этой точки зрения	3	1
58	так и в	2	1
59	на вопрос почему	1	1
60	что у него	4	1
61	и тем более	1	1
62	вопрос о том	1	1
63	вопрос почему в	1	1
64	тому что она	1	1
65	мы имеем в	4	1
66	по тому что	1	1
67	после того как	2	1
68	таким образом что	1	1
69	к тому что	1	1
70	он отправляется в	1	1
71	брак с дочерью	1	1
72	на то чтобы	2	1
73	так как он	2	1
74	и т д	16	1
