N	3gram	Ircho_Kome_1	Myshleni
1	в том что	9	21
2	для того чтобы	1	10
3	с одной стороны	3	7
4	в высшей степени	1	7
5	на то что	2	6
6	во всяком случае	2	6
7	в зависимости от	1	6
8	по отношению к	3	5
9	можно было бы	1	5
10	о том что	3	4
11	в предисловии к	1	4
12	в том числе	1	3
13	состоит в том	1	3
14	в отличие от	1	3
15	как мы уже	1	3
16	смысле этого слова	1	3
17	в этом отношении	3	3
18	в данном случае	1	3
19	подобно тому как	1	2
20	в том же	1	2
21	на протяжении всего	2	2
22	мы знаем о	1	2
23	том что в	1	2
24	в первые годы	1	2
25	едва ли можно	1	2
26	что он не	1	2
27	то же самое	2	2
28	речь идет о	3	2
29	более или менее	1	2
30	друг от друга	1	2
31	в следующем виде	1	2
32	и тот же	1	1
33	что все это	1	1
34	с самого начала	1	1
35	в сознании человека	1	1
36	так же как	1	1
37	в отрыве от	1	1
38	мы не находим	1	1
39	бы то ни	2	1
40	ни в коем	1	1
41	в общественной жизни	1	1
42	или хотя бы	1	1
43	в сущности и	1	1
44	здесь мы не	1	1
45	представление о том	1	1
46	именно потому что	2	1
47	как и в	2	1
48	свой выбор на	1	1
49	до сих пор	2	1
50	то ни было	2	1
51	у нас в	2	1
52	того как в	2	1
53	с другой стороны	5	1
54	так как он	1	1
55	в силу этого	1	1
56	сам по себе	1	1
57	этой точки зрения	1	1
58	в коем случае	1	1
59	идет о совершенно	1	1
60	и к тому	1	1
61	небом и землей	1	1
62	к тому же	5	1
63	едва ли есть	1	1
64	но ни в	1	1
65	в применении к	1	1
66	ответа на вопрос	1	1
67	принадлежит к числу	1	1
68	между небом и	1	1
69	в борьбе с	1	1
70	как мы видели	1	1
71	что под этим	1	1
72	способ которым он	1	1
73	том что он	4	1
74	после того как	3	1
75	из других источников	1	1
76	на этот раз	1	1
77	но едва ли	1	1
