N	3gram	Vinokur_St_1	Istorich
1	и т д	21	22
2	не может быть	5	7
3	тем не менее	2	6
4	с другой стороны	6	5
5	до сих пор	7	5
6	так например в	4	4
7	с одной стороны	2	4
8	на то что	4	4
9	в том что	17	4
10	дело в том	4	3
11	по отношению к	3	3
12	точно так же	1	3
13	то время как	1	3
14	в то время	2	3
15	надо сказать что	1	3
16	с того что	1	3
17	о том что	11	3
18	но все же	3	3
19	можно было бы	8	3
20	должны были бы	1	2
21	в зависимости от	1	2
22	в таких случаях	1	2
23	бы то ни	1	2
24	но и в	2	2
25	то что в	2	2
26	на этот вопрос	1	2
27	а не на	1	2
28	так же как	3	2
29	если бы мы	2	2
30	как будто бы	1	2
31	вопрос о том	2	2
32	по этому поводу	2	2
33	во всех случаях	1	2
34	как можно было	1	1
35	никогда не было	1	1
36	нет никакого сомнения	1	1
37	а иногда и	2	1
38	в другом месте	1	1
39	в прямом смысле	1	1
40	мы имеем дело	1	1
41	не говоря уже	1	1
42	в этом смысле	1	1
43	так что в	1	1
44	во многих случаях	2	1
45	в соответствии с	1	1
46	о том как	1	1
47	в этом случае	2	1
48	как это делает	1	1
49	же как и	1	1
50	и др а	1	1
51	будет видно из	1	1
52	но если это	2	1
53	на точку зрения	2	1
54	сами по себе	1	1
55	а может быть	1	1
56	только то что	1	1
57	и т п	9	1
58	в какой степени	1	1
59	за то что	3	1
60	не только все	1	1
61	только тем что	1	1
62	прямом смысле этого	1	1
63	говоря уже о	1	1
64	и в области	4	1
65	в том случае	1	1
66	в этом утверждении	1	1
67	что там где	1	1
68	при таком положении	2	1
69	в это время	1	1
70	уже о том	1	1
71	другой же стороны	1	1
72	это может быть	1	1
73	совсем не трудно	1	1
74	которая была бы	1	1
75	с подобного рода	1	1
76	др но в	1	1
77	в том чтобы	1	1
78	в иных случаях	2	1
79	но в то	2	1
80	не только в	4	1
81	то что она	1	1
82	но в целом	2	1
83	о том чем	1	1
84	ответ на этот	1	1
85	а есть только	1	1
86	в том как	3	1
87	т е с	3	1
88	он должен был	2	1
89	ни один человек	1	1
90	не в том	2	1
91	это не значит	3	1
92	тем или иным	3	1
93	быть не может	1	1
94	т д на	1	1
95	в том отношении	4	1
96	никакого сомнения что	1	1
97	и для нас	1	1
98	не менее и	1	1
99	но столь же	1	1
100	таким образом в	1	1
101	в такой форме	1	1
102	того или иного	4	1
103	в одном из	1	1
104	хотя бы в	1	1
105	не свободна от	1	1
106	того как он	1	1
107	как материала для	1	1
108	том отношении что	2	1
109	в этой книге	1	1
110	смысле этого слова	1	1
111	содержит в себе	1	1
112	после того как	1	1
113	работа никогда не	1	1
114	к тому что	1	1
115	не значит что	3	1
116	дело не в	2	1
117	и в этом	3	1
118	внимание на то	1	1
119	для того чтобы	10	1
120	что и в	4	1
121	с другой же	1	1
122	том что и	1	1
123	в этом отношении	7	1
124	что он в	1	1
