N	2gram	Vinokur_St_3	Myslijsy
1	потому что	5	52
2	то есть	2	42
3	и в	25	39
4	в языке	8	33
5	может быть	19	27
6	в том	20	26
7	только в	6	25
8	не может	7	22
9	что в	19	22
10	не только	12	21
11	так как	3	21
12	а не	5	21
13	в нем	1	20
14	но и	9	20
15	и не	10	18
16	том что	15	16
17	так что	11	16
18	в этом	24	15
19	не в	6	15
20	если бы	4	14
21	таким образом	10	13
22	так и	5	13
23	было бы	7	12
24	и язык	1	11
25	мы не	2	10
26	как в	6	10
27	по себе	1	10
28	и что	3	10
29	а потому	2	10
30	то что	12	10
31	что не	2	10
32	речи и	1	10
33	но в	5	9
34	как и	4	9
35	тогда когда	2	9
36	могут быть	2	9
37	для нас	1	9
38	тем что	19	9
39	но не	2	8
40	точки зрения	7	8
41	язык в	1	8
42	в одном	1	8
43	того что	5	8
44	со стороны	3	8
45	вместе с	2	8
46	в ней	4	7
47	в истории	1	7
48	с этим	7	7
49	это не	7	7
50	в этих	11	7
51	на язык	3	7
52	то и	2	7
53	с другой	5	7
54	должно быть	1	7
55	и т	8	6
56	языка с	1	6
57	то же	5	6
58	независимо от	5	6
59	все же	4	6
60	и как	1	6
61	бы не	1	6
62	и по	2	6
63	от нее	3	6
64	между собою	2	6
65	не менее	2	6
66	того как	1	6
67	тем не	2	6
68	в каком	4	6
69	что и	1	6
70	еще не	2	6
71	по мере	1	6
72	как бы	6	6
73	в первом	1	5
74	то это	1	5
75	во всех	2	5
76	только тогда	2	5
77	то в	4	5
78	с тем	4	5
79	несмотря на	3	5
80	не имеет	2	5
81	и его	3	5
82	язык и	1	5
83	между тем	6	5
84	во втором	2	5
85	в его	12	5
86	для всех	1	5
87	вовсе не	2	5
88	друг друга	1	5
89	языка не	1	5
90	так же	1	5
91	но это	4	5
92	и для	4	5
93	а в	6	5
94	другой стороны	5	5
95	вопрос о	1	4
96	из этих	6	4
97	т д	2	4
98	в каждом	4	4
99	этом смысле	4	4
100	мы видели	1	4
101	том смысле	2	4
102	т п	6	4
103	бы быть	1	4
104	в то	7	4
105	никогда не	2	4
106	же время	3	4
107	к тому	2	4
108	смысле в	1	4
109	свою очередь	1	4
110	и необходимости	1	4
111	каждый раз	2	4
112	бы в	1	4
113	с нею	1	4
114	и других	2	4
115	для него	3	4
116	не было	4	4
117	прежде всего	10	4
118	там где	1	4
119	что мы	3	4
120	тому как	1	4
121	быть не	2	4
122	в смысле	4	4
123	при таком	1	4
124	от того	2	4
125	мы видим	4	4
126	в свою	2	4
127	в своих	8	4
128	того же	2	3
129	должна быть	1	3
130	что если	2	3
131	что можно	1	3
132	и то	1	3
133	вопрос об	1	3
134	тем как	2	3
135	очевидно что	1	3
136	относится к	4	3
137	что как	1	3
138	в своем	1	3
139	что по	3	3
140	в самом	2	3
141	что это	16	3
142	думать что	1	3
143	он не	5	3
144	не из	1	3
145	что все	3	3
146	той же	2	3
147	и с	4	3
148	заключается в	2	3
149	и тем	4	3
150	в жизни	4	3
151	в них	5	3
152	показывает что	3	3
153	в этой	14	3
154	во внимание	1	3
155	не мог	2	3
156	не так	3	3
157	и при	1	3
158	в своей	4	3
159	с точки	4	3
160	и той	1	3
161	друг другу	1	3
162	с так	1	3
163	тому что	3	3
164	для того	2	3
165	самого начала	2	3
166	на него	1	3
167	не могло	1	3
168	а второй	1	3
169	как она	1	3
170	для себя	1	3
171	и это	5	3
172	с самого	2	3
173	к первому	1	3
174	том как	1	3
175	в словах	3	3
176	из одного	1	3
177	и вообще	1	3
178	с ним	1	3
179	одной и	1	3
180	и во	2	3
181	по мнению	3	3
182	но как	2	3
183	с одной	2	3
184	языка но	1	3
185	одно из	2	3
186	и их	1	3
187	могло бы	1	3
188	что для	3	3
189	связи с	3	3
190	все более	2	3
191	в самой	1	3
192	одной стороны	3	3
193	в состоянии	1	3
194	к которому	3	3
195	об отношении	1	3
196	о котором	1	3
197	и все	1	3
198	к этой	2	3
199	сказать что	4	3
200	как на	6	3
201	во всяком	4	3
202	в применении	1	2
203	одним из	1	2
204	тем же	1	2
205	видеть в	1	2
206	а как	4	2
207	есть не	1	2
208	в сущности	2	2
209	в некотором	1	2
210	проявляется в	1	2
211	себя а	1	2
212	которое он	2	2
213	то мы	1	2
214	то он	2	2
215	мы будем	1	2
