N	3gram	Vinokur_St_2	Formalny
1	в связи с	1	10
2	и т п	3	9
3	с точки зрения	2	7
4	в этом отношении	9	7
5	в самом деле	2	5
6	и в этом	2	5
7	с тем что	2	5
8	то же время	1	5
9	в то же	1	5
10	во всяком случае	3	5
11	и т д	6	5
12	вместе с тем	5	4
13	как мы видели	1	4
14	в высшей степени	1	4
15	и пр но	1	3
16	на самом деле	1	3
17	в зависимости от	1	3
18	сам по себе	1	3
19	в значительной степени	2	3
20	не в том	2	3
21	в том смысле	2	3
22	с другой стороны	3	3
23	так и в	2	3
24	ни о каком	1	3
25	для того чтобы	5	3
26	в этом смысле	1	2
27	сами по себе	2	2
28	в отличие от	2	2
29	поэтического языка к	1	2
30	в конце концов	1	2
31	понимании этого термина	1	2
32	с самого начала	3	2
33	но все же	2	2
34	к тому что	5	2
35	в предисловии к	2	2
36	том смысле что	1	2
37	в том что	16	2
38	не так легко	1	1
39	русского литературного языка	1	1
40	но как раз	1	1
41	что же касается	1	1
42	произведение не только	1	1
43	чтобы можно было	1	1
44	иметь в виду	3	1
45	пишет по этому	1	1
46	в виду что	1	1
47	зависеть от характера	1	1
48	более или менее	2	1
49	не говоря уже	1	1
50	и в особенности	1	1
51	в настоящее время	1	1
52	в таком виде	1	1
53	не столько с	1	1
54	в какой они	1	1
55	в этом случае	1	1
56	он не может	1	1
57	на своем пути	1	1
58	в одной из	2	1
59	что он уже	1	1
60	следует сказать что	1	1
61	до сих пор	5	1
62	говоря уже о	1	1
63	что он не	4	1
64	должно было быть	1	1
65	вследствие того что	1	1
66	но он не	1	1
67	в той мере	2	1
68	на этот вопрос	1	1
69	именно в этом	1	1
70	т е в	1	1
71	в данном случае	1	1
72	в том чтобы	1	1
73	в той же	1	1
74	между тем в	1	1
75	настолько велико что	1	1
76	столько же сколько	1	1
77	так или иначе	1	1
78	то что он	2	1
79	но именно в	1	1
80	бы то ни	2	1
81	будет зависеть от	1	1
82	но и с	2	1
83	в сторону от	1	1
84	что он просто	1	1
85	мере в какой	2	1
86	тем что в	1	1
87	каждого из них	1	1
88	нельзя было бы	1	1
89	таким образом в	1	1
90	было бы отрицать	1	1
91	и пр в	1	1
92	и пр совпадение	1	1
93	уже потому что	1	1
94	в свою очередь	1	1
95	ничего общего с	1	1
96	т п в	1	1
97	не похож на	1	1
98	вопрос в том	1	1
99	оно не является	1	1
100	поэтического языка с	1	1
101	по этому поводу	2	1
102	бы отрицать что	1	1
103	тем не менее	2	1
104	что эта полемика	1	1
105	той мере в	2	1
