N	2gram	Medvedev_F_3	Narrotol
1	не только	9	31
2	но и	10	27
3	и не	30	23
4	при этом	8	19
5	может быть	25	15
6	в качестве	1	14
7	в частности	1	14
8	как и	14	13
9	а не	17	13
10	а в	1	13
11	в этом	18	12
12	только в	8	12
13	и в	27	11
14	в данном	6	11
15	и его	19	10
16	во времени	1	9
17	то что	8	9
18	то же	15	8
19	не может	24	8
20	данном случае	4	8
21	в том	7	8
22	уже не	3	8
23	со стороны	4	8
24	но в	6	7
25	том что	4	7
26	если бы	12	7
27	на протяжении	2	7
28	в самом	11	6
29	не в	12	6
30	в этой	2	6
31	в себе	3	6
32	об этом	1	6
33	к тому	4	6
34	одного из	1	6
35	в его	7	6
36	как бы	8	6
37	один из	1	6
38	как раз	8	6
39	жизни и	4	6
40	между двумя	1	5
41	и на	3	5
42	той или	1	5
43	рассказа в	1	5
44	так и	21	5
45	точки зрения	16	5
46	в своей	6	5
47	тем самым	1	5
48	потому что	7	5
49	можно сказать	3	5
50	действующих лиц	2	5
51	столь же	3	5
52	то в	2	4
53	в первом	1	4
54	еще не	6	4
55	с его	2	4
56	но не	5	4
57	как в	4	4
58	все же	6	4
59	хотя и	1	4
60	из этих	2	4
61	в нем	15	4
62	в принципе	1	4
63	в мире	1	4
64	из них	2	4
65	по себе	4	4
66	и тем	3	4
67	в одном	1	4
68	в то	7	4
69	одна из	2	4
70	того чтобы	5	4
71	никогда не	5	4
72	в сознании	1	4
73	в ней	5	4
74	так в	2	4
75	о том	4	4
76	же время	7	4
77	в литературе	6	4
78	того что	3	4
79	для него	1	4
80	слова в	1	4
81	или иной	2	4
82	прежде всего	4	4
83	о чем	1	4
84	мира в	1	4
85	в речи	1	4
86	или не	1	4
87	имеет место	3	4
88	как известно	1	3
89	и то	1	3
90	самом деле	16	3
91	мы имеем	1	3
92	мы не	4	3
93	а для	1	3
94	в своем	2	3
95	и как	4	3
96	в целом	4	3
97	в нашем	1	3
98	он не	1	3
99	для того	4	3
100	подобно тому	4	3
101	и с	3	3
102	это не	3	3
103	начала и	1	3
104	в жизни	11	3
105	в слове	4	3
106	в современной	1	3
107	и ее	6	3
108	тем не	2	3
109	их в	3	3
110	однако в	2	3
111	не менее	7	3
112	этом отношении	3	3
113	у нас	3	3
114	и о	1	3
115	но при	2	3
116	еще в	3	3
117	сводится к	5	3
118	о нем	3	3
119	лишь в	9	3
120	между тем	7	3
121	или напротив	1	3
122	что он	6	3
123	по отношению	3	3
124	могло бы	1	3
125	именно в	1	3
126	не было	1	3
127	как это	4	3
128	тому как	5	3
129	исходя из	1	3
130	быть не	1	3
131	в начале	1	3
132	но для	2	3
133	не является	5	3
134	в следующей	2	3
135	и все	8	3
136	отношению к	3	3
137	героя в	3	3
138	что в	8	3
139	а о	1	2
140	именно эта	1	2
141	и через	1	2
142	переход от	1	2
143	тем же	7	2
144	в зависимости	5	2
145	всех его	1	2
146	язык как	2	2
147	и для	6	2
148	высказывания в	1	2
149	в сущности	2	2
150	ему в	1	2
151	зависимости от	5	2
152	между собой	4	2
153	события в	1	2
154	друг на	1	2
155	отличие от	2	2
156	один и	1	2
157	отнюдь не	8	2
158	в той	3	2
159	в событие	1	2
160	дистанция между	1	2
161	сознания в	1	2
162	глава вторая	1	2
163	и событие	1	2
164	та же	1	2
165	роль в	4	2
166	на то	1	2
167	не могла	1	2
168	так сказать	5	2
169	ключ к	1	2
170	художественного высказывания	1	2
171	одно и	1	2
172	человека в	2	2
173	назвать и	1	2
174	не будет	1	2
175	а его	1	2
176	входит в	8	2
177	и иных	1	2
178	для них	7	2
179	на друга	1	2
180	он и	3	2
181	для одного	1	2
182	и тогда	2	2
183	и того	1	2
184	в этих	3	2
185	самого рассказывания	1	2
186	в отличие	2	2
187	сих пор	1	2
188	она не	4	2
189	дело в	2	2
190	дело не	2	2
191	не могло	2	2
192	ничего не	2	2
193	как она	1	2
194	и является	4	2
195	связи с	5	2
196	глава третья	1	2
197	же самое	3	2
198	они и	3	2
199	оно не	3	2
200	как мы	8	2
201	с ее	2	2
202	здесь не	2	2
203	другой стороны	5	2
204	в произведении	3	2
205	в пределах	8	2
206	по мере	1	2
207	с ним	1	2
208	за пределами	1	2
209	никак не	3	2
210	до сих	1	2
211	с другой	6	2
212	нас в	1	2
213	в форме	1	2
214	и только	2	2
215	не сводится	1	2
216	от этих	2	2
217	событие самого	1	2
218	же в	1	2
219	дело с	3	2
220	всяком случае	6	2
221	который в	1	2
222	себя в	1	2
223	и внутреннего	2	2
224	только на	4	2
225	до конца	4	2
226	его и	3	2
227	сами по	2	2
228	в конце	3	2
229	не о	3	2
230	друг друга	5	2
231	мы можем	4	2
232	глава первая	1	2
233	где в	1	2
234	и даже	2	2
235	в области	2	2
236	в результате	5	2
237	она в	1	2
238	как у	1	2
239	на ее	4	2
240	или просто	1	2
241	и притом	2	2
242	героя и	2	2
243	а на	2	2
244	и составляет	1	2
245	зависит от	1	2
246	что мы	1	2
247	вместе с	6	2
248	к его	3	2
249	и столь	1	2
250	установкой на	2	2
251	в художественных	1	2
252	да и	4	2
253	слов в	1	2
254	быть и	1	2
255	в связи	4	2
256	и от	11	2
257	она может	1	2
258	с установкой	2	2
259	сливаются в	3	2
260	хотя бы	6	2
261	жизни в	3	2
262	в романе	4	2
263	между ними	15	2
264	сказать что	3	2
265	в таком	2	2
266	во всяком	6	2
267	и т	11	1
268	и завершается	1	1
269	одним из	3	1
270	же как	3	1
271	чтобы не	2	1
272	сам по	1	1
273	не имел	1	1
274	а из	1	1
275	на самом	14	1
276	пределы в	1	1
277	это и	2	1
278	и до	1	1
279	он указывает	1	1
280	нельзя назвать	1	1
281	мы уже	3	1
282	что между	1	1
283	мир не	1	1
284	в первый	1	1
285	этом не	1	1
286	ни единого	1	1
287	высказывание внутренняя	1	1
288	то и	1	1
289	в каждый	1	1
290	становится совершенно	1	1
291	и внутренние	1	1
292	из того	1	1
293	но даже	1	1
294	мы и	3	1
295	этого термина	1	1
296	первого и	1	1
297	жизни это	1	1
298	он существует	1	1
299	и сами	2	1
300	он был	4	1
301	же мере	1	1
302	и согласие	1	1
303	установки на	1	1
304	бы то	4	1
305	сознания а	1	1
306	тем как	1	1
307	своей работе	1	1
308	а только	1	1
309	дело обстоит	1	1
310	не входит	1	1
311	тех же	1	1
312	значение и	1	1
313	как со	3	1
314	его на	1	1
315	что именно	5	1
316	внешнего и	2	1
317	с этим	1	1
318	и лишь	2	1
319	так можно	1	1
320	еще и	1	1
321	обращения к	1	1
322	не два	1	1
323	в точке	1	1
324	в действительности	9	1
325	следующим образом	1	1
326	со своей	1	1
327	из жизни	1	1
328	в литературном	1	1
329	что это	3	1
330	бы не	2	1
331	его индивидуальную	1	1
332	то я	1	1
333	тоже не	1	1
334	следующей главе	2	1
335	ни одна	1	1
336	и тот	1	1
337	видим и	1	1
338	в общий	1	1
339	но ведь	4	1
340	как он	2	1
341	всей его	1	1
342	не понять	1	1
343	что она	2	1
344	главным образом	2	1
345	т д	6	1
346	здесь однако	1	1
347	наиболее глубоких	1	1
348	не как	2	1
349	в корне	4	1
350	евгения онегина	1	1
351	на земле	2	1
352	очевидным что	1	1
353	друг с	1	1
354	какой бы	2	1
355	его от	2	1
356	и по	1	1
357	так например	1	1
358	в нее	1	1
359	именно это	2	1
360	таким образом	18	1
361	но все	1	1
362	значительной степени	1	1
363	в одну	1	1
364	то ни	4	1
365	связью между	1	1
366	значение в	1	1
367	уже знаем	2	1
368	который способен	1	1
369	той же	3	1
370	историей и	1	1
371	его в	7	1
372	с другими	1	1
373	еще вернемся	1	1
374	литературе же	1	1
375	их исторической	1	1
376	но уже	2	1
377	произведение как	6	1
378	он является	2	1
379	в ее	4	1
380	с тем	7	1
381	мы видели	4	1
382	к полюсу	2	1
383	может идти	1	1
384	автора и	1	1
385	нисколько не	2	1
386	связаны между	1	1
387	его нельзя	1	1
388	объективна и	1	1
389	или точнее	2	1
390	и всеми	1	1
391	в котором	2	1
392	с точки	14	1
393	в их	1	1
394	себе а	1	1
395	в которых	3	1
396	роман а	1	1
397	от его	3	1
398	должны были	1	1
399	исчезает и	1	1
400	теми же	1	1
401	ни было	5	1
402	человеческое сознание	1	1
403	что этот	2	1
404	необходимо чтобы	2	1
405	даже в	2	1
406	что эта	1	1
407	окружающей действительности	2	1
408	тому что	3	1
409	раз и	3	1
410	этой смены	1	1
411	на рубеже	1	1
412	так как	9	1
413	до известной	2	1
414	отдельных эпизодов	1	1
415	освободиться от	1	1
416	того как	1	1
417	произведения эта	1	1
418	как следует	2	1
419	в единство	2	1
420	чтобы стать	1	1
421	из их	1	1
422	этот тип	1	1
423	для всех	1	1
424	слова как	2	1
425	это сделать	1	1
426	ними не	1	1
427	за исключением	1	1
428	не останется	2	1
429	людей не	1	1
430	как не	2	1
431	с читателем	1	1
432	такого высказывания	1	1
433	и делает	1	1
434	как историческое	1	1
435	однако это	1	1
436	ему не	1	1
437	с другом	1	1
438	события но	1	1
439	и со	2	1
440	в момент	1	1
441	в специальном	1	1
442	могут быть	4	1
443	отличается от	2	1
444	мере того	1	1
445	и второго	1	1
446	не встречается	1	1
447	предыдущей главе	1	1
448	если же	5	1
449	ориентируясь на	2	1
450	должен быть	2	1
451	теперь на	2	1
452	события может	1	1
453	в виду	3	1
454	рассказываемое событие	1	1
455	как по	1	1
456	для всего	1	1
457	реальной действительности	3	1
458	только то	3	1
459	и совершенно	1	1
460	что каждый	2	1
461	из двух	1	1
462	не с	1	1
463	ясно что	3	1
464	вошел в	2	1
465	в окружающей	2	1
466	том как	2	1
467	является в	2	1
468	поэтому в	2	1
469	из одного	2	1
470	и вообще	1	1
471	и условий	1	1
472	произведения как	6	1
473	и здесь	1	1
474	это происходит	1	1
475	и та	1	1
476	определенным образом	1	1
477	идеологической сферой	1	1
478	ее и	2	1
479	для нас	3	1
480	в значительной	1	1
481	к слову	1	1
482	во всех	3	1
483	аналогичным образом	1	1
484	а потому	1	1
485	нуждается в	3	1
486	что и	2	1
487	в художественной	2	1
488	не чистым	1	1
489	высказывания даже	1	1
490	все время	6	1
491	не тот	1	1
492	из средств	1	1
493	человека как	2	1
494	как результат	1	1
495	в него	3	1
496	в жизнь	1	1
497	с той	1	1
498	в формах	2	1
499	в двух	1	1
500	тот же	1	1
501	одной из	2	1
502	одного сознания	1	1
503	значения как	1	1
504	мы увидим	2	1
505	и субъективных	1	1
506	иной идеологической	1	1
507	становления в	1	1
508	впрочем и	1	1
509	бы ни	4	1
510	не происходит	1	1
511	с одной	1	1
512	к одному	1	1
513	того же	3	1
514	и у	1	1
515	уже в	4	1
516	вопроса о	1	1
517	ни одного	1	1
518	языка как	2	1
519	от других	2	1
520	у них	2	1
521	не из	1	1
522	в данной	2	1
523	и понимание	5	1
524	а то	1	1
525	или даже	1	1
526	произведения и	3	1
527	случае не	1	1
528	которые могут	1	1
529	автор и	2	1
530	ни для	2	1
531	связи в	1	1
532	в случаях	1	1
533	тем что	5	1
534	существенную роль	1	1
535	не просто	1	1
536	сказать изнутри	1	1
537	каждого высказывания	1	1
538	случае с	2	1
539	момент в	1	1
540	которое мы	1	1
541	а слово	1	1
542	только смысл	1	1
543	даже не	1	1
544	не поддается	1	1
545	существенности для	1	1
546	и создает	1	1
547	для этого	2	1
548	действительное событие	1	1
549	наконец в	1	1
550	мы еще	2	1
551	смысл высказывания	1	1
552	что для	1	1
553	говорит о	1	1
554	данного высказывания	3	1
555	связано с	2	1
556	по тем	1	1
557	одной стороны	1	1
558	не на	3	1
559	два а	1	1
560	иначе его	1	1
561	одну из	2	1
562	становится очевидным	1	1
563	понятие о	1	1
564	там где	7	1
565	произведение в	4	1
566	тогда было	1	1
567	время оно	1	1
568	с помощью	8	1
569	на фоне	3	1
570	в творчестве	1	1
571	так же	9	1
572	границы между	1	1
573	и потому	5	1
574	не удается	1	1
575	в предыдущей	1	1
576	этих случаях	1	1
577	она есть	3	1
578	перехода от	1	1
579	к ценности	1	1
580	же их	1	1
581	и всей	1	1
582	образ и	1	1
583	не можем	2	1
584	но имеется	1	1
585	действительности как	1	1
586	в контексте	1	1
587	на другое	1	1
588	слова и	4	1
589	художественное произведение	11	1
590	облекается в	1	1
591	но это	2	1
592	при условии	1	1
593	все это	7	1
594	числе и	1	1
595	одного и	1	1
596	известной степени	2	1
597	и восприятия	4	1
598	чтобы создать	2	1
599	дети не	1	1
600	при таком	1	1
601	в пределе	2	1
602	сознания и	2	1
603	о котором	1	1
604	взаимодействия и	1	1
605	интерес к	1	1
606	смысла а	1	1
607	еще более	1	1
608	все они	1	1
609	предмета и	2	1
610	языка может	1	1
611	отношении к	1	1
612	не утрачивая	2	1
613	в готовом	1	1
614	оказывается и	1	1
615	слова с	1	1
616	не знает	1	1
617	была бы	2	1
618	совершенно не	7	1
619	структуры в	1	1
620	частности в	1	1
621	сущности в	1	1
622	в искусстве	7	1
623	к этому	2	1
624	это время	1	1
625	том числе	1	1
626	они не	4	1
