N	3gram	Bakhtin_Pr_4	Psycholo
1	в самом деле	4	18
2	в том что	2	11
3	с точки зрения	9	9
4	мы увидим что	2	7
5	с самого начала	1	6
6	до сих пор	8	5
7	с одной стороны	1	5
8	с другой стороны	3	5
9	о которых мы	1	5
10	как если бы	2	3
11	о том что	2	3
12	а вовсе не	1	2
13	и во всех	1	2
14	как мы увидим	3	2
15	была бы совершенно	1	2
16	одно и то	1	2
17	не совпадает с	1	2
18	в данном случае	1	2
19	и то же	1	2
20	во всяком случае	1	2
21	и вместе с	1	2
22	к тому что	1	2
23	и в сущности	2	1
24	но все же	1	1
25	а не к	1	1
26	в своей речи	1	1
27	что ж делать	2	1
28	в одном слове	3	1
29	та же самая	1	1
30	более или менее	3	1
31	как и всякое	1	1
32	имеем в виду	3	1
33	и если мы	1	1
34	никак не может	1	1
35	нам кажется что	3	1
36	такие моменты в	1	1
37	в мировой литературе	1	1
38	как и все	4	1
39	в отличие от	3	1
40	между этими двумя	1	1
41	но они не	1	1
42	по мере усиления	2	1
43	его силы и	1	1
44	можно было бы	2	1
45	это вовсе не	2	1
46	но конечно не	2	1
47	может быть и	1	1
48	так сказать в	1	1
49	не могли бы	1	1
50	конечно не в	2	1
51	то есть из	1	1
52	в той же	1	1
53	не в самом	1	1
54	как один из	1	1
55	если бы оно	1	1
56	дело не в	1	1
57	перед нами в	1	1
58	но не к	1	1
59	поэтому все эти	1	1
60	другое и в	1	1
61	в точном смысле	1	1
62	мы уже указывали	1	1
63	достигает своего апогея	1	1
64	что до сих	1	1
65	а между тем	1	1
66	самом деле в	1	1
67	тон и стиль	1	1
68	сих пор не	2	1
69	мы остановились на	1	1
70	здесь не только	1	1
71	по сравнению с	1	1
72	другой стороны мы	1	1
73	она не только	1	1
74	он как бы	1	1
75	можно сказать что	2	1
76	той роли которую	1	1
77	как бы в	3	1
78	один из его	1	1
79	таким образом и	1	1
80	потому что она	1	1
81	не может быть	8	1
82	в высшей степени	1	1
83	к тому же	1	1
84	которых мы упоминали	1	1
85	не в этом	1	1
