1	в то же	5	9
2	то же время	5	9
3	после того как	1	4
4	как мы видели	1	4
5	все то что	1	3
6	так и в	2	3
7	в свою очередь	3	3
8	в том что	16	3
9	за то что	1	3
10	же что и	1	2
11	таким образом и	1	2
12	в себе все	1	2
13	таким образом это	1	2
14	но все это	1	2
15	все это в	1	2
16	бы оно ни	1	2
17	более или менее	3	2
18	и в каждой	2	2
19	в свое время	1	2
20	как и в	2	2
21	в этом отношении	2	2
22	по отношению к	5	2
23	но и в	4	1
24	тем самым и	1	1
25	о том что	1	1
26	и все свои	1	1
27	тем более что	1	1
28	то же что	4	1
29	то же самое	1	1
30	нужно прибавить что	1	1
31	и в словах	1	1
32	в чем же	1	1
33	тем что в	1	1
34	в данном случае	1	1
35	у него в	1	1
36	потому что он	3	1
37	есть в то	1	1
38	и может быть	2	1
39	не только в	4	1
40	сам по себе	5	1
41	по этому поводу	1	1
42	ничего общего с	1	1
43	не без основания	1	1
44	в этих словах	1	1
45	мы не в	1	1
46	к тому же	1	1
47	он может и	1	1
48	только после того	1	1
49	во всем своем	1	1
50	мы уже сказали	1	1
51	как мы уже	1	1
52	вместе с ним	1	1
53	со всех сторон	1	1
54	именно потому что	1	1
55	на самом деле	1	1
56	не в силах	1	1
57	и в самом	2	1
58	друг от друга	1	1
59	и в том	2	1
60	заметить что в	1	1
61	таким образом те	1	1
62	и здесь как	1	1
63	здесь как и	1	1
64	так что в	1	1
65	таким образом в	1	1
66	удаленные друг от	1	1
67	и тем самым	1	1
68	мы не знаем	2	1
69	во-первых потому что	1	1
70	в первом случае	2	1
71	по себе и	1	1
72	не подлежит сомнению	1	1
73	с такою же	1	1
74	в том же	2	1
75	во-вторых потому что	1	1
76	же время и	1	1
