N	3gram	Voloshinov_1	Dialekti
1	по крайней мере	3	9
2	с точки зрения	6	8
3	в том что	1	6
4	и та же	1	4
5	в связи с	1	4
6	одна и та	1	4
7	о том что	2	4
8	в том смысле	1	4
9	и может быть	2	3
10	что иное как	1	3
11	в самом деле	2	3
12	не что иное	1	3
13	не может быть	3	3
14	можно сказать что	3	3
15	мы уже знаем	1	3
16	не нуждается в	2	3
17	и говорить о	1	2
18	как это было	1	2
19	до сих пор	3	2
20	может быть только	1	2
21	в данном случае	1	2
22	не могут быть	2	2
23	во всяком случае	3	2
24	с самого начала	4	2
25	и можно сказать	1	2
26	и прежде всего	1	2
27	в нем и	1	2
28	то же самое	1	2
29	все что угодно	1	1
30	одних и тех	1	1
31	уже знаем что	1	1
32	на этом моменте	1	1
33	зависит от того	1	1
34	и к ним	1	1
35	на самом деле	4	1
36	подобно тому как	1	1
37	в этом смысле	3	1
38	же как и	1	1
39	бы то ни	1	1
40	всем мире и	1	1
41	в этом отношении	1	1
42	он не был	1	1
43	с теми которые	1	1
44	и тех же	1	1
45	может быть даже	1	1
46	а в конце	1	1
47	со всех сторон	1	1
48	вместе с тем	1	1
49	эти понятия и	1	1
50	со всеми его	1	1
51	мы только и	1	1
52	так же как	2	1
53	что есть в	1	1
54	на своем месте	1	1
55	с одной стороны	1	1
56	на первый взгляд	1	1
57	но мы уже	1	1
58	и с ними	1	1
59	и может совершенно	1	1
60	реальности и в	1	1
61	то что можно	1	1
62	и в этом	2	1
63	а это уже	1	1
64	и вообще всего	1	1
65	в свое время	1	1
66	и пр и	3	1
67	друг с другом	1	1
68	по сравнению с	3	1
69	и пр в	1	1
70	говорить о том	1	1
71	это и есть	1	1
72	связи с этим	1	1
73	мы можем сказать	2	1
74	нам в голову	1	1
75	той или иной	1	1
76	но даже и	1	1
77	есть прежде всего	1	1
78	на всю жизнь	1	1
79	социального и исторического	2	1
80	нечего и говорить	2	1
81	можем сказать что	1	1
82	обратим внимание на	1	1
