N	3gram	Vygotskiy__5	Komedia
1	до сих пор	5	9
2	в том что	14	9
3	в самом деле	5	6
4	для того чтобы	19	6
5	в свою очередь	1	6
6	о том что	6	4
7	с самого начала	3	4
8	по отношению к	1	3
9	с точки зрения	2	3
10	и т п	3	3
11	вместе с тем	3	3
12	до тех пор	2	3
13	и в самом	2	3
14	речь идет о	1	3
15	с одной стороны	12	3
16	то же самое	3	3
17	хотя бы по	1	2
18	состоит в том	2	2
19	в этом случае	2	2
20	по сравнению с	4	2
21	что он не	1	2
22	в этом отношении	3	2
23	то время как	1	2
24	в конце концов	2	2
25	по отношению ко	1	2
26	с другой стороны	5	2
27	то обстоятельство что	1	2
28	в то время	1	2
29	в конечном счете	1	2
30	именно потому что	2	2
31	том что она	1	1
32	сам не знает	1	1
33	не в состоянии	3	1
34	все что угодно	1	1
35	потому что он	2	1
36	пьесы и что	1	1
37	одной стороны мы	1	1
38	с тем как	1	1
39	чуть ли не	1	1
40	более или менее	1	1
41	равно как и	1	1
42	и в остальных	1	1
43	в ответ на	1	1
44	именно об этом	1	1
45	это может служить	1	1
46	мы можем теперь	1	1
47	одной стороны и	1	1
48	на первый план	2	1
49	в зависимости от	6	1
50	в отличие от	2	1
51	он должен быть	1	1
52	по тому же	1	1
53	больше чем в	1	1
54	того чтобы показать	1	1
55	стало ясно что	1	1
56	на то что	16	1
57	в частности на	1	1
58	и почему он	1	1
59	несмотря на то	1	1
60	с этой точки	1	1
61	по крайней мере	1	1
62	так как все	1	1
63	как это не	1	1
64	и несмотря на	1	1
65	и в частности	1	1
66	к себе и	1	1
67	едва ли не	1	1
68	и для этого	1	1
69	и не дает	1	1
70	к ней и	1	1
71	на этом вопросе	1	1
72	в том чтобы	2	1
73	одной стороны он	1	1
74	в силу своих	1	1
75	зависимости от того	2	1
76	таким образом для	1	1
77	если бы исследователи	1	1
78	в течение всей	1	1
79	то что он	3	1
80	но вместе с	1	1
81	как бы в	2	1
82	совсем другой смысл	1	1
83	этой точки зрения	1	1
84	сих пор не	1	1
85	и в свою	1	1
86	и для нас	2	1
87	так же точно	5	1
88	можно сказать что	2	1
89	он был бы	1	1
90	ли не самым	1	1
91	мы едва ли	1	1
92	ничего общего с	1	1
93	что у него	1	1
94	и тем более	1	1
95	вопрос о том	2	1
96	в основе своей	1	1
97	что она любит	1	1
98	мы имеем в	1	1
99	является едва ли	1	1
100	после того как	1	1
101	по этому поводу	4	1
102	таким образом что	3	1
103	к тому что	6	1
104	в трагедии и	1	1
105	друг от друга	2	1
106	на одном из	1	1
107	друг с другом	3	1
108	и в этом	1	1
109	и в его	1	1
110	чтобы понять как	1	1
111	для нас важно	1	1
112	и т д	3	1
113	взад и вперед	1	1
