N	3gram	Bakhtin_Pr_2	Tvorches
1	в то же	5	13
2	в романах достоевского	2	13
3	то же время	5	12
4	в том что	1	6
5	в бедных людях	3	5
6	о том что	1	5
7	униженных и оскорбленных	1	4
8	но в то	3	4
9	в творчестве достоевского	2	4
10	дело в том	1	3
11	самим собой в	1	2
12	и иван карамазов	1	2
13	то есть не	1	2
14	на самом деле	1	2
15	является одним из	1	2
16	и та же	2	2
17	и т п	9	2
18	по крайней мере	1	2
19	можно сказать что	1	2
20	тем не менее	2	2
21	человека и его	2	2
22	не может не	1	1
23	хотя и не	2	1
24	но кто же	1	1
25	но она не	1	1
26	в глаза и	1	1
27	прежде всего на	1	1
28	и наконец в	1	1
29	из подполья и	1	1
30	как один из	1	1
31	жития великого грешника	1	1
32	в настоящее время	2	1
33	себе что он	1	1
34	то же самое	1	1
35	для достоевского не	2	1
36	в том же	1	1
37	нам кажется что	2	1
38	романном мире достоевского	1	1
39	в этом пункте	1	1
40	с установкой на	1	1
41	по отношению к	5	1
42	рассматривать в связи	1	1
43	на том или	1	1
44	до сих пор	7	1
45	во второй части	1	1
46	и в других	1	1
47	хотя бы и	1	1
48	сами по себе	1	1
49	в романном мире	1	1
50	художественном мире достоевского	1	1
51	что он не	1	1
52	в отличие от	4	1
53	друг на друга	2	1
54	и среди них	2	1
55	у него не	1	1
56	самим собой как	1	1
57	яков петрович голядкин	1	1
58	а может быть	1	1
59	не менее чем	1	1
60	в этой повести	1	1
61	полном реализме найти	1	1
62	бы то ни	1	1
63	это вовсе не	2	1
64	с самим собой	3	1
65	в котором все	1	1
66	в художественном мире	1	1
67	уже говорили что	2	1
68	на этой почве	1	1
69	и со всеми	1	1
70	не в его	1	1
71	том или другом	2	1
72	то ни было	1	1
73	с одной стороны	1	1
74	в конце концов	2	1
75	со всеми его	1	1
76	а как бы	1	1
77	но при этом	2	1
78	каких бы то	1	1
79	достоевского не был	1	1
80	здесь мы переходим	1	1
81	при полном реализме	1	1
82	и в их	1	1
83	такой же как	1	1
84	в связи с	1	1
85	мы уже говорили	3	1
86	одна и та	2	1
87	единство романа достоевского	1	1
88	я не могу	2	1
89	же время достоевский	1	1
90	но эти слова	1	1
91	у него в	1	1
92	он не боится	1	1
93	что может быть	1	1
94	то к чему	1	1
95	рассказе и в	1	1
96	а что если	1	1
97	с другой стороны	3	1
98	у достоевского нет	1	1
99	уже в первом	1	1
100	таким образом и	1	1
101	героя и героини	1	1
102	в себя как	1	1
103	в отношении к	2	1
104	как и в	3	1
105	к тому же	3	1
106	и т д	4	1
107	глубоко связан с	1	1
