N	3gram	Tiupa_Lite_2	Istorich
1	с другой стороны	4	8
2	с одной стороны	6	7
3	в этом случае	2	6
4	в том что	5	5
5	о том что	2	4
6	вместе с тем	1	3
7	в данном случае	3	3
8	не может быть	7	3
9	том что в	1	2
10	только то что	1	2
11	такой же как	1	2
12	по отношению к	3	2
13	после того как	1	2
14	можно было бы	1	2
15	как мы видели	1	2
16	однако и в	1	1
17	не столько о	1	1
18	но то что	1	1
19	в том числе	2	1
20	одной стороны и	1	1
21	может быть наиболее	1	1
22	в частности в	1	1
23	для тех кто	1	1
24	тем что в	1	1
25	в полном соответствии	1	1
26	и не может	1	1
27	том числе и	1	1
28	полном соответствии с	1	1
29	с этой точки	1	1
30	и то что	1	1
31	одно и то	2	1
32	это прежде всего	2	1
33	и то же	2	1
34	в дальний путь	1	1
35	с тем она	1	1
36	а с другой	1	1
37	в последнем случае	1	1
38	в свое время	2	1
39	и когда он	1	1
40	этой точки зрения	1	1
41	вместе с ним	1	1
42	все того же	1	1
43	и некоторые другие	1	1
44	что в ней	1	1
45	подобно тому как	2	1
46	речь идет о	3	1
47	всегда может быть	1	1
48	тем не менее	2	1
49	в сравнении с	2	1
50	для того чтобы	1	1
51	в себе не	1	1
