N	4gram	Vygotskiy__2	EvropaiC
1	в том случае если	4	4
2	одного и того же	1	3
3	заключается в том что	7	3
4	что же касается до	1	2
5	бы то ни было	1	2
6	в то же время	2	2
7	нечего и говорить что	1	2
8	же самое что и	2	1
9	одно и то же	1	1
10	том виде как оно	1	1
11	таким образом и на	1	1
12	на все эти вопросы	1	1
13	только в том случае	4	1
14	и не может быть	1	1
15	но именно в этой	1	1
16	представление о том что	2	1
17	мы указывали на то	1	1
18	в то время как	2	1
19	указывали на то что	1	1
20	одной и той же	4	1
21	в том что он	3	1
22	в том виде как	2	1
23	из поколения в поколение	1	1
24	то же самое что	2	1
25	на то что для	1	1
26	так же трудно как	1	1
27	в том что при	1	1
28	приводит к тому что	1	1
29	в том что все	1	1
30	а между тем в	1	1
31	не играет никакой роли	1	1
