N	2gram	Nazirov_Vr_1	Myshleni
1	в том	3	42
2	том что	3	35
3	с помощью	1	31
4	в процессе	1	27
5	таким образом	2	25
6	в развитии	1	25
7	в этом	8	24
8	точки зрения	2	24
9	в качестве	1	21
10	и в	8	20
11	что в	7	19
12	заключается в	1	18
13	то же	5	16
14	не только	9	15
15	то что	7	15
16	что они	1	14
17	в их	1	12
18	при этом	4	12
19	может быть	4	12
20	с другой	1	12
21	потому что	1	12
22	с точки	2	11
23	в его	3	11
24	так же	4	11
25	в целом	1	11
26	и то	2	10
27	на основе	2	10
28	в истории	4	10
29	в себе	2	10
30	того что	1	10
31	того же	1	9
32	и как	3	9
33	как и	6	9
34	между тем	5	9
35	другой стороны	1	9
36	но и	7	9
37	было бы	1	8
38	этом смысле	1	8
39	и что	8	8
40	вместе с	2	8
41	и не	5	8
42	в своей	2	7
43	тем самым	1	7
44	могут быть	1	7
45	тем что	3	7
46	этом отношении	1	7
47	как бы	4	7
48	же как	2	6
49	в самом	1	6
50	той же	1	6
51	тому же	1	6
52	этот процесс	1	6
53	одно и	1	6
54	одного и	1	6
55	по своей	1	6
56	в силу	1	6
57	его в	3	6
58	что он	4	6
59	уже в	4	6
60	не может	2	6
61	речь идет	3	5
62	как в	1	5
63	с этим	1	5
64	все же	6	5
65	целый ряд	4	5
66	на то	3	5
67	это не	4	5
68	в уме	1	5
69	только не	1	5
70	и его	3	5
71	никогда не	2	5
72	так и	1	5
73	о том	4	5
74	в частности	1	5
75	первый план	1	4
76	в своем	3	4
77	как он	1	4
78	ключ к	1	4
79	и с	6	4
80	на первый	2	4
81	сходство с	1	4
82	роль в	1	4
83	только что	1	4
84	из них	2	4
85	друг друга	1	4
86	во всей	1	4
87	по своему	1	4
88	для нас	4	4
89	к этому	3	4
90	во всяком	1	4
91	как известно	1	3
92	идет о	1	3
93	на место	2	3
94	в виду	4	3
95	столь же	2	3
96	в чем	3	3
97	совершенно прав	1	3
98	отнюдь не	2	3
99	не являются	1	3
100	но в	6	3
101	в этой	2	3
102	в этих	1	3
103	не менее	2	3
104	что эта	1	3
105	в обоих	1	3
106	в другую	1	3
107	во всем	1	3
108	связи с	3	3
109	ничего общего	1	3
110	с первого	1	3
111	и во	3	3
112	один из	1	3
113	но не	1	3
114	всяком случае	1	3
115	себя в	1	3
116	от того	1	3
117	нас в	1	3
118	на этот	1	3
119	именно в	1	3
120	к которому	1	3
121	в связи	3	3
122	наряду с	3	3
123	в условиях	1	3
124	и от	1	3
125	бы в	1	3
126	точно так	1	3
127	одним из	3	2
128	также и	1	2
129	что слово	1	2
130	свое место	1	2
131	высшей степени	1	2
132	едва ли	1	2
133	что уже	1	2
134	место в	2	2
135	в ней	4	2
136	нас интересует	1	2
137	не просто	1	2
138	и речи	1	2
139	как говорит	1	2
140	по которому	1	2
141	в мысли	1	2
142	во многих	1	2
143	в известном	2	2
144	не есть	1	2
145	в нем	6	2
146	раз в	3	2
147	из него	1	2
148	же не	2	2
149	в высшей	1	2
150	далеко не	3	2
151	такой же	1	2
152	которую он	1	2
153	их в	2	2
154	том же	2	2
155	что этот	1	2
156	в той	2	2
157	но они	1	2
158	не имеет	1	2
159	того как	1	2
160	это слово	1	2
161	не совсем	1	2
162	по нашему	3	2
163	ли не	1	2
164	отличается от	1	2
165	и он	2	2
166	и это	2	2
167	свою очередь	1	2
168	ясно что	1	2
169	еще не	2	2
170	и т.д	1	2
171	а также	2	2
172	к нему	1	2
173	в другой	1	2
174	вслед за	1	2
175	в него	2	2
176	по мнению	2	2
177	но как	2	2
178	и у	3	2
179	в нашей	2	2
180	целого ряда	1	2
181	для него	2	2
182	тогда как	2	2
183	у него	5	2
184	в каком	1	2
185	а с	2	2
186	прежде всего	1	2
187	нашему мнению	1	2
188	с которым	2	2
189	под влиянием	1	2
190	что это	1	2
191	в начале	6	2
192	но для	1	2
193	и т.п	2	2
194	а в	2	2
195	нам не	1	2
196	в свою	2	2
197	в свое	1	2
198	влияния на	1	2
199	это в	2	2
200	который не	1	2
201	в таком	1	2
202	они не	1	2
203	человека и	1	1
204	шаг за	1	1
205	и есть	1	1
206	уже по	1	1
207	из всех	1	1
208	разрешения на	1	1
209	развитие в	1	1
210	совпадает с	1	1
211	говорить о	1	1
212	я не	3	1
213	ему в	1	1
214	собой в	1	1
215	его представления	1	1
216	во всех	1	1
217	как правило	1	1
218	совсем не	1	1
219	то он	1	1
220	не все	1	1
221	если в	1	1
222	из высших	1	1
223	чтобы потом	1	1
224	и я	1	1
225	они эти	1	1
226	этом он	1	1
227	независимо от	1	1
228	же самому	1	1
229	в этот	3	1
230	то в	1	1
231	истории человечества	1	1
232	только два	1	1
233	почти одновременно	1	1
234	что к	2	1
235	но на	1	1
236	он не	3	1
237	в первой	1	1
238	при виде	1	1
239	себе не	1	1
240	не хотел	1	1
241	не могли	1	1
242	в плане	1	1
243	в одну	2	1
244	входя в	1	1
245	на характер	1	1
246	этот раз	1	1
247	эта попытка	1	1
248	не всегда	1	1
249	во внимание	1	1
250	которой он	1	1
251	впечатлений и	1	1
252	представление о	1	1
253	своего рода	1	1
254	в основном	1	1
255	в одном	1	1
256	но он	3	1
257	тем не	1	1
258	доказывает что	1	1
259	есть еще	1	1
260	раз и	1	1
261	что есть	3	1
262	вплоть до	1	1
263	в то	5	1
264	как о	1	1
265	друга при	2	1
266	ничего не	1	1
267	а поскольку	1	1
268	это то	1	1
269	и лишь	1	1
270	что самые	1	1
271	до того	1	1
272	существуют в	1	1
273	считать что	1	1
274	такие же	1	1
275	в момент	2	1
276	во все	1	1
277	его с	2	1
278	мысли на	2	1
279	совпадают с	1	1
280	еще более	1	1
281	то время	1	1
282	из сильнейших	1	1
283	другой раз	1	1
284	так в	2	1
285	и сам	1	1
286	было в	1	1
287	том как	1	1
288	автора к	1	1
289	о нем	6	1
290	он оказался	1	1
291	материала это	1	1
292	но мы	1	1
293	вопросу о	1	1
294	этот момент	2	1
295	которому в	1	1
296	в форме	1	1
297	того в	1	1
298	получается что	1	1
299	также в	1	1
300	если это	1	1
301	что только	1	1
302	начало в	1	1
303	этот факт	1	1
304	и ее	2	1
305	уже не	2	1
306	указания на	1	1
307	между обоими	1	1
308	я думаю	1	1
309	мы знаем	2	1
310	и их	1	1
311	с различными	1	1
312	в конце	3	1
313	давно уже	3	1
314	и повторяя	1	1
315	далее в	1	1
316	как раз	2	1
317	перед ними	1	1
318	из двух	1	1
319	и даже	6	1
320	до сих	1	1
321	все равно	1	1
322	характерно для	1	1
323	только по	1	1
324	целым рядом	1	1
325	и самый	1	1
326	при участии	1	1
327	или по	1	1
328	из которых	1	1
329	о чем	2	1
